StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Q_BallotBoxStuffing,Q2,Q3,Q4,Q5,Q5_7_TEXT,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q93,Q13,Q14,Q15,Q15_6_TEXT,Q16,Q16_8_TEXT,Q18,Q17_1,Q19,Q20,Q94,Q21,Q95,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q41,Q42,Q43,Q44,Q46,Q47,Q48,Q49,Q50,Q51,Q52,Q53,Q54,Q54_8_TEXT,Q55,Q56,Q56_4_TEXT,Q57,Q57_9_TEXT,Q58
2024-05-16 09:01:50,2024-05-16 09:08:35,IP Address,100,405,True,2024-05-16 09:08:36,R_2qgF0GjwNPxahkF,anonymous,EN,0.8999999761581421,,,,,,1991,Yes,35475,White,,No,Male,"$100,001+",Some College/AA or AS (2-year degree),No,No,No,,No,<1 year,Land/Wildlife Management,,Private Industry,,Rarely,20,No,No,,,,"Greene,Hale,Marengo,Tuscaloosa",Yes,I don't know,I don't know,False,I don't know,False,I don't know,I don't know,True,Bites,I don't know,Neutral,Agree,Strongly Agree,Neutral,Agree,Disagree,Neutral,Agree,Disagree,Neutral,Agree,Disagree,Disagree,Agree,Agree,Neutral,No,I have not looked for health information,,Yes,"Year-long, once a month, virtual conference",,"Rabies,Influenza,CWD",,
2024-05-16 07:40:19,2024-05-16 09:18:14,IP Address,100,5874,True,2024-05-16 09:18:14,R_5mxRuKUOMKyQZb3,anonymous,EN,0.8999999761581421,,,,,,2000,Yes,36832,White,,No,Female,"$20,001-30,000",College Graduate/BA or BS (4-year degree),Yes,No,No,,No,<1 year,Research,,Academic/Research Institution,,Weekly,40,Yes,Yes,Dead,Yes,Always (100%),"Dallas,Greene,Hale,Marengo,Perry",Yes,True,I don't know,False,True,False,I don't know,I don't know,True,Bites,Ignore,Strongly Disagree,Agree,Agree,Disagree,Strongly Disagree,Disagree,Neutral,Strongly Agree,Agree,Neutral,Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,Disagree,No,"State Wildlife Agency,Academic Publications,Social Media",,Yes,"Year-long, once a month, virtual conference",,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,One Health,Other",white nose syndrome fugal disease,
2024-05-16 09:22:03,2024-05-16 09:36:53,IP Address,100,889,True,2024-05-16 09:36:53,R_5etxkBW7hsVMgux,anonymous,EN,1,,,,,,1962,Yes,36027,White,,No,Male,"$100,001+",Graduate or Professional School,Yes,No,Yes,>10 years,Yes,>20 years,Land/Wildlife Management,,Federal Government,,Monthly,20,No,No,,,,Barbour,Yes,True,False,False,True,False,I don't know,False,True,Bites,Ignore,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Agree,Neutral,Neutral,Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Yes,Other,Federal wildlife agency,Yes,"One day, virtual conference",,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,SarsCoV2",,
2024-05-16 09:40:30,2024-05-16 09:49:43,IP Address,100,553,True,2024-05-16 09:49:44,R_8ruCexoItVrrpgc,anonymous,EN,0.8999999761581421,,,,,,1971,Yes,35603,I prefer not to answer,,I prefer not to answer,I prefer not to answer,"$100,001+",College Graduate/BA or BS (4-year degree),Yes,No,No,,No,<1 year,Administration,,Federal Government,,Rarely,10,No,No,,,,"Colbert,Lauderdale,Morgan",Yes,True,False,False,True,False,True,True,True,Bites,Incinerate,Strongly Disagree,Disagree,Agree,Disagree,Disagree,Neutral,Neutral,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Yes,"State Wildlife Agency,Academic Publications,I have not looked for health information",,Yes,"One day, in-person conference,One day, virtual conference,Year-long, once a month, virtual conference",,"Vector borne diseases,CWD,SarsCoV2,Other",pseudorabies and brucellosis,
2024-05-16 12:01:20,2024-05-16 12:09:22,IP Address,100,482,True,2024-05-16 12:09:23,R_3z5OikvnS39nRG9,anonymous,EN,1,,,,,,1999,Yes,36830,White,,No,Female,"$100,001+",Graduate or Professional School,Yes,No,Yes,<5 years,Yes,<1 year,Research,,Academic/Research Institution,,Monthly,50,Yes,Yes,Dead,Yes,Usually (>75%),"Lee,Mobile",Yes,True,False,False,True,False,True,True,True,Bites,I don't know,Disagree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Yes,"State Wildlife Agency,Academic Publications,Conferences",,Yes,"One day, in-person conference,One day, virtual conference,Year-long, once a month, virtual conference",,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health",,
2024-05-15 12:57:27,2024-05-16 12:55:45,IP Address,100,86298,True,2024-05-16 12:55:46,R_7LONTWAVRb3079Y,anonymous,EN,1,,,,,,1999,Yes,36830,Other,,Yes,Male,"$0-20,000",College Graduate/BA or BS (4-year degree),Yes,No,No,,Yes,1-5 years,Research,,Academic/Research Institution,,Weekly,50,Yes,No,,Yes,Usually (>75%),"Bullock,Dale,Geneva,Henry,Lee,Russell",Yes,True,False,False,I don't know,False,True,False,False,Bites,I don't know,Disagree,Neutral,Strongly Disagree,Agree,Strongly Disagree,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Yes,"State Wildlife Agency,Academic Publications",,Yes,"One day, in-person conference",,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health",,
2024-05-16 09:07:41,2024-05-16 13:36:30,IP Address,100,16128,True,2024-05-16 13:36:31,R_1CJXsOiDy2gHtdc,anonymous,EN,1,,,,,,1980,Yes,35967,White,,No,Male,"$100,001+",Graduate or Professional School,Yes,No,No,,Yes,<1 year,Land/Wildlife Management,,Private Industry,,Weekly,30,No,No,,No,,"Cherokee,DeKalb,Jackson",Yes,False,False,False,True,False,False,False,True,Bites,I don't know,Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Neutral,Agree,Disagree,Strongly Disagree,Agree,Agree,Disagree,No,State Wildlife Agency,,Yes,"One day, virtual conference",,CWD,,
2024-05-16 14:07:27,2024-05-16 14:13:36,IP Address,100,368,True,2024-05-16 14:13:36,R_7WSZBSZQFPnYKdj,anonymous,EN,1,,,,,,1995,Yes,35453,White,,No,Female,"$20,001-30,000",College Graduate/BA or BS (4-year degree),Yes,No,Yes,5-10 years,Yes,5-10 years,Land/Wildlife Management,,State/Provincial Government,,Weekly,80,No,No,,Yes,Usually (>75%),"Hale,Tuscaloosa",Yes,True,False,False,True,False,True,True,True,Bites,Bury,Agree,Agree,Agree,Disagree,Disagree,Neutral,Disagree,Agree,Neutral,Disagree,Disagree,Neutral,Agree,Strongly Agree,Disagree,Disagree,Yes,"State Wildlife Agency,Academic Publications",,Yes,"One day, in-person conference,One day, virtual conference",,"Rabies,Leptospirosis,Vector borne diseases",,
2024-05-16 19:31:28,2024-05-16 19:39:12,IP Address,100,464,True,2024-05-16 19:39:13,R_5vUOqdqZTjixIsh,anonymous,EN,0.800000011920929,,,,,,1961,Yes,36013,White,,No,Male,"$90,001-100,000",Graduate or Professional School,Yes,Yes,Yes,>10 years,Yes,>20 years,Consulting,,Private Industry,,Daily,80,No,No,,,,"Autauga,Barbour,Bullock,Coosa,Crenshaw,Dallas,Elmore,Lowndes,Macon,Montgomery,Talladega,Wilcox",Yes,True,I don't know,False,True,False,True,I don't know,True,Bites,I don't know,Agree,Agree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Yes,"State Wildlife Agency,Academic Publications,Conferences",,Yes,"One day, virtual conference",,"Rabies,Influenza,Leptospirosis,Vector borne diseases,CWD",,
2024-05-16 20:38:39,2024-05-16 20:50:54,IP Address,100,735,True,2024-05-16 20:50:55,R_20Z5wSS1zdB0p5N,anonymous,EN,0.699999988079071,,,,,,1985,Yes,35115,White,,No,Male,"$80,001-90,000",Some College/AA or AS (2-year degree),No,No,No,,No,<1 year,Other,,Other,,Daily,80,No,No,,Yes,Always (100%),"Bibb,Shelby",Yes,True,False,True,True,False,True,True,True,Bites,Incinerate,Disagree,Agree,Agree,Strongly Disagree,Disagree,Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Disagree,Disagree,Agree,Strongly Agree,Agree,No,"Academic Publications,Conferences",,Yes,"One day, in-person conference",,Other,,
2024-05-17 07:06:03,2024-05-17 07:14:06,IP Address,100,482,True,2024-05-17 07:14:07,R_7QrdwJcIgsVbD38,anonymous,EN,0.699999988079071,,,,,,1998,Yes,36832,White,,No,Male,"$0-20,000",College Graduate/BA or BS (4-year degree),Yes,No,Yes,<5 years,Yes,1-5 years,Research,,Academic/Research Institution,,Monthly,50,Yes,Yes,Dead,Yes,Always (100%),"Hale,Lee",Yes,True,False,False,True,False,True,True,I don't know,Bites,Incinerate,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,No,"Academic Publications,Conferences",,Yes,"One day, in-person conference,One day, virtual conference",,"Rabies,Influenza,Vector borne diseases,CWD",,
2024-05-17 07:55:11,2024-05-17 08:08:14,IP Address,100,782,True,2024-05-17 08:08:14,R_5copT9PFYDi6zKg,anonymous,EN,0.800000011920929,,,,,,1989,Yes,36330,White,,No,Male,"$90,001-100,000",Graduate or Professional School,Yes,No,Yes,<5 years,Yes,1-5 years,Other,Damage Management,Federal Government,,Daily,90,Yes,Yes,Dead,Yes,Always (100%),"Coffee,Covington,Dale,Geneva",No,True,True,True,True,False,True,I don't know,True,Bites,I don't know,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Neutral,Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Yes,"State Wildlife Agency,Academic Publications,Conferences",,Yes,"Year-long, once a month, virtual conference",,"Influenza,CWD",,"Due to nation-wide changing population dynamics causing increase contact with wildlife, the sociological landscape decreasing people’s knowledge of wildlife, and increased impact of diseases on populations and livestock; knowledge of wildlife diseases among biologist will be critical in the future. "
2024-05-17 08:35:00,2024-05-17 08:53:44,IP Address,100,1124,True,2024-05-17 08:53:45,R_75qNfeFvrm9B1PX,anonymous,EN,0.8999999761581421,,,,,,1991,Yes,36526,White,,No,Female,"$100,001+",Graduate or Professional School,Yes,No,Yes,>10 years,Yes,5-10 years,Land/Wildlife Management,,Federal Government,,Weekly,30,No,No,,Yes,Always (100%),"Baldwin,Bibb,Choctaw,Cullman,Franklin,Lawrence,Mobile,Washington",No,True,False,False,True,False,True,True,True,Bites,Incinerate,Agree,Agree,Agree,Disagree,Disagree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Yes,State Wildlife Agency,,Yes,"One day, virtual conference",,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health",,
2024-05-17 09:37:04,2024-05-17 09:47:45,IP Address,100,641,True,2024-05-17 09:47:46,R_8M6Bd5OXPYe6Ge6,anonymous,EN,0.800000011920929,,,,,,1986,Yes,36732,White,,No,Male,"$90,001-100,000",Graduate or Professional School,Yes,No,Yes,>10 years,Yes,10-20 years,Land/Wildlife Management,,Private Industry,,Daily,80,No,No,,,,"Hale,Perry",Yes,True,I don't know,False,True,False,False,False,I don't know,Bites,Ignore,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Disagree,Neutral,Yes,"Friends/Family,State Wildlife Agency,Academic Publications,Social Media,News Sources",,Yes,"One day, in-person conference,One day, virtual conference",,"Rabies,Influenza,Leptospirosis,Vector borne diseases,CWD,SarsCoV2",,
2024-05-17 23:27:53,2024-05-17 23:31:50,IP Address,100,236,True,2024-05-17 23:31:51,R_5mI4mMiEWdppFIP,anonymous,EN,1,,,,,,1986,Yes,36804,White,,No,Male,"$100,001+",Graduate or Professional School,Yes,No,No,,Yes,1-5 years,Education,,Academic/Research Institution,,Monthly,10,No,No,,Yes,Usually (>75%),Lee,Yes,True,False,False,True,False,True,False,I don't know,Bites,Incinerate,Strongly Disagree,Agree,Agree,Disagree,Strongly Disagree,Disagree,Neutral,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,"State Wildlife Agency,Academic Publications,Social Media,News Sources,Conferences",,Yes,"One day, virtual conference",,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health",,
2024-05-19 20:10:05,2024-05-19 20:22:49,IP Address,100,764,True,2024-05-19 20:22:50,R_7MceahzsVWwx0l8,anonymous,EN,0.8999999761581421,,,,,,1967,Yes,35476,White,,No,Male,"$100,001+",Graduate or Professional School,Yes,Yes,Yes,5-10 years,Yes,>20 years,Consulting,,Other,Consultant,Weekly,50,Yes,Yes,Dead,Yes,Usually (>75%),"Bibb,Colbert,Dallas,Fayette,Greene,Hale,Lauderdale,Marengo,Pickens,Sumter,Tuscaloosa,Walker",Yes,True,False,False,True,False,True,True,True,Bites,Place in a dumpster,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Neutral,Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,No,Academic Publications,,Yes,"One day, in-person conference",,"Leptospirosis,Vector borne diseases,CWD",,"Need to proofread your next survey.  Chocwtaw, Green, Sumpter?"
2024-05-20 08:04:59,2024-05-20 08:16:02,IP Address,100,662,True,2024-05-20 08:16:02,R_7iGFxFyKMKXdE5z,anonymous,EN,1,,,,,,1973,Yes,35474,White,,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),Yes,Yes,No,,Yes,>20 years,Land/Wildlife Management,,Private Industry,,Daily,90,Yes,Yes,Dead,Yes,Always (100%),"Hale,Pickens,Tuscaloosa",Yes,True,True,False,True,False,True,I don't know,True,Bites,I don't know,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Yes,"Academic Publications,Conferences",,Yes,"One day, in-person conference",,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2",,
2024-05-20 09:01:28,2024-05-20 09:20:57,IP Address,100,1168,True,2024-05-20 09:20:58,R_3yI1cPqaZ0UMtfH,anonymous,EN,1,,,,,,1978,Yes,36732,White,,No,Male,"$100,001+",Graduate or Professional School,Yes,Yes,Yes,>10 years,Yes,10-20 years,Land/Wildlife Management,,Private Industry,,Rarely,50,No,No,,Yes,Always (100%),"Dallas,Greene,Marengo,Wilcox",Yes,True,False,False,True,False,True,True,True,Bites,Bury,Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Neutral,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Yes,News Sources,,Yes,"One day, virtual conference",,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health",,
2024-05-20 16:19:22,2024-05-20 16:23:58,IP Address,100,276,True,2024-05-20 16:23:59,R_6FkwpmqPbAAugkf,anonymous,EN,1,,,,,,1994,Yes,36483,White,,No,Other,"$0-20,000",Graduate or Professional School,Yes,No,No,,Yes,5-10 years,Research,,Academic/Research Institution,,Daily,80,Yes,Yes,Alive - Not Sedated,No,,"Covington,Escambia",No,True,False,False,True,False,True,False,True,Bites,I don't know,Disagree,Disagree,Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Disagree,Strongly Agree,Agree,Neutral,Disagree,No,I have not looked for health information,,Yes,"One day, virtual conference",,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health",,
2024-05-20 16:19:16,2024-05-20 16:26:58,IP Address,100,462,True,2024-05-20 16:26:59,R_606Lc2OH7KNI4Yt,anonymous,EN,1,,,,,,1995,Yes,35057,White,,No,Female,"$0-20,000",College Graduate/BA or BS (4-year degree),Yes,No,No,,Yes,1-5 years,Land/Wildlife Management,,Federal Government,,Monthly,30,No,No,,,,"Blount,Cullman,Winston",No,True,False,False,True,False,I don't know,I don't know,True,Bites,Incinerate,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Disagree,Disagree,Neutral,Agree,Neutral,Agree,Strongly Agree,Disagree,Neutral,Strongly Agree,Agree,Agree,No,"Academic Publications,Social Media,Conferences",,Yes,"One day, in-person conference",,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2",,
2024-05-20 16:19:49,2024-05-20 16:27:35,IP Address,100,466,True,2024-05-20 16:27:36,R_7eQKegJEVacn6EB,anonymous,EN,0.8999999761581421,,,,,,1968,Yes,36526,I prefer not to answer,,I prefer not to answer,I prefer not to answer,"$100,001+",Graduate or Professional School,Yes,Yes,No,,Yes,>20 years,Administration,,Federal Government,,Rarely,10,No,No,,,,"Baldwin,Mobile",Yes,True,False,False,True,False,I don't know,False,True,Bites,I don't know,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Agree,Neutral,Neutral,Disagree,Disagree,Agree,Neutral,Agree,Strongly Disagree,No,"State Wildlife Agency,Academic Publications,News Sources,Conferences,I have not looked for health information",,Yes,"One day, virtual conference",,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2",,
2024-05-20 16:22:14,2024-05-20 16:36:04,IP Address,100,829,True,2024-05-20 16:36:05,R_5R4EQsrUOLEYf05,anonymous,EN,1,,,,,,1996,Yes,35473,White,,No,Male,"$30,001-40,000",College Graduate/BA or BS (4-year degree),Yes,No,Yes,5-10 years,Yes,1-5 years,Land/Wildlife Management,,State/Provincial Government,,Weekly,50,Yes,No,,Yes,Always (100%),"Autauga,Bibb,Chilton,Colbert,Dallas,Greene,Hale,Jefferson,Lauderdale,Lowndes,Perry,Pickens,Shelby,Sumter,Tuscaloosa,Walker",Yes,True,False,False,True,False,True,I don't know,True,Bites,Bury,Disagree,Agree,Strongly Agree,Neutral,Disagree,Neutral,Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Disagree,Agree,Agree,Strongly Agree,Yes,"State Wildlife Agency,Academic Publications,Conferences",,Yes,"One day, in-person conference",,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health",,
2024-05-20 16:33:02,2024-05-20 16:41:41,IP Address,100,518,True,2024-05-20 16:41:42,R_7TpBGzCaRQMxyGl,anonymous,EN,0.8999999761581421,,,,,,1989,Yes,36604,White,,No,Male,"$50,001-60,000",College Graduate/BA or BS (4-year degree),Yes,Yes,Yes,>10 years,Yes,5-10 years,Land/Wildlife Management,,Nonprofit/Conservation Organization,,Monthly,60,No,No,,Yes,Always (100%),"Baldwin,Chambers,Cherokee,Etowah,Jackson,Mobile,Montgomery,Morgan",No,True,True,False,I don't know,False,True,True,True,Bites,Bury,Strongly Disagree,Neutral,Agree,Neutral,Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Disagree,Agree,Yes,"State Wildlife Agency,Academic Publications,News Sources",,Yes,"One day, in-person conference,One day, virtual conference",,"Rabies,CWD",,
2024-05-20 16:52:37,2024-05-20 17:13:58,IP Address,100,1281,True,2024-05-20 17:13:58,R_1YaTWw2uLsfW24x,anonymous,EN,1,,,,,,1976,Yes,35741,White,,No,Female,"$80,001-90,000",College Graduate/BA or BS (4-year degree),Yes,No,No,,Yes,>20 years,Research,,Academic/Research Institution,,Monthly,50,No,No,,Yes,Usually (>75%),"Jackson,Lawrence,Limestone,Madison,Winston",Yes,True,False,False,True,False,True,I don't know,True,Bites,Ignore,Neutral,Agree,Agree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Yes,"State Wildlife Agency,Academic Publications,News Sources",,Yes,"One day, in-person conference,One day, virtual conference,Year-long, once a month, virtual conference",,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health,Other",nongame diseases ie ranavirus SFD etc,"I think it would be great as wildlife professionals, if we had better / more training on wildlife disease. I learned most of what I know from past field training involving the collection of blood or other tissues and with field necropsies -  typically done when working as a technician (also while working as an assistant in a veterinary office). But a lot of field work, especially involving the handling of non-game wildlife, in my experience didn't include training on zoonoses.  "
2024-05-20 16:29:06,2024-05-20 17:33:17,IP Address,100,3850,True,2024-05-20 17:33:18,R_3zi3nGdTwrt5CFP,anonymous,EN,1,,,,,,1991,Yes,35404,White,,No,Male,"$100,001+",Graduate or Professional School,Yes,No,Yes,>10 years,No,10-20 years,Land/Wildlife Management,,Private Industry,,Weekly,20,No,No,,,,"Bibb,Chilton,Fayette,Greene,Hale,Jefferson,Marengo,Perry,Pickens,Shelby,Sumter,Tuscaloosa,Walker",Yes,True,False,False,False,False,True,I don't know,True,Bites,Field dress and consumption,Disagree,Agree,Agree,Neutral,Strongly Disagree,Disagree,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Agree,Agree,Yes,"State Wildlife Agency,Social Media",,Yes,"One day, in-person conference,One day, virtual conference",,"Rabies,Influenza,CWD,SarsCoV2",,
2024-05-20 17:37:01,2024-05-20 17:47:23,IP Address,100,621,True,2024-05-20 17:47:23,R_5CDPLXtMzLEX5kC,anonymous,EN,0.8999999761581421,,,,,,1991,Yes,36067,I prefer not to answer,,Yes,Female,"$70,001-80,000",Graduate or Professional School,Yes,No,Yes,>10 years,Yes,5-10 years,Research,,State/Provincial Government,,Weekly,60,Yes,No,,No,,"Autauga,Clarke",Yes,True,False,False,True,False,True,False,True,Bites,Bury,Disagree,Disagree,Neutral,Neutral,Strongly Disagree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Disagree,Agree,Agree,Agree,Disagree,No,Academic Publications,,Yes,"One day, in-person conference",,"Rabies,Influenza,Leptospirosis,Vector borne diseases,CWD,One Health",,
2024-05-20 18:22:49,2024-05-20 18:33:35,IP Address,100,645,True,2024-05-20 18:33:35,R_3msJFzB0Ajssny6,anonymous,EN,0.8999999761581421,,,,,,1969,Yes,35463,White,,No,Male,"$40,001-50,000",College Graduate/BA or BS (4-year degree),Yes,Yes,No,,Yes,>20 years,Land/Wildlife Management,,Private Industry,,Monthly,80,Yes,No,,No,,Tuscaloosa,Yes,True,I don't know,I don't know,True,False,I don't know,I don't know,True,Bites,I don't know,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Yes,"Friends/Family,State Wildlife Agency,Academic Publications,Social Media,News Sources,Conferences",,Yes,"One day, in-person conference",,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health",,
2024-05-20 19:20:29,2024-05-20 19:28:58,IP Address,100,508,True,2024-05-20 19:28:58,R_6dLKXzoGXULChs6,anonymous,EN,0.699999988079071,,,,,,1992,Yes,36066,White,,No,Female,"$50,001-60,000",Graduate or Professional School,Yes,No,No,,Yes,1-5 years,Consulting,,State/Provincial Government,,Daily,70,No,No,,,,"Autauga,Baldwin,Barbour,Bibb,Blount,Bullock,Butler,Calhoun,Chambers,Cherokee,Chilton,Choctaw,Clarke,Clay,Cleburne,Coffee,Colbert,Conecuh,Coosa,Covington,Crenshaw,Cullman,Dale,Dallas,DeKalb,Elmore,Escambia,Etowah,Fayette,Franklin,Geneva,Greene,Hale,Henry,Houston,Jackson,Jefferson,Lamar,Lauderdale,Lawrence,Lee,Limestone,Lowndes,Macon,Madison,Marengo,Marion,Marshall,Mobile,Monroe,Montgomery,Morgan,Perry,Pickens,Pike,Randolph,Russell,Saint Clair,Shelby,Sumter,Talladega,Tallapoosa,Tuscaloosa,Walker,Washington,Wilcox,Winston",No,True,False,True,True,False,I don't know,True,I don't know,Bites,Bury,Neutral,Disagree,Disagree,Strongly Disagree,Disagree,Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Yes,"State Wildlife Agency,Social Media,News Sources,Conferences",,Yes,"One day, in-person conference,One day, virtual conference,Year-long, once a month, virtual conference",,"Rabies,Influenza,Vector borne diseases,SarsCoV2",,
2024-05-20 19:43:26,2024-05-20 19:54:27,IP Address,100,661,True,2024-05-20 19:54:28,R_6m37Vwyaqqewby2,anonymous,EN,0.8999999761581421,,,,,,1994,Yes,36051,White,,No,Male,"$80,001-90,000",College Graduate/BA or BS (4-year degree),Yes,No,No,,Yes,5-10 years,Land/Wildlife Management,,State/Provincial Government,,Monthly,70,Yes,Yes,Dead,Yes,Always (100%),"Autauga,Bibb,Chilton,Elmore,Montgomery,Shelby",Yes,I don't know,I don't know,False,True,False,I don't know,I don't know,False,Bites,Bury,Strongly Disagree,Disagree,Strongly Agree,Disagree,Neutral,Disagree,Neutral,Strongly Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Yes,"State Wildlife Agency,Academic Publications,Conferences",,Yes,"One day, in-person conference,One day, virtual conference,Year-long, once a month, virtual conference",,"Influenza,Vector borne diseases,CWD",,
2024-05-20 21:35:25,2024-05-20 21:44:23,IP Address,100,537,True,2024-05-20 21:44:23,R_7y77fUZRM093I2A,anonymous,EN,0.8999999761581421,,,,,,1984,Yes,36579,White,,No,Male,"$100,001+",Graduate or Professional School,Yes,Yes,No,,Yes,10-20 years,Land/Wildlife Management,,Nonprofit/Conservation Organization,,Weekly,40,No,No,,,,"Baldwin,Conecuh,Escambia,Mobile,Washington",Yes,True,False,False,True,False,True,True,True,Bites,Bury,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Agree,Disagree,Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Disagree,Agree,No,"Academic Publications,Conferences",,Yes,"One day, in-person conference,One day, virtual conference,Year-long, once a month, virtual conference",,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,Other",Ticks,
2024-05-21 03:26:41,2024-05-21 03:40:53,IP Address,100,852,True,2024-05-21 03:40:54,R_532MOldCQdFN7cl,anonymous,EN,0.8999999761581421,,,,,,1993,Yes,35160,White,,No,Male,"$100,001+",Graduate or Professional School,Yes,No,Yes,5-10 years,Yes,5-10 years,Research,,Academic/Research Institution,,Monthly,40,Yes,Yes,Alive - Not Sedated,,,"Blount,Covington,Jefferson,Lawrence,Tuscaloosa,Walker,Winston",Yes,True,True,False,True,False,True,True,True,Bites,Incinerate,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Yes,"State Wildlife Agency,Academic Publications",,Unsure,"One day, virtual conference,Other",View Recorded Conference,"Rabies,Other",Reptile and Amphibian Diseases,None
