"START","END","PROG","DURATION","FINISHED","RECORDED","ID","QSCORE","DOB","RESIDENT","ZIPCODE","RACE","ETHNICITY","GENDER","INCOME","EDUCATION","DEGREE","TWS","COURSE","COURSETIME","SELFTITLE","BIOTIME","ACTIVITY","ACTIVITYfill","othACTIVITY","AFFILIATE","AFFILIATEfill","othAFFILIATE","CONTACT","FIELD","COLLECT","HANDLE","STATE","PPE","PPETIME","COUNTIES","LICENSE","PIGS","BRUCE","CWD","FLUAL","FLU","COVID","COVIDSPILL","RABIESAL","RABIES","TURKEY","CWDAL","BATS","PPEREQ","EHD","DARWIN","POPRED","POPPLAN","SURVEY","VACCINE","PREVAL","DIVERSE","CONSEQ","CLIMATE","EDREQ","INFO","HANDSON","ACCESS","SOURCE","SOURCEfill","othSOURCE","INTEREST","FREEINFO","FREEINFOfill","othFREEINFO","TOPICS","TOPICSfill","othTOPICS","QSNCS","AGE","GENDERb","COUNTIEScount","FREEINFOcount","TOPICScount","SOURCEcount","PIGSp","BRUCEp","CWDp","FLUALp","FLUp","COVIDp","COVIDSPILLp","RABIESALp","RABIESp","TURKEYp","CORRECT","CORRECTmed","CORRECT50","CERTAINTY","CERTAINmed","CERTAIN50"
"5/29/2024 18:23","5/29/2024 18:45",100,1298,TRUE,"5/29/2024 18:45","R_53DEjlgAgVasJtD",1,1991,"Yes",36576,"White","No","Male",1,"1","1","0","0","","1","1","Land/Wildlife Management","Land/Wildlife Management","","State/Provincial Government","State/Provincial Government","","1","1","1","0",NA,"Yes","Always (100%)",0,"1",1,1,1,1,1,1,0,0,1,0,"0","1","1","0","1","1","0","1","0","1","1","0","0","1","1","1","1",0,"State Wildlife Agency,Academic Publications,Conferences","","1",0,"One day in-person conference,One day virtual conference","",0,"Vector borne diseases,CWD,SarsCoV2,One Health","","","0",1,2,2,4,3,1,1,1,1,1,1,0,0,1,1,7,1,1,8,0,1
"6/4/2024 21:00","6/4/2024 21:11",100,704,TRUE,"6/4/2024 21:11","R_5Ci9S96Mb1l4thv",0.899999976,1983,"Yes",36830,"White","No","Male",1,"1","1","0","0","","1","1","Research","Research","","Federal Government","Federal Government","","0","0","0","0",NA,"Yes","Always (100%)",0,"0",1,0,1,1,1,1,0,0,1,0,"0","1","0","0","1","1","0","1","1","0","1","0","1","0","1","1","1",0,"I have Not looked for health information","","0",0,"One day in-person conference","",1,"Rabies,Vector borne diseases,CWD,SarsCoV2,One Health","","","1",1,1,1,5,1,1,0,1,1,1,1,0,0,1,0,6,1,1,6,0,1
"5/21/2024 11:54","5/21/2024 12:02",100,463,TRUE,"5/21/2024 12:02","R_5H8z55hdlP40wut",0.600000024,1975,"Yes",35136,"White","No","Female",1,"1","1","0","1","0","1","1","Education","Education","","State/Provincial Government","State/Provincial Government","","1","0","0","0",NA,"Yes","Always (100%)",0,"1",1,0,1,1,1,1,0,0,1,0,"0","1","1","0","1","1","0","1","0","1","0","1","0","1","1","0","1",0,"State Wildlife Agency,Academic Publications,Conferences","","1",0,"One day virtual conference","",1,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health,Other","RHD and also parasites","","1",0,5,1,9,3,1,1,1,1,1,1,1,1,1,1,6,1,1,10,1,1
"5/20/2024 16:22","5/20/2024 16:36",100,829,TRUE,"5/20/2024 16:36","R_5R4EQsrUOLEYf05",1,1996,"Yes",35473,"White","No","Male",0,"1","1","0","1","1","1","0","Land/Wildlife Management","Land/Wildlife Management","","State/Provincial Government","State/Provincial Government","","1","0","1","0",NA,"Yes","Always (100%)",1,"1",1,1,1,1,1,1,0,0,1,0,"0","1","1","0","1","0","0","1","1","1","1","0","0","1","1","1","1",0,"State Wildlife Agency,Academic Publications,Conferences","","1",0,"One day in-person conference","",1,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","","","0",1,16,1,8,3,1,1,1,1,1,1,0,1,1,1,7,1,1,9,1,1
"5/28/2024 6:56","5/28/2024 7:37",100,2432,TRUE,"5/28/2024 7:37","R_5R8dAcdx8Ls1pHO",0.899999976,1962,"Yes",36567,"White","No","Male",0,"0","0","0","0","","0","0","Research","Research","","Nonprofit/Conservation Organization","Nonprofit/Conservation Organization","","1","1","1","0",NA,"Yes","Always (100%)",0,"1",1,1,1,0,1,0,1,0,1,0,"0","0","1","1","1","1","0","1","0","1","0","0","0","1","1","1","1",0,"State Wildlife Agency","","1",0,"Year-long once a month virtual conference,Other","",0,"CWD","","","1",1,7,2,1,1,1,1,1,0,1,0,1,1,1,1,6,1,1,8,0,1
"5/21/2024 8:16","5/21/2024 9:17",100,3656,TRUE,"5/21/2024 9:17","R_6EGbV8cpek98PhX",0.899999976,1991,"Yes",36695,"White","No","Male",0,"1","1","0","1","1","1","1","Education","Education","","Nonprofit/Conservation Organization","Nonprofit/Conservation Organization","","0","0","0","0",NA,"Yes","Always (100%)",0,"1",1,0,1,0,1,1,1,0,1,0,"0","0","1","0","1","0","1","1","1","1","1","0","0","1","0","1","1",0,"State Wildlife Agency,Academic Publications,Conferences","","1",0,"One day in-person conference,One day virtual conference","",0,"Vector borne diseases,CWD,SarsCoV2","","","0",1,2,2,3,3,1,1,1,1,1,1,1,0,1,1,6,1,1,9,1,1
"5/30/2024 12:42","5/30/2024 12:56",100,842,TRUE,"5/30/2024 12:56","R_6h7cRKiDdzrTZSx",1,2003,"Yes",36830,"White","No","Male",0,"0","0","0","1","1","1","0","Land/Wildlife Management","Land/Wildlife Management","","Federal Government","Federal Government","","1","1","0","0",NA,"Yes","Always (100%)",0,"1",1,1,1,1,1,1,0,0,1,0,"0","1","0","0","1","0","0","1","1","0","1","0","1","1","1","1","1",0,"State Wildlife Agency,Academic Publications,Conferences","","1",0,"One day in-person conference,One day virtual conference","",0,"Rabies,Influenza,Vector borne diseases,CWD","","","0",1,2,2,4,3,1,1,1,1,1,1,0,1,1,0,7,1,1,8,0,1
"5/21/2024 10:47","5/21/2024 11:00",100,758,TRUE,"5/21/2024 11:00","R_6NPou7JBRT4b0Td",0.899999976,1992,"Yes",36874,"White","No","Female",0,"1","1","0","0","","1","1","Land/Wildlife Management","Land/Wildlife Management","","State/Provincial Government","State/Provincial Government","","1","1","1","0",NA,"Yes","Always (100%)",0,"1",1,1,1,1,1,1,0,0,1,0,"0","1","1","0","0","0","0","1","0","1","1","0","1","1","0","1","1",0,"Friends/Family,State Wildlife Agency,Academic Publications","","1",0,"One day in-person conference,One day virtual conference","",1,"Rabies,Influenza,Vector borne diseases,CWD,SarsCoV2,One Health","","","0",0,4,2,6,3,1,1,1,1,1,1,1,1,1,1,7,1,1,10,1,1
"5/28/2024 6:56","5/28/2024 7:26",100,1836,TRUE,"5/28/2024 7:26","R_6rN0uUoOCYoWkhp",0.800000012,1958,"Yes",36567,"White","No","Male",0,"0","0","0","0","","0","1","Land/Wildlife Management","Land/Wildlife Management","","State/Provincial Government","State/Provincial Government","","1","1","0","0",NA,"Yes","Always (100%)",0,"1",1,1,1,1,0,0,1,0,1,1,"0","0","1","0","1","0","1","1","0","0","0","0","0","1","1","0","1",0,"State Wildlife Agency,News Sources","","1",0,"One day in-person conference","",0,"Other","","being observant is a key factor ","1",1,5,1,1,2,1,1,1,1,0,1,1,1,1,1,7,1,1,9,1,1
"5/17/2024 8:35","5/17/2024 8:53",100,1124,TRUE,"5/17/2024 8:53","R_75qNfeFvrm9B1PX",0.899999976,1991,"Yes",36526,"White","No","Female",1,"1","1","0","1","0","1","1","Land/Wildlife Management","Land/Wildlife Management","","Federal Government","Federal Government","","1","0","0","0",NA,"Yes","Always (100%)",0,"0",1,1,1,1,1,1,0,0,1,1,"1","1","1","0","1","0","0","1","1","1","1","1","1","1","1","0","1",0,"State Wildlife Agency","","1",0,"One day virtual conference","",1,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","","","0",0,8,1,8,1,1,1,1,1,1,1,1,1,1,1,8,1,1,10,1,1
"5/21/2024 12:25","5/21/2024 12:39",100,861,TRUE,"5/21/2024 12:39","R_7eLAAMjlKpkcAX9",0.699999988,1976,"Yes",35572,"White","No","Female",1,"1","1","1","1","0","1","1","Land/Wildlife Management","Land/Wildlife Management","","Federal Government","Federal Government","","1","0","0","0",NA,"Yes","Always (100%)",0,"0",1,1,1,1,1,1,0,0,1,0,"0","0","1","0","1","1","1","1","1","1","1","0","1","1","0","0","0",0,"Other","Federal and SCWDS","1",0,"One day in-person conference,One day virtual conference, quarterly virtual","Quarterly virtual",1,"Rabies,Influenza,Leptospirosis,Vector borne diseases,CWD,SarsCoV2,Other","Emerging and Herp Diseases","","1",0,2,3,7,1,1,1,1,1,1,1,1,1,1,1,7,1,1,10,1,1
"5/21/2024 7:02","5/21/2024 7:13",100,707,TRUE,"5/21/2024 7:14","R_7eRrAopdWys4g9n",0.899999976,1991,"Yes",35616,"White","Yes","Female",0,"1","1","0","1","0","1","1","Land/Wildlife Management","Land/Wildlife Management","","State/Provincial Government","State/Provincial Government","","1","0","1","0",NA,"Yes","Always (100%)",0,"1",1,1,1,1,1,1,0,0,1,1,"0","1","1","0","1","1","1","1","1","0","0","0","0","1","0","0","1",0,"State Wildlife Agency,Academic Publications,Conferences","","1",0,"One day in-person conference,One day virtual conference","",0,"Rabies,Influenza,CWD","","","0",0,2,2,3,3,1,1,1,1,1,1,1,1,1,1,8,1,1,10,1,1
"5/24/2024 6:54","5/24/2024 7:04",100,605,TRUE,"5/24/2024 7:04","R_7fvOHU9YoykLuFw",0.699999988,1965,"Yes",36752,"White","No","Male",0,"0","0","0","0","","0","1","Land/Wildlife Management","Land/Wildlife Management","","State/Provincial Government","State/Provincial Government","","1","1","0","0",NA,"Yes","Always (100%)",0,"1",0,0,1,1,1,0,0,0,1,0,"0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0",0,"State Wildlife Agency","","0",0,"One day in-person conference","",1,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","","","1",1,1,1,8,1,0,1,1,1,1,0,0,1,1,1,4,0,0,7,0,1
"5/22/2024 16:55","5/22/2024 17:01",100,387,TRUE,"5/22/2024 17:02","R_7SM8E6s07qajcMF",0.899999976,1995,"Yes",36752,"White","No","Male",1,"1","1","0","1","1","1","1","Land/Wildlife Management","Land/Wildlife Management","","State/Provincial Government","State/Provincial Government","","1","1","0","0",NA,"Yes","Always (100%)",0,"1",1,1,1,1,1,0,1,0,0,1,"0","0","1","0","1","0","0","1","1","1","1","0","0","1","1","1","1",0,"State Wildlife Agency,Academic Publications","","1",0,"One day in-person conference,One day virtual conference","",0,"Rabies,Influenza","","","0",1,1,2,2,2,1,1,1,1,1,1,1,0,1,1,7,1,1,9,1,1
"5/20/2024 16:33","5/20/2024 16:41",100,518,TRUE,"5/20/2024 16:41","R_7TpBGzCaRQMxyGl",0.899999976,1989,"Yes",36604,"White","No","Male",0,"1","1","1","1","0","1","1","Land/Wildlife Management","Land/Wildlife Management","","Nonprofit/Conservation Organization","Nonprofit/Conservation Organization","","1","1","0","0",NA,"Yes","Always (100%)",0,"0",1,0,1,0,1,1,0,0,1,0,"0","0","1","0","1","1","0","1","1","1","1","0","1","1","0","1","1",0,"State Wildlife Agency,Academic Publications,News Sources","","1",0,"One day in-person conference,One day virtual conference","",0,"Rabies,CWD","","","1",1,8,2,2,3,1,1,1,0,1,1,1,1,1,1,5,0,0,9,1,1
"5/21/2024 14:56","5/21/2024 15:05",77,531,FALSE,"8/21/2024 15:05","R_6ZCeY9nA0XVZTC0",0.699999988,2000,"Yes",35401,"White","No","Male",0,"1","1","0","0","","1","0","Land/Wildlife Management","Land/Wildlife Management","","Private Industry","Private Industry","","0","0","1","0",NA,"Yes","Rarely (<25%)",0,"1",1,1,1,1,1,1,0,0,1,0,"0","0","1","0","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,0,"","",NA,0,"","",0,"","","","0",1,3,0,0,0,1,1,1,1,1,1,1,1,1,1,7,1,1,10,1,1
"5/30/2024 9:59","5/30/2024 10:04",100,282,TRUE,"5/30/2024 10:04","R_17UMLxYj6hrWFYO",0.899999976,2003,"Yes",36832,"White","No","Female",0,"0","0","0","0","","1","0","Research","Research","","Academic/Research Institution","Academic/Research Institution","","1","0","1","1","Alive - Not Sedated","Yes","Sometimes (25%-75%)",0,"0",1,0,0,1,1,1,0,0,1,0,"1","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1",1,"State Wildlife Agency,Academic Publications,News Sources,Conferences","","1",0,"One day in-person conference,One day virtual conference","",1,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","","","0",0,1,2,8,4,1,0,1,1,1,1,1,1,1,0,5,0,0,8,0,1
"5/28/2024 15:24","5/28/2024 15:32",100,458,TRUE,"5/28/2024 15:32","R_5TAUTsApjaUpcEY",0.899999976,1987,"Yes",36830,"White","No","Female",1,"1","1","0","0","","1","0","Research","Research","","Academic/Research Institution","Academic/Research Institution","","1","0","1","1","Alive - Not Sedated","Yes","Sometimes (25%-75%)",0,"0",1,0,1,1,1,1,0,0,0,0,"0","1","1","0","1","1","0","1","0","0","1","0","1","1","0","0","0",1,"State Wildlife Agency,Academic Publications,News Sources,Conferences,Other","Federal agencies like the CDC","1",0,"One day in-person conference,One day virtual conference","",1,"Rabies,Influenza,Leptospirosis,Vector borne diseases,One Health","","","1",0,1,2,5,5,1,0,1,1,1,1,0,1,1,0,5,0,0,7,0,1
"5/15/2024 14:11","5/15/2024 14:18",100,438,TRUE,"5/15/2024 14:18","R_15blYV6wxynsLC1",0.899999976,1985,"Yes",36804,"White","No","Male",1,"1","1","1","0","","1","1","Research","Research","","Academic/Research Institution","Academic/Research Institution","","0","0","0","1","Dead","Yes","Sometimes (25%-75%)",0,"1",1,1,1,1,1,1,0,0,1,1,"0","1","0","0","1","0","1","1","1","1","1","0","0","1","1","0","1",0,"Academic Publications,News Sources","","1",0,"One day virtual conference","",0,"Vector borne diseases","","","1",1,7,1,1,2,1,1,1,1,1,1,1,1,1,1,8,1,1,10,1,1
"5/29/2024 21:33","5/29/2024 21:50",100,997,TRUE,"5/29/2024 21:50","R_5PzBd9SbA62THMd",NA,1992,"Yes",35466,"White","No","Male",0,"1","0","0","1","1","1","1","Land/Wildlife Management","Land/Wildlife Management","","Federal Government","Federal Government","","1","1","1","0",NA,"Yes","Sometimes (25%-75%)",0,"1",1,1,1,1,1,0,0,0,1,1,"1","1","0","0","0","1","1","1","0","1","0","1","0","0","1","1","1",1,"Friends/Family,State Wildlife Agency,Academic Publications,Social Media,Conferences","","1",0,"One day in-person conference","",1,"Influenza,Leptospirosis,Raccoon roundworm,CWD,SarsCoV2","","","0",1,10,1,5,5,1,1,1,1,1,0,0,1,1,1,7,1,1,8,0,1
"5/28/2024 9:25","5/28/2024 9:40",100,882,TRUE,"5/28/2024 9:40","R_6Gw6dnuRMm4QxWC",1,2004,"Yes",36830,"White","No","I prefer Not to answer",0,"0","0","0","0","","0","0","Land/Wildlife Management","Land/Wildlife Management","","Academic/Research Institution","Academic/Research Institution","","1","1","0","0",NA,"Yes","Sometimes (25%-75%)",0,"0",1,1,0,1,0,0,0,0,1,1,"0","0","0","1","1","1","0","1","1","0","0","1","1","1","0","1","1",0,"Friends/Family,Academic Publications","","1",0,"One day in-person conference","",0,"Rabies,CWD,SarsCoV2","","","0",NA,1,1,3,2,1,1,1,1,0,0,0,0,1,1,5,0,0,6,0,1
"5/21/2024 16:19","5/21/2024 16:31",100,736,TRUE,"5/21/2024 16:31","R_7q4eFMhWd7HhjJy",0.899999976,1975,"Yes",36580,"White","No","Male",1,"1","1","0","1","0","1","1","Administration","Administration","","State/Provincial Government","State/Provincial Government","","0","0","0","0",NA,"Yes","Sometimes (25%-75%)",0,"1",1,1,1,1,1,0,0,0,1,1,"0","0","1","0","1","0","0","1","1","1","1","0","1","1","1","0","1",0,"State Wildlife Agency,Academic Publications,Conferences","","1",0,"One day in-person conference,Year-long once a month virtual conference","",1,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","","","1",1,2,2,8,3,1,1,1,1,1,0,1,1,1,1,7,1,1,9,1,1
"5/15/2024 10:33","5/15/2024 10:54",100,1255,TRUE,"5/15/2024 10:54","R_2mxBbIVl41Evegu",1,1999,"Yes",36832,"White","No","Male",0,"1","1","0","0","","1","0","Research","Research","","Academic/Research Institution","Academic/Research Institution","","1","0","1","1","Alive - Not Sedated","Yes","Usually (>75%)",0,"1",1,1,1,0,1,1,0,0,1,1,"0","0","1","0","1","0","1","1","0","1","1","1","1","1","0","0","0",0,"Academic Publications,Conferences","","1",0,"One day in-person conference","",0,"Vector borne diseases,CWD,SarsCoV2,One Health","","","0",1,1,1,4,2,1,1,1,0,1,1,1,1,1,1,7,1,1,9,1,1
"5/28/2024 20:20","5/28/2024 20:25",100,270,TRUE,"5/28/2024 20:25","R_31r5JaaGXbNDlZL",NA,2001,"Yes",36830,"White","No","Female",1,"1","1","0","0","","0","0","Research","Research","","Academic/Research Institution","Academic/Research Institution","","1","0","0","1","Alive - Not Sedated","Yes","Usually (>75%)",0,"0",1,0,0,1,1,0,0,0,1,0,"0","0","0","0","1","1","0","1","0","1","1","0","1","1","0","0","0",0,"State Wildlife Agency","","1",0,"One day virtual conference, asynchroNous","Async course",1,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health, All","Any other present diseases","","0",0,1,2,9,1,1,0,1,1,1,0,0,0,1,0,4,0,0,5,0,0
"5/21/2024 7:13","5/21/2024 7:35",100,1271,TRUE,"5/21/2024 7:35","R_3OSVrRZ8iwEe1mS",1,1975,"Yes",36420,"White","No","Male",1,"1","1","0","0","","1","1","Education","Education","","Private Industry","Private Industry","","1","0","1","1","Alive - Not Sedated","Yes","Usually (>75%)",0,"1",1,1,1,1,1,1,0,0,1,0,"0","1","1","0","1","1","0","1","1","1","1","1","1","0","1","0","0",1,"State Wildlife Agency,Academic Publications,Social Media,News Sources,Conferences","","1",0,"One day in-person conference,One day virtual conference,Year-long once a month virtual conference","",1,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,One Health,Other","Diseases that affect wild turkeys","","1",1,5,3,8,5,1,1,1,1,1,1,1,1,1,1,7,1,1,10,1,1
"5/31/2024 11:09","5/31/2024 11:15",100,393,TRUE,"5/31/2024 11:15","R_52mtKgHB43KGTNE",1,1996,"Yes",35772,"White","No","Male",0,"1","1","1","1","1","1","0","Land/Wildlife Management","Land/Wildlife Management","","State/Provincial Government","State/Provincial Government","","1","1","1","1","Alive - Not Sedated","Yes","Usually (>75%)",0,"1",1,1,1,1,1,0,0,0,0,1,"0","1","1","0","1","0","0","1","0","1","1","1","0","1","1","1","1",0,"State Wildlife Agency,Academic Publications,Conferences","","1",0,"Year-long once a month virtual conference","",0,"Rabies,Influenza","","","0",1,1,1,2,3,1,1,1,1,1,0,0,1,1,1,6,1,1,8,0,1
"5/28/2024 10:01","5/28/2024 10:08",100,424,TRUE,"5/28/2024 10:08","R_58SsHJ4nN41MPbz",1,2003,"Yes",36830,"White","No","Female",1,"0","0","0","1","1","1","0","Research","Research","","Academic/Research Institution","Academic/Research Institution","","1","0","1","1","Alive - Not Sedated","Yes","Usually (>75%)",0,"1",1,1,0,0,0,0,0,0,1,0,"0","1","1","0","1","1","1","1","1","1","1","1","1","1","0","0","1",0,"State Wildlife Agency,Academic Publications,News Sources","","1",0,"One day virtual conference","",0,"Rabies,Vector borne diseases,SarsCoV2","","","0",0,2,1,3,3,1,1,0,0,0,0,0,0,1,0,3,0,0,3,0,0
"6/3/2024 0:05","6/3/2024 0:42",100,2194,TRUE,"6/3/2024 0:42","R_3URdG2MZB4r82Ep",1,2001,"Yes",36830,"White","No","Female",1,"1","1","0","0","","0","0","Research","Research","","Academic/Research Institution","Academic/Research Institution","","1","1","1","1","Alive - Sedated","Yes","Usually (>75%)",0,"0",1,0,1,1,1,1,0,0,1,0,"0","1","0","0","1","1","1","1","0","1","1","0","1","1","1","0","0",0,"State Wildlife Agency,Social Media,News Sources","","1",0,"One day in-person conference,One day virtual conference,Year-long once a month virtual conference","",1,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","","","0",0,2,3,8,3,1,1,1,1,1,1,0,1,1,0,6,1,1,8,0,1
"5/15/2024 12:13","5/15/2024 12:18",100,294,TRUE,"5/15/2024 12:18","R_8MS5loCaud04BnU",0.899999976,1998,"Yes",36830,"White","Yes","Male",0,"1","1","0","1","1","1","0","Research","Research","","Academic/Research Institution","Academic/Research Institution","","1","0","1","1","Alive - Sedated","Yes","Usually (>75%)",0,"0",1,1,1,0,1,1,0,0,1,0,"1","1","1","0","1","0","0","1","1","1","1","1","1","1","1","0","1",0,"State Wildlife Agency,Academic Publications,Conferences","","1",0,"One day virtual conference","",1,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2","","","0",1,2,1,7,3,1,1,1,0,1,1,0,0,1,1,6,1,1,7,0,1
"5/23/2024 15:46","5/23/2024 16:09",100,1355,TRUE,"5/23/2024 16:09","R_1Sjg1eP9aUqyzMg",0.5,1980,"Yes",36317,"White","No","Male",1,"1","1","0","0","","1","1","Land/Wildlife Management","Land/Wildlife Management","","State/Provincial Government","State/Provincial Government","","1","0","1","1","Dead","Yes","Usually (>75%)",0,"1",1,1,1,1,1,1,0,0,1,0,"0","1","1","0","0","1","0","1","1","1","1","1","0","1","0","1","1",0,"Academic Publications","","1",0,"Year-long once a month virtual conference","",0,"Other","lymphoproliferative disease","","1",1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,10,1,1
"5/16/2024 12:01","5/16/2024 12:09",100,482,TRUE,"5/16/2024 12:09","R_3z5OikvnS39nRG9",1,1999,"Yes",36830,"White","No","Female",1,"1","1","0","1","1","1","0","Research","Research","","Academic/Research Institution","Academic/Research Institution","","1","0","1","1","Dead","Yes","Usually (>75%)",0,"1",1,1,1,1,1,1,0,0,1,0,"0","0","1","0","1","0","0","1","1","1","1","1","1","1","1","0","1",0,"State Wildlife Agency,Academic Publications,Conferences","","1",0,"One day in-person conference,One day virtual conference,Year-long once a month virtual conference","",1,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","","","0",0,2,3,8,3,1,1,1,1,1,1,1,1,1,0,7,1,1,9,1,1
"5/21/2024 13:16","5/21/2024 13:21",100,345,TRUE,"5/21/2024 13:21","R_5b44fjqG5b3pc1T",0.899999976,1997,"Yes",35205,"White","No","Female",0,"1","1","0","1","1","1","0","Research","Research","","Academic/Research Institution","Academic/Research Institution","","1","0","1","1","Dead","Yes","Usually (>75%)",0,"1",1,1,1,0,1,1,0,0,1,1,"0","0","1","0","1","0","0","1","1","1","1","0","1","1","0","0","0",1,"Academic Publications,Social Media,News Sources,Conferences","","1",0,"One day in-person conference,One day virtual conference","",1,"Rabies,Influenza,Leptospirosis,CWD,SarsCoV2","","","0",0,1,2,5,4,1,1,1,1,1,1,0,1,1,1,7,1,1,9,1,1
"5/28/2024 8:11","5/28/2024 8:48",100,2234,TRUE,"5/28/2024 8:48","R_6Q5ZWB9e4LDrhHQ",1,1987,"Yes",36832,"White","No","Male",1,"1","1","0","1","0","1","1","Consulting","Consulting","","State/Provincial Government","State/Provincial Government","","1","0","1","1","Dead","Yes","Usually (>75%)",1,"1",1,1,1,1,1,1,0,0,1,0,"0","1","1","0","1","1","0","1","0","1","1","0","0","1","0","1","0",0,"State Wildlife Agency,Academic Publications","","1",0,"One day in-person conference","",0,"Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases","","","1",1,15,1,4,2,1,1,1,1,1,1,1,1,1,1,7,1,1,10,1,1
"5/19/2024 20:10","5/19/2024 20:22",100,764,TRUE,"5/19/2024 20:22","R_7MceahzsVWwx0l8",0.899999976,1967,"Yes",35476,"White","No","Male",1,"1","1","1","1","1","1","1","Consulting","Consulting","","Other","Private Industry","Consultant","1","0","1","1","Dead","Yes","Usually (>75%)",1,"1",1,1,1,1,1,1,0,0,1,0,"0","0","1","0","1","0","1","1","0","1","0","0","0","1","1","1","0",0,"Academic Publications","","1",0,"One day in-person conference","",0,"Leptospirosis,Vector borne diseases,CWD","","Need to proofread your next survey.  Chocwtaw, Green, Sumpter?","1",1,12,1,3,1,1,1,1,1,1,1,1,1,1,1,7,1,1,10,1,1
"5/16/2024 21:17","5/16/2024 21:20",68,171,FALSE,"8/16/2024 21:20","R_5kFvwYcgSxHuNHP",0.899999976,1990,"Yes",35950,"White","No","Male",1,"1","0","0","0","","0","0","Land/Wildlife Management","Land/Wildlife Management","","Federal Government","Federal Government","","1","1","0","0",NA,"Yes","Usually (>75%)",0,"1",1,1,1,0,1,1,1,0,1,0,"0","1","0","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"","",NA,0,"","",0,"","","","0",1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,7,1,1,10,1,1
"5/22/2024 9:38","5/22/2024 9:45",100,420,TRUE,"5/22/2024 9:45","R_116DfQmDDJ3kHV1",0.5,1991,"Yes",35811,"White","No","Male",1,"1","1","0","0","","1","1","Land/Wildlife Management","Land/Wildlife Management","","State/Provincial Government","State/Provincial Government","","0","1","0","0",NA,"Yes","Usually (>75%)",0,"1",1,1,1,1,1,1,0,0,0,0,"0","1","0","0","0","1","0","0","1","0","1","1","0","1","0","0","0",0,"State Wildlife Agency","","0",0,"One day virtual conference","",1,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","","","0",1,3,1,8,1,1,1,1,1,1,1,1,0,0,1,6,1,1,8,0,1
"5/25/2024 11:02","5/25/2024 11:13",100,658,TRUE,"5/25/2024 11:13","R_1J6oLEDqsfiOIWl",NA,1987,"Yes",35810,"Black or African American","No","Female",0,"1","1","0","0","","0","1","Research","Research","","Academic/Research Institution","Academic/Research Institution","","1","0","0","0",NA,"Yes","Usually (>75%)",0,"1",1,1,1,1,1,1,0,0,1,0,"0","0","1","0","1","1","0","1","1","1","1","0","1","1","1","0","1",0,"State Wildlife Agency,Academic Publications,Conferences","","1",0,"One day in-person conference","",0,"Other","Wide scope of diseases with a focus on more immediate threats like those carried in wild pigs","","1",0,2,1,1,3,1,1,1,1,1,1,1,1,1,0,7,1,1,9,1,1
"5/21/2024 10:58","5/21/2024 11:25",100,1673,TRUE,"5/21/2024 11:25","R_1kdr4jLs8RtTxKM",1,1964,"Yes",36360,"White","No","Male",1,"1","1","1","0","","1","1","Other","Administration","Admin fieldwork dealing with public","State/Provincial Government","State/Provincial Government","","1","0","1","0",NA,"Yes","Usually (>75%)",1,"1",1,1,1,1,1,1,0,0,1,1,"0","0","1","0","1","0","0","1","0","0","0","0","0","1","1","0","1",0,"State Wildlife Agency","","1",0,"One day in-person conference","",0,"All","All","","1",1,15,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,10,1,1
