"ID","AGE.x","AGEnum","RACE.x","GENDER.x","INCOME.x","EDUCATION.x","DEGREE.x","TWS.x","COURSE.x","SELFTITLE.x","LICENSE.x","COURSETIME.x","BIOTIME.x","KNOWcorrect","KNOWcertain","KNOWcorrmed","KNOWcorravg","KNOWcertmed","KNOWcertavg","CWDAL.x","BATS.x","PPEREQ.x","EHD.x","DARWIN.x","POPRED.x","POPPLAN.x","SURVEY.x","VACCINE.x","PREVAL.x","DIVERSE.x","CONSEQ.x","CLIMATE.x","EDREQ.x","INFO.x","HANDSON.x","attCONCERN","attMGMT","attEDU","ATTconcern","ATTmanage","ATTeducate","SDATE.x","STIME.x","EDATE.x","ETIME.x","PROG.x","DURATION.x","FINISHED.x","RECDATE.x","RECTIME.x","QSCORE.x","DOB.x","RESIDENT.x","ZIPCODE.x","RACE.y","ETHNICITY.x","GENDER.y","INCOME.y","EDUCATION.y","DEGREE.y","TWS.y","COURSE.y","COURSETIME.y","SELFTITLE.y","BIOTIME.y","ACTIVITY.x","ACTIVITYfill.x","othACTIVITY.x","AFFILIATE.x","AFFILIATEfill.x","othAFFILIATE.x","CONTACT.x","FIELD.x","COLLECT.x","HANDLE.x","STATE.x","PPE.x","PPETIME.x","COUNTIES.x","LICENSE.y","PIGS.x","BRUCE.x","CWD.x","FLUAL.x","FLU.x","COVID.x","COVIDSPILL.x","RABIESAL.x","RABIES.x","TURKEY.x","CWDAL.y","BATS.y","PPEREQ.y","EHD.y","DARWIN.y","POPRED.y","POPPLAN.y","SURVEY.y","VACCINE.y","PREVAL.y","DIVERSE.y","CONSEQ.y","CLIMATE.y","EDREQ.y","INFO.y","HANDSON.y","ACCESS.x","SOURCE.x","SOURCEfill.x","othSOURCE.x","INTEREST.x","FREEINFO.x","FREEINFOfill.x","othFREEINFO.x","TOPICS.x","TOPICSfill.x","othTOPICS.x","QSNCS.x","AGE.y","AGEbin.x","LOCATION.x","nSOURCE","nCOUNTIES","noSOURCE","PRACscore","PRACrisk","SDATE.y","STIME.y","EDATE.y","ETIME.y","PROG.y","DURATION.y","FINISHED.y","RECDATE.y","RECTIME.y","QSCORE.y","DOB.y","RESIDENT.y","ZIPCODE.y","RACE","ETHNICITY.y","GENDER","INCOME","EDUCATION","DEGREE","TWS","COURSE","COURSETIME","SELFTITLE","BIOTIME","ACTIVITY.y","ACTIVITYfill.y","othACTIVITY.y","AFFILIATE.y","AFFILIATEfill.y","othAFFILIATE.y","CONTACT.y","FIELD.y","COLLECT.y","HANDLE.y","STATE.y","PPE.y","PPETIME.y","COUNTIES.y","LICENSE","PIGS.y","BRUCE.y","CWD.y","FLUAL.y","FLU.y","COVID.y","COVIDSPILL.y","RABIESAL.y","RABIES.y","TURKEY.y","CWDAL","BATS","PPEREQ","EHD","DARWIN","POPRED","POPPLAN","SURVEY","VACCINE","PREVAL","DIVERSE","CONSEQ","CLIMATE","EDREQ","INFO","HANDSON","ACCESS.y","SOURCE.y","SOURCEfill.y","othSOURCE.y","INTEREST.y","FREEINFO.y","FREEINFOfill.y","othFREEINFO.y","TOPICS.y","TOPICSfill.y","othTOPICS.y","QSNCS.y","AGE","AGEbin.y","LOCATION.y","nFREEINFO","nTOPICS"
"R_5V3nC8DrfonrTme",0,32,1,0,0,1,1,1,0,1,0,NA,0,2,3,0,0,0,0,"Neutral","Disagree","Neutral","Neutral","Disagree","Neutral","Neutral","Agree","Disagree","Disagree","Agree","Neutral","Agree","Agree","Neutral","Agree",2,2,1,0,0,0,"5/21/2024","9:29:00 AM","5/21/2024","9:35:00 AM",100,373,1,"5/21/2024","9:35:00 AM",0.899999976,1992,"Yes","35476","White","No","Female","$40,001-50,000","College Graduate/BA or BS (4-year degree)","Yes","Yes","No","","Yes","5-10 years","Administration","Administration","","Nonprofit/Conservation Organization","Nonprofit/Conservation Organization","",0,0,0,0,NA,NA,"",0,"No","TRUE","I don't kNow","TRUE","I don't kNow","I don't kNow","I don't kNow","I don't kNow","I don't kNow","Bites","I don't kNow","Neutral","Strongly Disagree","Neutral","Neutral","Disagree","Neutral","Neutral","Agree","Disagree","Disagree","Agree","Neutral","Agree","Strongly Agree","Neutral","Agree","No",1,"Friends/Family,State Wildlife Agency,Social Media,News Sources,Conferences","","Yes","One day virtual conference","One day virtual conference","","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","","",32,"30–39","Tuscaloosa County",5,1,1,0,0,"5/21/2024","9:29:00 AM","5/21/2024","9:35:00 AM",100,373,1,"5/21/2024","9:35:00 AM",0.899999976,1992,"Yes","35476","White","No","Female","$40,001-50,000","College Graduate/BA or BS (4-year degree)","Yes","Yes","No","","Yes","5-10 years","Administration","Administration","","Nonprofit/Conservation Organization","Nonprofit/Conservation Organization","","Never",10,"No","No","","","","Tuscaloosa","No","TRUE","I don't kNow","TRUE","I don't kNow","I don't kNow","I don't kNow","I don't kNow","I don't kNow","Bites","I don't kNow","Neutral","Strongly Disagree","Neutral","Neutral","Disagree","Neutral","Neutral","Agree","Disagree","Disagree","Agree","Neutral","Agree","Strongly Agree","Neutral","Agree","No","Friends/Family,State Wildlife Agency,Social Media,News Sources,Conferences","Friends/Family,State Wildlife Agency,Social Media,News Sources,Conferences","",1,"One day virtual conference","One day virtual conference","","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","","",32,"30–39","Tuscaloosa County",1,8
"R_5b44fjqG5b3pc1T",0,27,1,0,0,1,1,0,1,1,1,1,0,7,9,1,1,0,1,"Neutral","Neutral","Agree","Disagree","Disagree","Agree","Neutral","Agree","Agree","Agree","Agree","Neutral","Agree","Agree","Disagree","Disagree",3,4,2,1,1,1,"5/21/2024","1:16:00 AM","5/21/2024","1:21:00 AM",100,345,1,"5/21/2024","1:21:00 AM",0.899999976,1997,"Yes","35205","White","No","Female","$0-20,000","Graduate or Professional School","Yes","No","Yes","<5 years","Yes","1-5 years","Research","Research","","Academic/Research Institution","Academic/Research Institution","",1,0,1,1,1,0,"Usually (>75%)",0,"Yes","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","I don't kNow","TRUE","Bites","Incinerate","Neutral","Neutral","Agree","Disagree","Strongly Disagree","Agree","Neutral","Strongly Agree","Strongly Agree","Agree","Agree","Neutral","Strongly Agree","Strongly Agree","Disagree","Disagree","No",1,"Academic Publications,Social Media,News Sources,Conferences","","Yes","One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference","","Rabies,Influenza,Leptospirosis,CWD,SarsCoV2","Rabies,Influenza,Leptospirosis,CWD,SarsCoV2","","",27,"20–29","Jefferson County",4,1,1,3,1,"5/21/2024","1:16:00 AM","5/21/2024","1:21:00 AM",100,345,1,"5/21/2024","1:21:00 AM",0.899999976,1997,"Yes","35205","White","No","Female","$0-20,000","Graduate or Professional School","Yes","No","Yes","<5 years","Yes","1-5 years","Research","Research","","Academic/Research Institution","Academic/Research Institution","","Daily",40,"Yes","Yes","Dead","Yes","Usually (>75%)","Macon","Yes","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","I don't kNow","TRUE","Bites","Incinerate","Neutral","Neutral","Agree","Disagree","Strongly Disagree","Agree","Neutral","Strongly Agree","Strongly Agree","Agree","Agree","Neutral","Strongly Agree","Strongly Agree","Disagree","Disagree","No","Academic Publications,Social Media,News Sources,Conferences","Academic Publications,Social Media,News Sources,Conferences","",1,"One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference","","Rabies,Influenza,Leptospirosis,CWD,SarsCoV2","Rabies,Influenza,Leptospirosis,CWD,SarsCoV2","","",27,"20–29","Jefferson County",2,5
"R_5copT9PFYDi6zKg",0,35,1,1,0,1,1,0,1,1,0,1,0,5,8,0,0,0,0,"Disagree","Agree","Agree","Disagree","Disagree","Disagree","Neutral","Agree","Agree","Neutral","Agree","Agree","Neutral","Agree","Agree","Agree",3,5,2,1,1,1,"5/17/2024","7:55:00 AM","5/17/2024","8:08:00 AM",100,782,1,"5/17/2024","8:08:00 AM",0.800000012,1989,"Yes","36330","White","No","Male","$90,001-100,000","Graduate or Professional School","Yes","No","Yes","<5 years","Yes","1-5 years","Other","Land/Wildlife Management","Damage Management","Federal Government","Federal Government","",1,1,1,1,1,0,"Always (100%)",1,"No","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","I don't kNow","TRUE","Bites","I don't kNow","Disagree","Agree","Agree","Disagree","Disagree","Disagree","Neutral","Agree","Agree","Neutral","Agree","Agree","Neutral","Strongly Agree","Agree","Agree","Yes",1,"State Wildlife Agency,Academic Publications,Conferences","","Yes","Year-long once a month virtual conference","Year-long once a month virtual conference","","Influenza,CWD","Influenza,CWD","","Due to nation-wide changing population dynamics causing increase contact with wildlife, the sociological landscape decreasing people�s kNowledge of wildlife, and increased impact of diseases on populations and livestock; kNowledge of wildlife diseases among biologist will be critical in the future. ",35,"30–39","Coffee County",3,4,1,5,1,"5/17/2024","7:55:00 AM","5/17/2024","8:08:00 AM",100,782,1,"5/17/2024","8:08:00 AM",0.800000012,1989,"Yes","36330","White","No","Male","$90,001-100,000","Graduate or Professional School","Yes","No","Yes","<5 years","Yes","1-5 years","Other","Land/Wildlife Management","Damage Management","Federal Government","Federal Government","","Daily",90,"Yes","Yes","Dead","Yes","Always (100%)","Coffee,Covington,Dale,Geneva","No","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","I don't kNow","TRUE","Bites","I don't kNow","Disagree","Agree","Agree","Disagree","Disagree","Disagree","Neutral","Agree","Agree","Neutral","Agree","Agree","Neutral","Strongly Agree","Agree","Agree","Yes","State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences","",1,"Year-long once a month virtual conference","Year-long once a month virtual conference","","Influenza,CWD","Influenza,CWD","","Due to nation-wide changing population dynamics causing increase contact with wildlife, the sociological landscape decreasing people�s kNowledge of wildlife, and increased impact of diseases on populations and livestock; kNowledge of wildlife diseases among biologist will be critical in the future. ",35,"30–39","Coffee County",1,2
"R_5cpwKqkAMG1MVON",0,22,1,0,0,1,1,0,1,1,0,1,0,2,5,0,0,0,0,"Neutral","Disagree","Agree","Neutral","Disagree","Disagree","Disagree","Agree","Agree","Disagree","Agree","Disagree","Agree","Agree","Neutral","Disagree",2,5,2,0,1,1,"5/28/2024","4:35:00 AM","5/28/2024","4:42:00 AM",100,421,1,"5/28/2024","4:43:00 AM",0.800000012,2002,"Yes","36830","White","No","Female","$0-20,000","College Graduate/BA or BS (4-year degree)","Yes","No","Yes","<5 years","Yes","<1 year","Education","Education","","Academic/Research Institution","Academic/Research Institution","",1,1,0,1,0,NA,"",0,"No","I don't kNow","I don't kNow","TRUE","I don't kNow","FALSE","I don't kNow","FALSE","TRUE","Blood","I don't kNow","Neutral","Disagree","Strongly Agree","Neutral","Disagree","Disagree","Strongly Disagree","Agree","Agree","Disagree","Agree","Disagree","Strongly Agree","Strongly Agree","Neutral","Disagree","Yes",0,"State Wildlife Agency,Academic Publications","","Yes","One day in-person conference","One day in-person conference","","Rabies,Leptospirosis,Raccoon roundworm,CWD","Rabies,Leptospirosis,Raccoon roundworm,CWD","","",22,"20–29","Lee County",2,1,1,3,1,"5/28/2024","4:35:00 AM","5/28/2024","4:42:00 AM",100,421,1,"5/28/2024","4:43:00 AM",0.800000012,2002,"Yes","36830","White","No","Female","$0-20,000","College Graduate/BA or BS (4-year degree)","Yes","No","Yes","<5 years","Yes","<1 year","Education","Education","","Academic/Research Institution","Academic/Research Institution","","Daily",90,"No","Yes","Alive - Not Sedated","","","Lee","No","I don't kNow","I don't kNow","TRUE","I don't kNow","FALSE","I don't kNow","FALSE","TRUE","Blood","I don't kNow","Neutral","Disagree","Strongly Agree","Neutral","Disagree","Disagree","Strongly Disagree","Agree","Agree","Disagree","Agree","Disagree","Strongly Agree","Strongly Agree","Neutral","Disagree","Yes","State Wildlife Agency,Academic Publications","State Wildlife Agency,Academic Publications","",1,"One day in-person conference","One day in-person conference","","Rabies,Leptospirosis,Raccoon roundworm,CWD","Rabies,Leptospirosis,Raccoon roundworm,CWD","","",22,"20–29","Lee County",1,4
"R_5eO09ZzdLfuoXgR",1,53,1,0,0,1,1,0,0,1,0,NA,0,4,5,0,0,0,0,"Neutral","Disagree","Neutral","Neutral","Disagree","Disagree","Disagree","Agree","Neutral","Neutral","Agree","Disagree","Agree","Agree","Neutral","Neutral",2,3,1,0,0,0,"5/28/2024","8:53:00 AM","5/28/2024","9:04:00 AM",100,666,1,"5/28/2024","9:05:00 AM",0.800000012,1971,"Yes","36109","White","No","Female","$90,001-100,000","College Graduate/BA or BS (4-year degree)","Yes","No","No","","Yes","5-10 years","Education","Education","","Nonprofit/Conservation Organization","Nonprofit/Conservation Organization","",1,0,0,1,0,1,"",0,"No","I don't kNow","I don't kNow","FALSE","TRUE","FALSE","I don't kNow","TRUE","I don't kNow","Bites","I don't kNow","Neutral","Disagree","Neutral","Neutral","Disagree","Disagree","Disagree","Agree","Neutral","Neutral","Agree","Disagree","Agree","Agree","Neutral","Neutral","No",1,"State Wildlife Agency,Academic Publications,Conferences","","Yes","One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference","","Rabies,Influenza,Vector borne diseases,CWD,SarsCoV2","Rabies,Influenza,Vector borne diseases,CWD,SarsCoV2","","",53,"50–59","Montgomery County",3,1,1,3,1,"5/28/2024","8:53:00 AM","5/28/2024","9:04:00 AM",100,666,1,"5/28/2024","9:05:00 AM",0.800000012,1971,"Yes","36109","White","No","Female","$90,001-100,000","College Graduate/BA or BS (4-year degree)","Yes","No","No","","Yes","5-10 years","Education","Education","","Nonprofit/Conservation Organization","Nonprofit/Conservation Organization","","Daily",10,"No","Yes","Alive - Not Sedated","No","","Elmore","No","I don't kNow","I don't kNow","FALSE","TRUE","FALSE","I don't kNow","TRUE","I don't kNow","Bites","I don't kNow","Neutral","Disagree","Neutral","Neutral","Disagree","Disagree","Disagree","Agree","Neutral","Neutral","Agree","Disagree","Agree","Agree","Neutral","Neutral","No","State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences","",1,"One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference","","Rabies,Influenza,Vector borne diseases,CWD,SarsCoV2","Rabies,Influenza,Vector borne diseases,CWD,SarsCoV2","","",53,"50–59","Montgomery County",2,5
"R_5eeqoDzUjslQfe2",0,23,1,1,0,1,1,0,1,1,1,1,0,7,9,1,1,0,1,"Disagree","Agree","Agree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Disagree","Agree","Disagree","Agree","Agree","Agree","Agree",3,5,2,1,1,1,"6/2/2024","4:00:00 AM","6/2/2024","4:07:00 AM",100,392,1,"6/2/2024","4:07:00 AM",1,2001,"Yes","35749","White","No","Male","$0-20,000","College Graduate/BA or BS (4-year degree)","Yes","No","Yes","<5 years","Yes","<1 year","Land/Wildlife Management","Land/Wildlife Management","","Private Industry","Private Industry","",1,1,1,1,1,0,"Always (100%)",0,"Yes","TRUE","I don't kNow","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","Bites","Field dress and consumption","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Agree","Strongly Agree","Disagree","Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","No",0,"State Wildlife Agency,Academic Publications","","Yes","One day in-person conference","One day in-person conference","","Rabies,Influenza,CWD,SarsCoV2","Rabies,Influenza,CWD,SarsCoV2","","",23,"20–29","Madison County",2,1,1,4,1,"6/2/2024","4:00:00 AM","6/2/2024","4:07:00 AM",100,392,1,"6/2/2024","4:07:00 AM",1,2001,"Yes","35749","White","No","Male","$0-20,000","College Graduate/BA or BS (4-year degree)","Yes","No","Yes","<5 years","Yes","<1 year","Land/Wildlife Management","Land/Wildlife Management","","Private Industry","Private Industry","","Daily",100,"Yes","Yes","Dead","Yes","Always (100%)","Madison","Yes","TRUE","I don't kNow","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","Bites","Field dress and consumption","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Agree","Strongly Agree","Disagree","Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","No","State Wildlife Agency,Academic Publications","State Wildlife Agency,Academic Publications","",1,"One day in-person conference","One day in-person conference","","Rabies,Influenza,CWD,SarsCoV2","Rabies,Influenza,CWD,SarsCoV2","","",23,"20–29","Madison County",1,4
"R_5etxkBW7hsVMgux",1,62,1,1,0,1,1,0,1,1,1,0,1,7,9,1,1,0,1,"Disagree","Disagree","Neutral","Disagree","Neutral","Disagree","Disagree","Agree","Neutral","Neutral","Agree","Disagree","Agree","Agree","Neutral","Disagree",2,2,2,0,0,1,"5/16/2024","9:22:00 AM","5/16/2024","9:36:00 AM",100,889,1,"5/16/2024","9:36:00 AM",1,1962,"Yes","36027","White","No","Male","$100,001+","Graduate or Professional School","Yes","No","Yes",">10 years","Yes",">20 years","Land/Wildlife Management","Land/Wildlife Management","","Federal Government","Federal Government","",1,0,0,0,NA,NA,"",0,"Yes","TRUE","FALSE","FALSE","TRUE","FALSE","I don't kNow","FALSE","TRUE","Bites","IgNore","Strongly Disagree","Strongly Disagree","Neutral","Strongly Disagree","Neutral","Strongly Disagree","Strongly Disagree","Agree","Neutral","Neutral","Agree","Disagree","Strongly Agree","Strongly Agree","Neutral","Strongly Disagree","Yes",0,"Other","Federal wildlife agency","Yes","One day virtual conference","One day virtual conference","","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,SarsCoV2","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,SarsCoV2","","",62,"60+","Barbour County",1,1,1,1,0,"5/16/2024","9:22:00 AM","5/16/2024","9:36:00 AM",100,889,1,"5/16/2024","9:36:00 AM",1,1962,"Yes","36027","White","No","Male","$100,001+","Graduate or Professional School","Yes","No","Yes",">10 years","Yes",">20 years","Land/Wildlife Management","Land/Wildlife Management","","Federal Government","Federal Government","","Monthly",20,"No","No","","","","Barbour","Yes","TRUE","FALSE","FALSE","TRUE","FALSE","I don't kNow","FALSE","TRUE","Bites","IgNore","Strongly Disagree","Strongly Disagree","Neutral","Strongly Disagree","Neutral","Strongly Disagree","Strongly Disagree","Agree","Neutral","Neutral","Agree","Disagree","Strongly Agree","Strongly Agree","Neutral","Strongly Disagree","Yes","Other","Other","Federal wildlife agency",1,"One day virtual conference","One day virtual conference","","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,SarsCoV2","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,SarsCoV2","","",62,"60+","Barbour County",1,6
"R_5fqjXjWWQG99uaG",0,22,1,1,0,0,0,0,0,1,1,NA,0,6,9,0,0,0,1,"Disagree","Neutral","Neutral","Disagree","Neutral","Disagree","Disagree","Agree","Agree","Neutral","Neutral","Disagree","Agree","Agree","Neutral","Neutral",1,3,1,0,0,0,"6/3/2024","12:06:00 PM","6/3/2024","12:10:00 PM",100,267,1,"6/3/2024","12:10:00 PM",0.899999976,2002,"Yes","36830","White","No","Male","$0-20,000","High school graduate/GED","No","No","No","","Yes","<1 year","Other","Student","Student","Other","Academic/Research Institution","Student",0,0,0,0,NA,NA,"",0,"Yes","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","Bites","I don't kNow","Disagree","Neutral","Neutral","Disagree","Neutral","Disagree","Disagree","Agree","Agree","Neutral","Neutral","Disagree","Agree","Agree","Neutral","Neutral","No",0,"State Wildlife Agency,Academic Publications","","Yes","One day in-person conference","One day in-person conference","","Rabies,Influenza,Leptospirosis,Vector borne diseases","Rabies,Influenza,Leptospirosis,Vector borne diseases","","",22,"20–29","Lee County",2,1,1,0,0,"6/3/2024","12:06:00 PM","6/3/2024","12:10:00 PM",100,267,1,"6/3/2024","12:10:00 PM",0.899999976,2002,"Yes","36830","White","No","Male","$0-20,000","High school graduate/GED","No","No","No","","Yes","<1 year","Other","Student","Student","Other","Academic/Research Institution","Student","Rarely",0,"No","No","","","","","Yes","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","Bites","I don't kNow","Disagree","Neutral","Neutral","Disagree","Neutral","Disagree","Disagree","Agree","Agree","Neutral","Neutral","Disagree","Agree","Agree","Neutral","Neutral","No","State Wildlife Agency,Academic Publications","State Wildlife Agency,Academic Publications","",1,"One day in-person conference","One day in-person conference","","Rabies,Influenza,Leptospirosis,Vector borne diseases","Rabies,Influenza,Leptospirosis,Vector borne diseases","","",22,"20–29","Lee County",1,4
"R_5kFXfaUZucvwtqw",1,49,1,1,0,0,0,0,0,0,0,NA,1,7,9,1,1,0,1,"Neutral","Agree","Agree","Disagree","Neutral","Disagree","Agree","Agree","Neutral","Neutral","Neutral","Disagree","Disagree","Agree","Agree","Neutral",1,4,2,0,1,1,"5/29/2024","12:40:00 PM","5/29/2024","1:25:00 AM",100,2705,1,"5/29/2024","1:25:00 AM",0.899999976,1975,"Yes","35633","White","No","Male","$50,001-60,000","High school graduate/GED","No","No","No","","No",">20 years","Land/Wildlife Management","Land/Wildlife Management","","State/Provincial Government","State/Provincial Government","",0,1,1,1,1,0,"Always (100%)",0,"No","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","Bites","I don't kNow","Neutral","Agree","Agree","Strongly Disagree","Neutral","Disagree","Agree","Agree","Neutral","Neutral","Neutral","Disagree","Strongly Disagree","Agree","Agree","Neutral","Yes",1,"State Wildlife Agency,Academic Publications,Conferences","","Unsure","One day virtual conference","One day virtual conference","","CWD","CWD","","",49,"40–49","Lauderdale County",3,2,1,3,1,"5/29/2024","12:40:00 PM","5/29/2024","1:25:00 AM",100,2705,1,"5/29/2024","1:25:00 AM",0.899999976,1975,"Yes","35633","White","No","Male","$50,001-60,000","High school graduate/GED","No","No","No","","No",">20 years","Land/Wildlife Management","Land/Wildlife Management","","State/Provincial Government","State/Provincial Government","","Rarely",80,"Yes","Yes","Dead","Yes","Always (100%)","Colbert,Lauderdale","No","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","Bites","I don't kNow","Neutral","Agree","Agree","Strongly Disagree","Neutral","Disagree","Agree","Agree","Neutral","Neutral","Neutral","Disagree","Strongly Disagree","Agree","Agree","Neutral","Yes","State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences","",0,"One day virtual conference","One day virtual conference","","CWD","CWD","","",49,"40–49","Lauderdale County",1,1
"R_5mI4mMiEWdppFIP",1,38,1,1,0,1,1,0,0,1,1,NA,0,9,9,1,1,0,1,"Disagree","Agree","Agree","Disagree","Disagree","Disagree","Neutral","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree",5,5,2,1,1,1,"5/17/2024","11:27:00 AM","5/17/2024","11:31:00 AM",100,236,1,"5/17/2024","11:31:00 AM",1,1986,"Yes","36804","White","No","Male","$100,001+","Graduate or Professional School","Yes","No","No","","Yes","1-5 years","Education","Education","","Academic/Research Institution","Academic/Research Institution","",1,0,0,0,NA,0,"Usually (>75%)",0,"Yes","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","I don't kNow","Bites","Incinerate","Strongly Disagree","Agree","Agree","Disagree","Strongly Disagree","Disagree","Neutral","Strongly Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Yes",1,"State Wildlife Agency,Academic Publications,Social Media,News Sources,Conferences","","Yes","One day virtual conference","One day virtual conference","","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","","",38,"30–39","Lee County",5,1,1,1,0,"5/17/2024","11:27:00 AM","5/17/2024","11:31:00 AM",100,236,1,"5/17/2024","11:31:00 AM",1,1986,"Yes","36804","White","No","Male","$100,001+","Graduate or Professional School","Yes","No","No","","Yes","1-5 years","Education","Education","","Academic/Research Institution","Academic/Research Institution","","Monthly",10,"No","No","","Yes","Usually (>75%)","Lee","Yes","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","I don't kNow","Bites","Incinerate","Strongly Disagree","Agree","Agree","Disagree","Strongly Disagree","Disagree","Neutral","Strongly Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Yes","State Wildlife Agency,Academic Publications,Social Media,News Sources,Conferences","State Wildlife Agency,Academic Publications,Social Media,News Sources,Conferences","",1,"One day virtual conference","One day virtual conference","","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","","",38,"30–39","Lee County",1,8
"R_5mxRuKUOMKyQZb3",0,24,1,0,0,1,1,0,0,0,1,NA,0,5,7,0,0,0,0,"Disagree","Agree","Agree","Disagree","Disagree","Disagree","Neutral","Agree","Agree","Neutral","Agree","Disagree","Agree","Agree","Neutral","Disagree",3,5,2,1,1,1,"5/16/2024","7:40:00 AM","5/16/2024","9:18:00 AM",100,5874,1,"5/16/2024","9:18:00 AM",0.899999976,2000,"Yes","36832","White","No","Female","$20,001-30,000","College Graduate/BA or BS (4-year degree)","Yes","No","No","","No","<1 year","Research","Research","","Academic/Research Institution","Academic/Research Institution","",1,0,1,1,1,0,"Always (100%)",1,"Yes","TRUE","I don't kNow","FALSE","TRUE","FALSE","I don't kNow","I don't kNow","TRUE","Bites","IgNore","Strongly Disagree","Agree","Agree","Disagree","Strongly Disagree","Disagree","Neutral","Strongly Agree","Agree","Neutral","Agree","Disagree","Strongly Agree","Strongly Agree","Neutral","Disagree","No",1,"State Wildlife Agency,Academic Publications,Social Media","","Yes","Year-long once a month virtual conference","Year-long once a month virtual conference","","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,One Health,Other","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,One Health,Other","white Nose syndrome fugal disease","",24,"20–29","Lee County",3,5,1,4,1,"5/16/2024","7:40:00 AM","5/16/2024","9:18:00 AM",100,5874,1,"5/16/2024","9:18:00 AM",0.899999976,2000,"Yes","36832","White","No","Female","$20,001-30,000","College Graduate/BA or BS (4-year degree)","Yes","No","No","","No","<1 year","Research","Research","","Academic/Research Institution","Academic/Research Institution","","Weekly",40,"Yes","Yes","Dead","Yes","Always (100%)","Dallas,Greene,Hale,Marengo,Perry","Yes","TRUE","I don't kNow","FALSE","TRUE","FALSE","I don't kNow","I don't kNow","TRUE","Bites","IgNore","Strongly Disagree","Agree","Agree","Disagree","Strongly Disagree","Disagree","Neutral","Strongly Agree","Agree","Neutral","Agree","Disagree","Strongly Agree","Strongly Agree","Neutral","Disagree","No","State Wildlife Agency,Academic Publications,Social Media","State Wildlife Agency,Academic Publications,Social Media","",1,"Year-long once a month virtual conference","Year-long once a month virtual conference","","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,One Health,Other","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,One Health,Other","white Nose syndrome fugal disease","",24,"20–29","Lee County",1,8
