sdate,stime,edate,etime,prog,duration,finished,emonth,id,qscore,dob,resident,zipcode,race,ethnicity,gender,income,education,degree,tws,course,coursetime,selftitle,biotime,activity,activit_yfill,oth_activity,affiliate,affiliat_efill,oth_affiliate,contact,field,collect,handle,state,ppe,ppetime,counties,license,pigs,bruce,cwd,flual,flu,covid,covidspill,rabiesal,rabies,turkey,cwdal,bats,ppereq,ehd,darwin,popred,popplan,survey,vaccine,preval,diverse,conseq,climate,edreq,info,handson,access,source,sourc_efill,oth_source,interest,freeinfo,freeinf_ofill,oth_freeinfo,topics,topic_sfill,oth_topics,qsncs,age,age_bin,race_bin,gender_bin,income_bin,education_bin,degree_bin,tws_bin,pigscorr,brucecorr,cwdcorr,flualcorr,flucorr,covidcorr,covidspillcorr,rabiesalcorr,rabiescorr,turkeycorr,pigscert,brucecert,cwdcert,flualcert,flucert,covidcert,covidspillcert,rabiesalcert,rabiescert,turkeycert,cwdal_num,bats_num,ppereq_num,ehd_num,darwin_num,popred_num,popplan_num,survey_num,vaccine_num,preval_num,diverse_num,conseq_num,climate_num,popred_rev,popplan_rev,darwin_rev,ehd_rev,cwdal_rev,bats_rev,ppereq_rev,survey_rev,vaccine_rev,preval_rev,diverse_rev,conseq_rev,climate_rev,cwdal_cat,bats_cat,ppereq_cat,ehd_cat,darwin_cat,popred_cat,popplan_cat,survey_cat,vaccine_cat,preval_cat,diverse_cat,conseq_cat,climate_cat,contact_bin,field_bin,collect_bin,state_bin,ppe_bin,practice_score,edreq_num,info_num,handson_num,interest_score
5/16/2024,9:32:00 AM,5/29/2024,4:37:00 AM,100,1148659,TRUE,5,R_2k6dOCZXYiJc6Ci,0.899999976,1987,Yes,36701,White,No,Male,"$60,001-70,000",Graduate or Professional School,Yes,No,Yes,5-10 years,No,5-10 years,Other,Land/Wildlife Management,Veterinary Medicine,Private Industry,Private Industry,,Monthly,0,No,No,,Yes,Usually (>75%),Dallas,Yes,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Bites,Bury,Disagree,Neutral,Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Neutral,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Disagree,Neutral,Yes,"State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences",,Yes,One day in-person conference,One day in-person conference,,"Rabies,Influenza,Leptospirosis,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Vector borne diseases,CWD,SarsCoV2,One Health",,,37,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,2,3,4,1,1,2,2,5,3,5,4,4,3,4,4,5,5,2,3,4,5,3,5,4,4,3,Unfavorable,Neutral,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,Neutral,Favorable,Favorable,Favorable,Neutral,1,1,0,NA,1,3,5,2,3,3.3333333333333335
5/15/2024,9:40:00 AM,5/15/2024,9:50:00 AM,100,591,TRUE,5,R_2r7q83LSdX6JMc1,0.899999976,1984,Yes,35555,White,No,Male,"$90,001-100,000",College Graduate/BA or BS (4-year degree),Yes,No,Yes,>10 years,Yes,10-20 years,Land/Wildlife Management,Land/Wildlife Management,,Private Industry,Private Industry,,Weekly,90,No,No,,Yes,Usually (>75%),"Bibb,Colbert,Cullman,Fayette,Franklin,Greene,Jefferson,Lamar,Lawrence,Limestone,Marion,Pickens,Shelby,Sumter,Tuscaloosa,Walker,Winston",Yes,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Bites,Bury,Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Neutral,Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Academic Publications,Academic Publications,,Yes,One day in-person conference,One day in-person conference,,"Rabies,Influenza,Vector borne diseases,CWD,SarsCoV2","Rabies,Influenza,Vector borne diseases,CWD,SarsCoV2",,,40,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,2,4,5,1,1,2,2,5,3,4,4,2,2,4,4,5,5,2,4,5,5,3,4,4,2,2,Unfavorable,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,Neutral,Favorable,Favorable,Unfavorable,Unfavorable,1,1,0,NA,1,3,5,5,5,5
5/15/2024,1:17:00 AM,5/15/2024,1:26:00 AM,100,513,TRUE,5,R_2tsAJ8Pc8CX4IGV,0.899999976,1959,Yes,35475,White,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),Yes,Yes,No,,Yes,>20 years,Land/Wildlife Management,Land/Wildlife Management,,Private Industry,Private Industry,,Monthly,40,Yes,No,,Yes,Usually (>75%),"Dallas,Greene,Hale,Marengo,Perry,Pickens,Tuscaloosa",No,TRUE,I don't know,FALSE,TRUE,FALSE,I don't know,I don't know,I don't know,Bites,Bury,Strongly Disagree,Agree,Neutral,Disagree,Neutral,Neutral,Disagree,Agree,Neutral,Agree,Neutral,Disagree,Neutral,Agree,Agree,Strongly Agree,Yes,"Academic Publications,Conferences","Academic Publications,Conferences",,Yes,"One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference",,"CWD,Other","CWD,Other",LPDV in wild turkeys,,65,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,4,3,2,3,3,2,4,3,4,3,2,3,3,4,3,4,1,4,3,4,3,4,3,2,3,Unfavorable,Favorable,Neutral,Favorable,Neutral,Neutral,Favorable,Favorable,Neutral,Favorable,Neutral,Unfavorable,Neutral,1,1,1,NA,1,4,4,4,5,4.333333333333333
5/29/2024,10:46:00 AM,5/29/2024,11:07:00 AM,100,1259,TRUE,5,R_30iTTbme947Y9K2,0.899999976,1980,Yes,36567,White,No,Male,"$90,001-100,000",College Graduate/BA or BS (4-year degree),Yes,No,No,,Yes,10-20 years,Land/Wildlife Management,Land/Wildlife Management,,State/Provincial Government,State/Provincial Government,,Weekly,50,No,No,,Yes,Usually (>75%),"Baldwin,Clarke,Escambia,Mobile,Monroe,Washington",Yes,TRUE,FALSE,TRUE,TRUE,FALSE,I don't know,I don't know,I don't know,Blood,Incinerate,Disagree,Neutral,Agree,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Disagree,Agree,Agree,Disagree,No,"State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences",,Yes,"One day in-person conference,Year-long once a month virtual conference","One day in-person conference,Year-long once a month virtual conference",,Other,All,All,,44,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,2,3,4,2,2,2,3,4,4,3,3,3,2,4,3,4,4,2,3,4,4,4,3,3,3,2,Unfavorable,Neutral,Favorable,Favorable,Favorable,Favorable,Neutral,Favorable,Favorable,Neutral,Neutral,Neutral,Unfavorable,1,1,0,NA,1,3,4,4,2,3.3333333333333335
5/30/2024,3:44:00 AM,5/30/2024,3:57:00 AM,100,784,TRUE,5,R_5CPVgdf1cSfcoYF,0.899999976,1989,Yes,36756,White,No,Male,"$40,001-50,000",College Graduate/BA or BS (4-year degree),Yes,No,No,,Yes,<1 year,Land/Wildlife Management,Land/Wildlife Management,,Federal Government,Federal Government,,Daily,80,No,No,,Yes,Usually (>75%),"Bibb,Perry",No,TRUE,I don't know,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,Bites,Incinerate,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Disagree,Neutral,Neutral,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Yes,"State Wildlife Agency,Academic Publications,News Sources,I have Not looked for health information","State Wildlife Agency,Academic Publications,News Sources,I have Not looked for health information",,Yes,"One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference",,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health",,,35,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,2,4,4,4,2,4,4,5,2,3,3,3,5,2,2,4,2,2,4,4,5,2,3,3,3,5,Unfavorable,Favorable,Favorable,Unfavorable,Favorable,Unfavorable,Unfavorable,Favorable,Unfavorable,Neutral,Neutral,Neutral,Favorable,1,1,0,NA,1,3,4,5,5,4.666666666666667
5/22/2024,10:32:00 AM,5/22/2024,10:57:00 AM,100,1505,TRUE,5,R_5LclsanPJAA82MS,0.800000012,1960,Yes,36104,White,No,Male,"$100,001+",Graduate or Professional School,Yes,Yes,No,,Yes,>20 years,Education,Education,,State/Provincial Government,State/Provincial Government,,Rarely,30,No,No,,Yes,Usually (>75%),,Yes,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,I don't know,TRUE,Bites,I don't know,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Disagree,Disagree,Neutral,Disagree,Neutral,Disagree,Agree,Agree,No,"State Wildlife Agency,Academic Publications,News Sources","State Wildlife Agency,Academic Publications,News Sources",,Yes,"One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference",,"Rabies,Influenza,Leptospirosis,CWD","Rabies,Influenza,Leptospirosis,CWD",,,64,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,5,5,1,1,1,3,5,2,2,3,2,3,5,3,5,5,1,5,5,5,2,2,3,2,3,Unfavorable,Favorable,Favorable,Favorable,Favorable,Favorable,Neutral,Favorable,Unfavorable,Unfavorable,Neutral,Unfavorable,Neutral,1,1,0,NA,1,3,2,4,4,3.3333333333333335
5/17/2024,11:27:00 AM,5/17/2024,11:31:00 AM,100,236,TRUE,5,R_5mI4mMiEWdppFIP,1,1986,Yes,36804,White,No,Male,"$100,001+",Graduate or Professional School,Yes,No,No,,Yes,1-5 years,Education,Education,,Academic/Research Institution,Academic/Research Institution,,Monthly,10,No,No,,Yes,Usually (>75%),Lee,Yes,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,I don't know,Bites,Incinerate,Strongly Disagree,Agree,Agree,Disagree,Strongly Disagree,Disagree,Neutral,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,"State Wildlife Agency,Academic Publications,Social Media,News Sources,Conferences","State Wildlife Agency,Academic Publications,Social Media,News Sources,Conferences",,Yes,One day virtual conference,One day virtual conference,,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health",,,38,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,4,4,2,1,2,3,5,4,4,4,4,4,4,3,5,4,1,4,4,5,4,4,4,4,4,Unfavorable,Favorable,Favorable,Favorable,Favorable,Favorable,Neutral,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,1,1,0,NA,1,3,4,4,4,4
5/28/2024,11:00:00 AM,5/28/2024,11:13:00 AM,100,794,TRUE,5,R_6pFJzSCHqDBWYeP,0.699999988,1966,Yes,35674,White,No,Male,"$100,001+",Some College/AA or AS (2-year degree),No,No,No,,No,<1 year,Other,Other,,State/Provincial Government,State/Provincial Government,,Monthly,80,Yes,No,,Yes,Usually (>75%),"Colbert,Franklin,Lauderdale",Yes,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Bites,Bury,Neutral,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Neutral,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Yes,"State Wildlife Agency,Academic Publications","State Wildlife Agency,Academic Publications",,Yes,Year-long once a month virtual conference,Year-long once a month virtual conference,,"Rabies,Leptospirosis,Vector borne diseases,CWD","Rabies,Leptospirosis,Vector borne diseases,CWD",,,58,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,3,4,4,2,2,4,4,5,3,4,4,3,3,2,2,4,4,3,4,4,5,3,4,4,3,3,Neutral,Favorable,Favorable,Favorable,Favorable,Unfavorable,Unfavorable,Favorable,Neutral,Favorable,Favorable,Neutral,Neutral,1,1,1,NA,1,4,4,4,4,4
5/15/2024,11:25:00 AM,5/15/2024,3:54:00 AM,100,16187,TRUE,5,R_7JLqT2RlBR4FhS9,1,1967,Yes,36532,White,No,Male,"$100,001+",Graduate or Professional School,Yes,No,No,,Yes,>20 years,Administration,Administration,,Federal Government,Federal Government,,Daily,20,Yes,No,,Yes,Usually (>75%),"Baldwin,Bibb,Cleburne,Conecuh,Escambia,Jackson,Lauderdale,Limestone",Yes,TRUE,I don't know,TRUE,TRUE,I don't know,I don't know,TRUE,TRUE,Bites,Bury,Agree,Agree,Agree,Neutral,Neutral,Strongly Disagree,Disagree,Disagree,Disagree,Agree,Agree,Neutral,Disagree,Strongly Agree,Disagree,Disagree,No,"State Wildlife Agency,Academic Publications","State Wildlife Agency,Academic Publications",,Yes,One day virtual conference,One day virtual conference,,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health",,,57,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,4,4,4,3,3,1,2,2,2,4,4,3,2,5,4,3,3,4,4,4,2,2,4,4,3,2,Favorable,Favorable,Favorable,Neutral,Neutral,Favorable,Favorable,Unfavorable,Unfavorable,Favorable,Favorable,Neutral,Unfavorable,1,1,1,NA,1,4,5,2,2,3
5/21/2024,8:20:00 AM,5/21/2024,8:28:00 AM,100,492,TRUE,5,R_7jTc2I9y8QiQuVX,0.899999976,1997,Yes,36526,White,No,Male,"$20,001-30,000",Graduate or Professional School,Yes,No,No,,Yes,1-5 years,Land/Wildlife Management,Land/Wildlife Management,,Federal Government,Federal Government,,Monthly,70,No,No,,Yes,Usually (>75%),"Conecuh,Covington,Monroe",No,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Bites,Bury,Disagree,Strongly Disagree,Agree,Strongly Agree,Disagree,Disagree,Neutral,Agree,Disagree,Agree,Agree,Neutral,Agree,Neutral,Agree,Strongly Agree,Yes,"State Wildlife Agency,Academic Publications,News Sources","State Wildlife Agency,Academic Publications,News Sources",,Yes,One day in-person conference,One day in-person conference,,"Rabies,Leptospirosis,Vector borne diseases,CWD,One Health","Rabies,Leptospirosis,Vector borne diseases,CWD,One Health",,,27,0,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,2,1,4,5,2,2,3,4,2,4,4,3,4,4,3,4,1,2,1,4,4,2,4,4,3,4,Unfavorable,Unfavorable,Favorable,Unfavorable,Favorable,Favorable,Neutral,Favorable,Unfavorable,Favorable,Favorable,Neutral,Favorable,1,1,0,NA,1,3,3,4,5,4
6/4/2024,3:01:00 AM,6/4/2024,3:10:00 AM,100,533,TRUE,6,R_7KpO52tojefh6mx,1,1963,Yes,36345,White,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),Yes,No,Yes,>10 years,Yes,10-20 years,Land/Wildlife Management,Land/Wildlife Management,,Federal Government,Federal Government,,Daily,100,Yes,No,,Yes,Usually (>75%),"Barbour,Coffee,Dale,Henry,Houston",Yes,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,I don't know,TRUE,Bites,Incinerate,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Yes,"State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences",,Yes,One day in-person conference,One day in-person conference,,"Influenza,Vector borne diseases,CWD,SarsCoV2","Influenza,Vector borne diseases,CWD,SarsCoV2",,,61,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,2,4,4,2,2,4,4,4,3,4,4,3,2,2,2,4,4,2,4,4,4,3,4,4,3,2,Unfavorable,Favorable,Favorable,Favorable,Favorable,Unfavorable,Unfavorable,Favorable,Neutral,Favorable,Favorable,Neutral,Unfavorable,1,1,1,NA,1,4,4,4,4,4
5/15/2024,12:57:00 PM,5/16/2024,12:55:00 PM,100,86298,TRUE,5,R_7LONTWAVRb3079Y,1,1999,Yes,36830,Other,Yes,Male,"$0-20,000",College Graduate/BA or BS (4-year degree),Yes,No,No,,Yes,1-5 years,Research,Research,,Academic/Research Institution,Academic/Research Institution,,Weekly,50,Yes,No,,Yes,Usually (>75%),"Bullock,Dale,Geneva,Henry,Lee,Russell",Yes,TRUE,FALSE,FALSE,I don't know,FALSE,TRUE,FALSE,FALSE,Bites,I don't know,Disagree,Neutral,Strongly Disagree,Agree,Strongly Disagree,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Yes,"State Wildlife Agency,Academic Publications","State Wildlife Agency,Academic Publications",,Yes,One day in-person conference,One day in-person conference,,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health",,,25,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,2,3,1,4,1,4,3,5,5,4,4,4,5,2,3,5,2,2,3,1,5,5,4,4,4,5,Unfavorable,Neutral,Unfavorable,Unfavorable,Favorable,Unfavorable,Neutral,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,1,1,1,NA,1,4,5,5,4,4.666666666666667
5/16/2024,2:07:00 AM,5/16/2024,2:13:00 AM,100,368,TRUE,5,R_7WSZBSZQFPnYKdj,1,1995,Yes,35453,White,No,Female,"$20,001-30,000",College Graduate/BA or BS (4-year degree),Yes,No,Yes,5-10 years,Yes,5-10 years,Land/Wildlife Management,Land/Wildlife Management,,State/Provincial Government,State/Provincial Government,,Weekly,80,No,No,,Yes,Usually (>75%),"Hale,Tuscaloosa",Yes,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Bites,Bury,Agree,Agree,Agree,Disagree,Disagree,Neutral,Disagree,Agree,Neutral,Disagree,Disagree,Neutral,Agree,Strongly Agree,Disagree,Disagree,Yes,"State Wildlife Agency,Academic Publications","State Wildlife Agency,Academic Publications",,Yes,"One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference",,"Rabies,Leptospirosis,Vector borne diseases","Rabies,Leptospirosis,Vector borne diseases",,,29,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,4,4,4,2,2,3,2,4,3,2,2,3,4,3,4,4,4,4,4,4,4,3,2,2,3,4,Favorable,Favorable,Favorable,Favorable,Favorable,Neutral,Favorable,Favorable,Neutral,Unfavorable,Unfavorable,Neutral,Favorable,1,1,0,NA,1,3,5,2,2,3
5/16/2024,7:42:00 AM,5/16/2024,7:44:00 AM,100,109,TRUE,5,R_25LsR9yYzzdhavL,1,2000,Yes,36830,White,No,Female,"$20,001-30,000",High school graduate/GED,Yes,Yes,Yes,5-10 years,Yes,<1 year,Land/Wildlife Management,Land/Wildlife Management,,Academic/Research Institution,Academic/Research Institution,,Daily,30,No,Yes,Alive - Not Sedated,No,,Autauga,No,TRUE,I don't know,FALSE,I don't know,I don't know,TRUE,TRUE,I don't know,Blood,Bury,Agree,Agree,Neutral,Neutral,Agree,Strongly Agree,Agree,Strongly Disagree,Neutral,Strongly Agree,Neutral,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,No,State Wildlife Agency,State Wildlife Agency,,Unsure,One day virtual conference,One day virtual conference,,Leptospirosis,Leptospirosis,,,24,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4,4,3,3,4,5,4,1,3,5,3,1,2,1,2,2,3,4,4,3,1,3,5,3,1,2,Favorable,Favorable,Neutral,Neutral,Unfavorable,Unfavorable,Unfavorable,Unfavorable,Neutral,Favorable,Neutral,Unfavorable,Unfavorable,1,1,0,NA,0,2,5,5,2,4
5/29/2024,12:21:00 PM,5/29/2024,12:32:00 PM,100,689,TRUE,5,R_3SDqXbhQK9ZApoZ,0.899999976,1987,Yes,36022,White,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),Yes,No,No,,Yes,10-20 years,Administration,Administration,,State/Provincial Government,State/Provincial Government,,Monthly,10,Yes,Yes,Alive - Not Sedated,No,,"Autauga,Barbour,Dallas,Elmore,Escambia,Greene,Hale,Jackson,Lowndes,Marengo,Montgomery",Yes,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,I don't know,FALSE,Bites,Bury,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Agree,Strongly Agree,Neutral,Disagree,Neutral,Disagree,Neutral,Agree,Agree,Neutral,Yes,"State Wildlife Agency,Academic Publications,News Sources,Conferences","State Wildlife Agency,Academic Publications,News Sources,Conferences",,Yes,One day in-person conference,One day in-person conference,,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health",,,37,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,2,3,1,1,3,4,5,3,2,3,2,3,3,2,5,5,1,2,3,5,3,2,3,2,3,Unfavorable,Unfavorable,Neutral,Favorable,Favorable,Neutral,Unfavorable,Favorable,Neutral,Unfavorable,Neutral,Unfavorable,Neutral,1,1,1,NA,0,3,4,4,3,3.6666666666666665
5/29/2024,2:19:00 AM,5/29/2024,2:27:00 AM,100,475,TRUE,5,R_51cGvNNDe5jEYY4,0.800000012,1984,Yes,35226,White,No,Female,"$50,001-60,000",Graduate or Professional School,Yes,No,No,,Yes,5-10 years,Research,Research,,Nonprofit/Conservation Organization,Nonprofit/Conservation Organization,,Monthly,30,Yes,Yes,Alive - Not Sedated,No,,"Jefferson,Mobile",No,TRUE,I don't know,TRUE,TRUE,FALSE,I don't know,I don't know,TRUE,Bites,I don't know,Disagree,Disagree,Neutral,Neutral,Disagree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Disagree,Agree,Agree,Agree,Agree,Yes,"State Wildlife Agency,Academic Publications,News Sources","State Wildlife Agency,Academic Publications,News Sources",,Yes,One day in-person conference,One day in-person conference,,"Rabies,Leptospirosis,Vector borne diseases,One Health","Rabies,Leptospirosis,Vector borne diseases,One Health",,,40,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,2,2,3,3,2,3,3,4,3,3,3,2,4,3,3,4,3,2,2,3,4,3,3,3,2,4,Unfavorable,Unfavorable,Neutral,Neutral,Favorable,Neutral,Neutral,Favorable,Neutral,Neutral,Neutral,Unfavorable,Favorable,1,1,1,NA,0,3,4,4,4,4
5/21/2024,3:26:00 AM,5/21/2024,3:40:00 AM,100,852,TRUE,5,R_532MOldCQdFN7cl,0.899999976,1993,Yes,35160,White,No,Male,"$100,001+",Graduate or Professional School,Yes,No,Yes,5-10 years,Yes,5-10 years,Research,Research,,Academic/Research Institution,Academic/Research Institution,,Monthly,40,Yes,Yes,Alive - Not Sedated,,,"Blount,Covington,Jefferson,Lawrence,Tuscaloosa,Walker,Winston",Yes,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Bites,Incinerate,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Yes,"State Wildlife Agency,Academic Publications","State Wildlife Agency,Academic Publications",,Unsure,"One day virtual conference, Other","One day virtual conference, asynchroNous",View Recorded Conference,"Rabies,Other","Rabies,Other",Reptile and Amphibian Diseases,None,31,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,4,4,1,1,3,2,5,4,4,5,2,5,3,4,5,5,1,4,4,5,4,4,5,2,5,Unfavorable,Favorable,Favorable,Favorable,Favorable,Neutral,Favorable,Favorable,Favorable,Favorable,Favorable,Unfavorable,Favorable,1,1,1,NA,NA,NA,4,4,4,4
5/28/2024,4:35:00 AM,5/28/2024,4:42:00 AM,100,421,TRUE,5,R_5cpwKqkAMG1MVON,0.800000012,2002,Yes,36830,White,No,Female,"$0-20,000",College Graduate/BA or BS (4-year degree),Yes,No,Yes,<5 years,Yes,<1 year,Education,Education,,Academic/Research Institution,Academic/Research Institution,,Daily,90,No,Yes,Alive - Not Sedated,,,Lee,No,I don't know,I don't know,TRUE,I don't know,FALSE,I don't know,FALSE,TRUE,Blood,I don't know,Neutral,Disagree,Strongly Agree,Neutral,Disagree,Disagree,Strongly Disagree,Agree,Agree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,Disagree,Yes,"State Wildlife Agency,Academic Publications","State Wildlife Agency,Academic Publications",,Yes,One day in-person conference,One day in-person conference,,"Rabies,Leptospirosis,Raccoon roundworm,CWD","Rabies,Leptospirosis,Raccoon roundworm,CWD",,,22,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,3,2,5,3,2,2,1,4,4,2,4,2,5,4,5,4,3,3,2,5,4,4,2,4,2,5,Neutral,Unfavorable,Favorable,Neutral,Favorable,Favorable,Favorable,Favorable,Favorable,Unfavorable,Favorable,Unfavorable,Favorable,1,1,0,NA,NA,NA,5,3,2,3.3333333333333335
5/28/2024,8:53:00 AM,5/28/2024,9:04:00 AM,100,666,TRUE,5,R_5eO09ZzdLfuoXgR,0.800000012,1971,Yes,36109,White,No,Female,"$90,001-100,000",College Graduate/BA or BS (4-year degree),Yes,No,No,,Yes,5-10 years,Education,Education,,Nonprofit/Conservation Organization,Nonprofit/Conservation Organization,,Daily,10,No,Yes,Alive - Not Sedated,No,,Elmore,No,I don't know,I don't know,FALSE,TRUE,FALSE,I don't know,TRUE,I don't know,Bites,I don't know,Neutral,Disagree,Neutral,Neutral,Disagree,Disagree,Disagree,Agree,Neutral,Neutral,Agree,Disagree,Agree,Agree,Neutral,Neutral,No,"State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences",,Yes,"One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference",,"Rabies,Influenza,Vector borne diseases,CWD,SarsCoV2","Rabies,Influenza,Vector borne diseases,CWD,SarsCoV2",,,53,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,3,2,3,3,2,2,2,4,3,3,4,2,4,4,4,4,3,3,2,3,4,3,3,4,2,4,Neutral,Unfavorable,Neutral,Neutral,Favorable,Favorable,Favorable,Favorable,Neutral,Neutral,Favorable,Unfavorable,Favorable,1,1,0,NA,0,2,4,3,3,3.3333333333333335
