"START","END","PROG","DURATION","FINISHED","RECORDED","ID","QSCORE","DOB","RESIDENT","ZIPCODE","RACE","ETHNICITY","GENDER","INCOME","EDUCATION","DEGREE","TWS","COURSE","COURSETIME","SELFTITLE","BIOTIME","ACTIVITYfill","ACTIVITYfill.1","othACTIVITY","AFFILIATE","AFFILIATEfill","othAFFILIATE","CONTACT","FIELD","COLLECT","HANDLE","STATE","PPE","PPETIME","COUNTIES","LICENSE","PIGS","BRUCE","CWD","FLUAL","FLU","COVID","COVIDSPILL","RABIESAL","RABIES","TURKEY","CWDAL","BATS","PPEREQ","EHD","DARWIN","POPRED","POPPLAN","SURVEY","VACCINE","PREVAL","DIVERSE","CONSEQ","CLIMATE","EDREQ","INFO","HANDSON","ACCESS","SOURCE","SOURCEfill","othSOURCE","INTEREST","FREEINFO","FREEINFOfill","othFREEINFO","TOPICS","TOPICSfill","othTOPICS","QSNCS","RACE_BIN","INCOME_BIN","GENDER_BIN","RESIDENT_BIN","AGE","AGE_BIN","SELFTITLE_BIN","ACTIVITY","LICENSE_BIN","BIOTIME_BIN","AFFILIATE_GROUP","ACTIVITY_GROUP","EDUCATION_BIN","DEGREE_BIN","TWS_BIN","COURSE_BIN","COURSETIME_BIN","COURSE_GROUP","DEMO_EDU_SCORE","DEMO_EDU_NORM","DEMO_EDU_AVG","DEMO_EDU_MED","DEMO_EXP_SCORE","DEMO_EXP_NORM","DEMO_EXP_AVG","DEMO_EXP_MED","PIGS_BINK","BRUCE_BINK","CWD_BINK","FLUAL_BINK","FLU_BINK","COVID_BINK","COVIDSPILL_BINK","RABIESAL_BINK","RABIES_BINK","TURKEY_BINK","KNOWLEDGE_SCORE","KNOWLEDGE_SCORE_NORM","KNOWLEDGE_AVG","KNOWLEDGE_MED","PIGS_BINC","BRUCE_BINC","CWD_BINC","FLUAL_BINC","FLU_BINC","COVID_BINC","COVIDSPILL_BINC","RABIESAL_BINC","RABIES_BINC","TURKEY_BINC","CONFIDENCE_SCORE","CONFIDENCE_SCORE_NORM","CONFIDENCE_AVG","CONFIDENCE_MED","POPRED_A","POPPLAN_A","SURVEY_A","VACCINE_A","PREVAL_A","DIVERSE_A","CONSEQ_A","CLIMATE_A","EDREQ_A","INFO_A","HANDSON_A","CWDAL_A","BATS_A","PPEREQ_A","EHD_A","DARWIN_A","ATT_CONTROL_SCORE","ATT_CONTROL_NORM","ATT_MISINFO_SCORE","ATT_MISINFO_NORM","ATT_CONCERN_SCORE","ATT_CONCERN_NORM","ATT_EDUCATION_SCORE","ATT_EDUCATION_NORM","ATT_REVERSE_SCORE","ATT_REVERSE_NORM","ATT_DIRECT_SCORE","ATT_DIRECT_NORM","CONTROL_AVG","CONTROL_MED","MISINFO_AVG","MISINFO_MED","CONCERN_AVG","CONCERN_MED","EDUCATION_AVG","EDUCATION_MED","REVERSE_AVG","REVERSE_MED","DIRECT_AVG","DIRECT_MED","TOPIC_COUNT","COLLECT_BIN","HANDLE_BIN","PPE_BIN","ACCESS_BIN","CONTACT_BIN","INTEREST_BIN","FIELD_BIN_MED","FIELD_BIN_50","STATE_BIN","PPETIME_BIN","FREEINFO_BIN_INPERSON","FREEINFO_BIN_VIRTUAL","FREEINFO_BIN_OTHER","TOPIC_BIN_RABIES","TOPIC_BIN_FLU","TOPIC_BIN_LEPTO","TOPIC_BIN_RR","TOPIC_BIN_VECTOR","TOPIC_BIN_CWD","TOPIC_BIN_COVID","TOPIC_BIN_ONEHEALTH","TOPIC_BIN_OTHER","TOPIC_BREADTH_BIN","SOURCE_BIN_FAMILY","SOURCE_BIN_AGENCY","SOURCE_BIN_ACADEMIC","SOURCE_BIN_SOCIAL","SOURCE_BIN_NEWS","SOURCE_BIN_CONFERENCES","SOURCE_BIN_NONE","SOURCE_BIN_OTHER","SOURCE_TRUST_COUNT","SOURCE_UNTRUST_COUNT","SOURCE_TRUST_BIN","PRACTICE_EXPOSURE_SCORE","PRACTICE_EXPOSURE_NORM","PRACTICE_AVG","PRACTICE_MED","PRACTICE_EDUCATION_SCORE","PRACTICE_EDUCATION_NORM"
"5/16/2024","5/29/2024",100,1148659,TRUE,"5","R_2k6dOCZXYiJc6Ci",0.899999976,1987,"Yes",36701,"White","No","Male","$60,001-70,000","Graduate or Professional School","Yes","No","Yes","5-10 years","No","5-10 years","Other","Land/Wildlife Management","Veterinary Medicine","Private Industry","Private Industry","","Monthly",0,"No","No","","Yes",NA,"Dallas","Yes","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","Bites","Bury","Disagree","Neutral","Agree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Strongly Agree","Neutral","Strongly Agree","Agree","Agree","Neutral","Strongly Agree","Disagree","Neutral","Yes","State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences","","Yes","One day in-person conference","One day in-person conference","","Rabies,Influenza,Leptospirosis,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Vector borne diseases,CWD,SarsCoV2,One Health","","",1,1,1,1,37,1,0,"Other",1,0,"Private","Other",1,1,0,1,1,"Recent",2,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,3,5,4,4,3,5,4,3,4,3,4,5,5,3.83333333333333,0.766666666666667,4.66666666666667,0.933333333333333,4.33333333333333,0.866666666666667,4,0.8,4.14285714285714,0.828571428571429,4.125,0.825,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,NA,NA,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,3,0,1,0,0,0,0,2,0.666666666666667
"5/15/2024","5/15/2024",100,591,TRUE,"5","R_2r7q83LSdX6JMc1",0.899999976,1984,"Yes",35555,"White","No","Male","$90,001-100,000","College Graduate/BA or BS (4-year degree)","Yes","No","Yes",">10 years","Yes","10-20 years","Land/Wildlife Management","Land/Wildlife Management","","Private Industry","Private Industry","","Weekly",90,"No","No","","Yes",NA,"Bibb,Colbert,Cullman,Fayette,Franklin,Greene,Jefferson,Lamar,Lawrence,Limestone,Marion,Pickens,Shelby,Sumter,Tuscaloosa,Walker,Winston","Yes","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","Bites","Bury","Disagree","Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Strongly Agree","Neutral","Agree","Agree","Disagree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Yes","Academic Publications","Academic Publications","","Yes","One day in-person conference","One day in-person conference","","Rabies,Influenza,Vector borne diseases,CWD,SarsCoV2","Rabies,Influenza,Vector borne diseases,CWD,SarsCoV2","","",1,1,1,1,40,1,1,"Land/Wildlife Management",1,1,"Private","Fieldwork",1,1,0,1,0,"Older",2,1,1,0,2,0.5,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,3,4,4,2,2,5,1,1,4,4,5,5,5,4.16666666666667,0.833333333333333,4.66666666666667,0.933333333333333,3.33333333333333,0.666666666666667,2.33333333333333,0.466666666666667,3.42857142857143,0.685714285714286,4,0.8,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,NA,NA,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,2,0.5,0,0,2,0.666666666666667
"5/15/2024","5/15/2024",100,513,TRUE,"5","R_2tsAJ8Pc8CX4IGV",0.899999976,1959,"Yes",35475,"White","No","Male","$100,001+","College Graduate/BA or BS (4-year degree)","Yes","Yes","No",NA,"Yes",">20 years","Land/Wildlife Management","Land/Wildlife Management","","Private Industry","Private Industry","","Monthly",40,"Yes","No","","Yes",NA,"Dallas,Greene,Hale,Marengo,Perry,Pickens,Tuscaloosa","No","TRUE","I don't know","FALSE","TRUE","FALSE","I don't know","I don't know","I don't know","Bites","Bury","Strongly Disagree","Agree","Neutral","Disagree","Neutral","Neutral","Disagree","Agree","Neutral","Agree","Neutral","Disagree","Neutral","Agree","Agree","Strongly Agree","Yes","Academic Publications,Conferences","Academic Publications,Conferences","","Yes","One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference","","CWD,Other","CWD,Other","LPDV in wild turkeys","",1,1,1,1,65,1,1,"Land/Wildlife Management",0,1,"Private","Fieldwork",1,1,1,0,NA,"None",2,1,1,0,3,0.75,1,1,1,0,1,1,1,0,0,0,1,1,6,0.6,0,0,0,1,0,0,0,1,1,1,0,0,4,0.4,1,1,3,4,4,3,4,3,2,3,4,2,1,5,4,3,4,3,3.5,0.7,4,0.8,3,0.6,2.33333333333333,0.466666666666667,3.14285714285714,0.628571428571429,3.375,0.675,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,NA,NA,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,2,0,1,1,0.25,1,1,3,1
"5/29/2024","5/29/2024",100,1259,TRUE,"5","R_30iTTbme947Y9K2",0.899999976,1980,"Yes",36567,"White","No","Male","$90,001-100,000","College Graduate/BA or BS (4-year degree)","Yes","No","No",NA,"Yes","10-20 years","Land/Wildlife Management","Land/Wildlife Management","","State/Provincial Government","State/Provincial Government","","Weekly",50,"No","No","","Yes",NA,"Baldwin,Clarke,Escambia,Mobile,Monroe,Washington","Yes","TRUE","FALSE","TRUE","TRUE","FALSE","I don't know","I don't know","I don't know","Blood","Incinerate","Disagree","Neutral","Agree","Disagree","Disagree","Disagree","Neutral","Agree","Agree","Neutral","Neutral","Neutral","Disagree","Agree","Agree","Disagree","No","State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences","","Yes","One day in-person conference,Year-long once a month virtual conference","One day in-person conference,Year-long once a month virtual conference","","Other","All","All","",1,1,1,1,44,1,1,"Land/Wildlife Management",1,1,"Government","Fieldwork",1,1,0,0,NA,"None",2,1,1,0,2,0.5,1,1,1,1,0,1,1,0,0,0,0,1,5,0.5,0,0,0,0,0,0,0,1,1,1,0,0,3,0.3,1,1,4,3,4,4,3,3,3,2,4,2,4,4,3,4,4,4,3.66666666666667,0.733333333333333,4,0.8,3,0.6,3.33333333333333,0.666666666666667,3.57142857142857,0.714285714285714,3.5,0.7,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,3,0,1,2,0.5,1,1,3,1
"5/30/2024","5/30/2024",100,784,TRUE,"5","R_5CPVgdf1cSfcoYF",0.899999976,1989,"Yes",36756,"White","No","Male","$40,001-50,000","College Graduate/BA or BS (4-year degree)","Yes","No","No",NA,"Yes","<1 year","Land/Wildlife Management","Land/Wildlife Management","","Federal Government","Federal Government","","Daily",80,"No","No","","Yes",NA,"Bibb,Perry","No","TRUE","I don't know","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","Bites","Incinerate","Disagree","Agree","Agree","Agree","Disagree","Agree","Agree","Strongly Agree","Disagree","Neutral","Neutral","Neutral","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Yes","State Wildlife Agency,Academic Publications,News Sources,I have Not looked for health information","State Wildlife Agency,Academic Publications,News Sources,I have Not looked for health information","","Yes","One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference","","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","","",1,0,1,1,35,0,1,"Land/Wildlife Management",0,0,"Government","Fieldwork",1,1,0,0,NA,"None",2,1,1,0,1,0.25,0,0,1,0,0,0,1,1,1,1,1,1,7,0.7,0,0,0,1,0,0,0,0,0,0,0,0,1,0.1,0,0,2,2,5,2,3,3,3,5,4,1,1,4,4,4,2,4,3.16666666666667,0.633333333333333,3.33333333333333,0.666666666666667,3,0.6,2,0.4,2.28571428571429,0.457142857142857,3.5,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,NA,NA,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,2,1,1,2,0.5,1,1,3,1
"5/22/2024","5/22/2024",100,1505,TRUE,"5","R_5LclsanPJAA82MS",0.800000012,1960,"Yes",36104,"White","No","Male","$100,001+","Graduate or Professional School","Yes","Yes","No",NA,"Yes",">20 years","Education","Education","","State/Provincial Government","State/Provincial Government","","Rarely",30,"No","No","","Yes",NA,"","Yes","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","I don't know","TRUE","Bites","I don't know","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Neutral","Strongly Agree","Disagree","Disagree","Neutral","Disagree","Neutral","Disagree","Agree","Agree","No","State Wildlife Agency,Academic Publications,News Sources","State Wildlife Agency,Academic Publications,News Sources","","Yes","One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference","","Rabies,Influenza,Leptospirosis,CWD","Rabies,Influenza,Leptospirosis,CWD","","",1,1,1,1,64,1,1,"Education",1,1,"Government","Education/Admin",1,1,1,0,NA,"None",2,1,1,0,3,0.75,1,1,1,1,1,1,1,1,0,1,1,0,8,0.8,1,1,0,0,0,0,0,0,1,0,0,1,2,0.2,1,1,5,3,5,2,2,3,2,3,2,2,2,5,5,5,5,5,4.16666666666667,0.833333333333333,5,1,2.33333333333333,0.466666666666667,2,0.4,3.85714285714286,0.771428571428571,3.25,0.65,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,NA,NA,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,2,1,1,0,0,1,1,3,1
"5/28/2024","5/28/2024",100,794,TRUE,"5","R_6pFJzSCHqDBWYeP",0.699999988,1966,"Yes",35674,"White","No","Male","$100,001+","Some College/AA or AS (2-year degree)","No","No","No",NA,"No","<1 year","Other","Other","","State/Provincial Government","State/Provincial Government","","Monthly",80,"Yes","No","","Yes",NA,"Colbert,Franklin,Lauderdale","Yes","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","Bites","Bury","Neutral","Agree","Agree","Disagree","Disagree","Agree","Agree","Strongly Agree","Neutral","Agree","Agree","Neutral","Neutral","Agree","Agree","Agree","Yes","State Wildlife Agency,Academic Publications","State Wildlife Agency,Academic Publications","","Yes","Year-long once a month virtual conference","Year-long once a month virtual conference","","Rabies,Leptospirosis,Vector borne diseases,CWD","Rabies,Leptospirosis,Vector borne diseases,CWD","","",1,1,1,1,58,1,0,"Other",1,0,"Government","Other",0,0,0,0,NA,"None",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,3,4,4,3,3,4,2,2,3,4,4,4,4,3.33333333333333,0.666666666666667,3.66666666666667,0.733333333333333,3.66666666666667,0.733333333333333,2.66666666666667,0.533333333333333,2.71428571428571,0.542857142857143,3.875,0.775,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,NA,NA,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,2,0,1,2,0.5,0,0,2,0.666666666666667
"5/15/2024","5/15/2024",100,16187,TRUE,"5","R_7JLqT2RlBR4FhS9",1,1967,"Yes",36532,"White","No","Male","$100,001+","Graduate or Professional School","Yes","No","No",NA,"Yes",">20 years","Administration","Administration","","Federal Government","Federal Government","","Daily",20,"Yes","No","","Yes",NA,"Baldwin,Bibb,Cleburne,Conecuh,Escambia,Jackson,Lauderdale,Limestone","Yes","TRUE","I don't know","TRUE","TRUE","I don't know","I don't know","TRUE","TRUE","Bites","Bury","Agree","Agree","Agree","Neutral","Neutral","Strongly Disagree","Disagree","Disagree","Disagree","Agree","Agree","Neutral","Disagree","Strongly Agree","Disagree","Disagree","No","State Wildlife Agency,Academic Publications","State Wildlife Agency,Academic Publications","","Yes","One day virtual conference","One day virtual conference","","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","","",1,1,1,1,57,1,1,"Administration",1,1,"Government","Education/Admin",1,1,0,0,NA,"None",2,1,1,0,2,0.5,1,1,1,0,0,1,0,0,1,1,1,1,6,0.6,0,0,0,1,0,0,1,1,0,0,0,0,3,0.3,1,1,5,4,2,2,4,4,3,2,5,4,4,2,4,4,3,3,3.5,0.7,2.66666666666667,0.533333333333333,3.66666666666667,0.733333333333333,4.33333333333333,0.866666666666667,3.57142857142857,0.714285714285714,3.5,0.7,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,NA,NA,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,2,0,1,2,0.5,0,0,2,0.666666666666667
"5/21/2024","5/21/2024",100,492,TRUE,"5","R_7jTc2I9y8QiQuVX",0.899999976,1997,"Yes",36526,"White","No","Male","$20,001-30,000","Graduate or Professional School","Yes","No","No",NA,"Yes","1-5 years","Land/Wildlife Management","Land/Wildlife Management","","Federal Government","Federal Government","","Monthly",70,"No","No","","Yes",NA,"Conecuh,Covington,Monroe","No","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","Bites","Bury","Disagree","Strongly Disagree","Agree","Strongly Agree","Disagree","Disagree","Neutral","Agree","Disagree","Agree","Agree","Neutral","Agree","Neutral","Agree","Strongly Agree","Yes","State Wildlife Agency,Academic Publications,News Sources","State Wildlife Agency,Academic Publications,News Sources","","Yes","One day in-person conference","One day in-person conference","","Rabies,Leptospirosis,Vector borne diseases,CWD,One Health","Rabies,Leptospirosis,Vector borne diseases,CWD,One Health","","",1,0,1,1,27,0,1,"Land/Wildlife Management",0,0,"Government","Fieldwork",1,1,0,0,NA,"None",2,1,1,0,1,0.25,0,0,1,1,0,1,1,1,1,1,1,1,9,0.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,2,4,4,3,4,3,2,1,4,1,4,1,4,3,0.6,3,0.6,3.66666666666667,0.733333333333333,2,0.4,2.71428571428571,0.542857142857143,3.125,0.625,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,NA,NA,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,2,1,1,1,0.25,0,0,2,0.666666666666667
"6/4/2024","6/4/2024",100,533,TRUE,"6","R_7KpO52tojefh6mx",1,1963,"Yes",36345,"White","No","Male","$100,001+","College Graduate/BA or BS (4-year degree)","Yes","No","Yes",">10 years","Yes","10-20 years","Land/Wildlife Management","Land/Wildlife Management","","Federal Government","Federal Government","","Daily",100,"Yes","No","","Yes",NA,"Barbour,Coffee,Dale,Henry,Houston","Yes","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","I don't know","TRUE","Bites","Incinerate","Disagree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Neutral","Agree","Agree","Neutral","Disagree","Agree","Agree","Agree","Yes","State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences","","Yes","One day in-person conference","One day in-person conference","","Influenza,Vector borne diseases,CWD,SarsCoV2","Influenza,Vector borne diseases,CWD,SarsCoV2","","",1,1,1,1,61,1,1,"Land/Wildlife Management",1,1,"Government","Fieldwork",1,1,0,1,0,"Older",2,1,1,0,2,0.5,1,1,1,1,1,1,1,1,0,1,1,1,9,0.9,1,1,0,0,0,0,0,0,1,0,0,0,1,0.1,0,0,2,2,4,3,4,4,3,2,4,2,2,4,4,4,4,4,3.16666666666667,0.633333333333333,4,0.8,3.66666666666667,0.733333333333333,2.66666666666667,0.533333333333333,2.85714285714286,0.571428571428571,3.75,0.75,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,NA,NA,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,3,0,1,3,0.75,0,0,2,0.666666666666667
"5/15/2024","5/16/2024",100,86298,TRUE,"5","R_7LONTWAVRb3079Y",1,1999,"Yes",36830,"Other","Yes","Male","$0-20,000","College Graduate/BA or BS (4-year degree)","Yes","No","No",NA,"Yes","1-5 years","Research","Research","","Academic/Research Institution","Academic/Research Institution","","Weekly",50,"Yes","No","","Yes",NA,"Bullock,Dale,Geneva,Henry,Lee,Russell","Yes","TRUE","FALSE","FALSE","I don't know","FALSE","TRUE","FALSE","FALSE","Bites","I don't know","Disagree","Neutral","Strongly Disagree","Agree","Strongly Disagree","Agree","Neutral","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Yes","State Wildlife Agency,Academic Publications","State Wildlife Agency,Academic Publications","","Yes","One day in-person conference","One day in-person conference","","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","","",0,0,1,1,25,0,1,"Research",1,0,"Academic","Science/Technical",1,1,0,0,NA,"None",2,1,1,0,1,0.25,0,0,1,1,1,0,1,1,0,0,1,0,6,0.6,0,0,0,0,0,1,0,0,0,0,0,1,2,0.2,1,1,2,3,5,5,4,4,4,5,5,1,2,4,3,1,2,5,3.16666666666667,0.633333333333333,3.66666666666667,0.733333333333333,4,0.8,2.66666666666667,0.533333333333333,2.71428571428571,0.542857142857143,3.875,0.775,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,NA,NA,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,2,0,1,3,0.75,0,0,2,0.666666666666667
"5/16/2024","5/16/2024",100,368,TRUE,"5","R_7WSZBSZQFPnYKdj",1,1995,"Yes",35453,"White","No","Female","$20,001-30,000","College Graduate/BA or BS (4-year degree)","Yes","No","Yes","5-10 years","Yes","5-10 years","Land/Wildlife Management","Land/Wildlife Management","","State/Provincial Government","State/Provincial Government","","Weekly",80,"No","No","","Yes",NA,"Hale,Tuscaloosa","Yes","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","Bites","Bury","Agree","Agree","Agree","Disagree","Disagree","Neutral","Disagree","Agree","Neutral","Disagree","Disagree","Neutral","Agree","Strongly Agree","Disagree","Disagree","Yes","State Wildlife Agency,Academic Publications","State Wildlife Agency,Academic Publications","","Yes","One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference","","Rabies,Leptospirosis,Vector borne diseases","Rabies,Leptospirosis,Vector borne diseases","","",1,0,0,1,29,0,1,"Land/Wildlife Management",1,0,"Government","Fieldwork",1,1,0,1,1,"Recent",2,1,1,0,1,0.25,0,0,1,1,1,1,1,1,1,1,1,1,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,2,2,3,4,5,4,4,2,4,4,4,4,3.66666666666667,0.733333333333333,3.33333333333333,0.666666666666667,2.33333333333333,0.466666666666667,4.33333333333333,0.866666666666667,3.57142857142857,0.714285714285714,3.375,0.675,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,NA,NA,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0,1,2,0.5,1,1,3,1
"5/29/2024","5/29/2024",100,689,TRUE,"5","R_3SDqXbhQK9ZApoZ",0.899999976,1987,"Yes",36022,"White","No","Male","$100,001+","College Graduate/BA or BS (4-year degree)","Yes","No","No",NA,"Yes","10-20 years","Administration","Administration","","State/Provincial Government","State/Provincial Government","","Monthly",10,"Yes","Yes","Alive - Not Sedated","No",NA,"Autauga,Barbour,Dallas,Elmore,Escambia,Greene,Hale,Jackson,Lowndes,Marengo,Montgomery","Yes","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","I don't know","FALSE","Bites","Bury","Strongly Disagree","Disagree","Neutral","Strongly Disagree","Strongly Disagree","Neutral","Agree","Strongly Agree","Neutral","Disagree","Neutral","Disagree","Neutral","Agree","Agree","Neutral","Yes","State Wildlife Agency,Academic Publications,News Sources,Conferences","State Wildlife Agency,Academic Publications,News Sources,Conferences","","Yes","One day in-person conference","One day in-person conference","","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","","",1,1,1,1,37,1,1,"Administration",1,1,"Government","Education/Admin",1,1,0,0,NA,"None",2,1,1,0,2,0.5,1,1,1,1,1,1,1,1,0,0,1,1,8,0.8,1,1,0,0,0,0,0,0,1,0,0,0,1,0.1,0,0,3,2,5,3,2,3,2,3,4,2,3,5,2,3,5,5,3,0.6,5,1,2.33333333333333,0.466666666666667,3,0.6,3.57142857142857,0.714285714285714,3,0.6,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,NA,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,3,1,1,2,0.5,0,0,2,0.666666666666667
"5/29/2024","5/29/2024",100,475,TRUE,"5","R_51cGvNNDe5jEYY4",0.800000012,1984,"Yes",35226,"White","No","Female","$50,001-60,000","Graduate or Professional School","Yes","No","No",NA,"Yes","5-10 years","Research","Research","","Nonprofit/Conservation Organization","Nonprofit/Conservation Organization","","Monthly",30,"Yes","Yes","Alive - Not Sedated","No",NA,"Jefferson,Mobile","No","TRUE","I don't know","TRUE","TRUE","FALSE","I don't know","I don't know","TRUE","Bites","I don't know","Disagree","Disagree","Neutral","Neutral","Disagree","Neutral","Neutral","Agree","Neutral","Neutral","Neutral","Disagree","Agree","Agree","Agree","Agree","Yes","State Wildlife Agency,Academic Publications,News Sources","State Wildlife Agency,Academic Publications,News Sources","","Yes","One day in-person conference","One day in-person conference","","Rabies,Leptospirosis,Vector borne diseases,One Health","Rabies,Leptospirosis,Vector borne diseases,One Health","","",1,0,0,1,40,1,1,"Research",0,0,"Nonprofit","Science/Technical",1,1,0,0,NA,"None",2,1,1,0,1,0.25,0,0,1,0,0,1,1,0,0,1,1,0,5,0.5,0,0,0,1,0,0,0,1,1,0,0,1,4,0.4,1,1,3,3,4,3,3,3,2,4,4,2,2,4,2,3,3,4,3,0.6,3.66666666666667,0.733333333333333,2.66666666666667,0.533333333333333,2.66666666666667,0.533333333333333,3,0.6,3,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,NA,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,2,1,1,2,0.5,0,0,2,0.666666666666667
