"SDATE","STIME","EDATE","ETIME","PROG","DURATION","FINISHED","RECDATE","RECTIME","ID","QSCORE","DOB","RESIDENT","ZIPCODE","RACE","ETHNICITY","GENDER","INCOME","EDUCATION","DEGREE","TWS","COURSE","COURSETIME","SELFTITLE","BIOTIME","ACTIVITY","ACTIVITYfill","othACTIVITY","AFFILIATE","AFFILIATEfill","othAFFILIATE","CONTACT","FIELD","COLLECT","HANDLE","STATE","PPE","PPETIME","COUNTIES","LICENSE","PIGS","BRUCE","CWD","FLUAL","FLU","COVID","COVIDSPILL","RABIESAL","RABIES","TURKEY","CWDAL","BATS","PPEREQ","EHD","DARWIN","POPRED","POPPLAN","SURVEY","VACCINE","PREVAL","DIVERSE","CONSEQ","CLIMATE","EDREQ","INFO","HANDSON","ACCESS","SOURCE","SOURCEfill","othSOURCE","INTEREST","FREEINFO","FREEINFOfill","othFREEINFO","TOPICS","TOPICSfill","othTOPICS","QSNCS","DURATIONmin","AGEnum","AGE","AGEint","LOCATION","AGEbin","RACEbin","GENDERbin","INCOMEbin","EDUCATIONbin","DEGREEbin","TWSbin","COURSEbin","SELFTITLEbin","LICENSEbin","COURSETIMEbin","BIOTIMEbin","PIGScorr","PIGScert","BRUCEcorr","BRUCEcert","CWDcorr","CWDcert","FLUALcorr","FLUALcert","FLUcorr","FLUcert","COVIDcorr","COVIDcert","COVIDSPILLcorr","COVIDSPILLcert","RABIESALcorr","RABIESALcert","RABIEScorr","RABIEScert","TURKEYcorr","TURKEYcert","CORRECTnum","CERTAINnum","CORRECTmed","CORRECTavg","CERTAINmed","CERTAINavg","CWDALatt","BATSatt","PPEREQatt","EHDatt","POPPLANatt","SURVEYatt","VACCINEatt","PREVALatt","DIVERSEatt","CONSEQatt","CLIMATEatt","EDREQatt","INFOatt","DARWINatt","POPREDatt","HANDSONatt","CWDALattnum","BATSattnum","PPEREQattnum","EHDattnum","POPPLANattnum","SURVEYattnum","VACCINEattnum","PREVALattnum","DIVERSEattnum","CONSEQattnum","CLIMATEattnum","EDREQattnum","INFOattnum","DARWINattnum","POPREDattnum","HANDSONattnum","ATTITUDEnum","ATTITUDEbin","FAVnum","NEUTRALnum","UNFAVnum","FAVbin","NEUTRALbin","UNFAVbin","nCOUNTIES","nCOUNTIESbin","COLLECTbin","HANDLEbin","PPEbin","FIELDbin","STATEbin","CONTACTbin","COUNTIESbin","PRACnum","PRACbin","nSOURCE","nFREEINFO","EDREQedu","INFOedu","HANDSONedu","EDREQedunum","HANDSONedunum","INFOedunum","nTOPICS","FREEINFOedu","TOPICSedu","SOURCEedu","ACCESSedu","INTERESTedu","INFOnum","INFObin"
"5/25/2024","11:02:00 AM","5/25/2024","11:13:00 AM",100,658,TRUE,"5/25/2024","11:13:00 AM","R_1J6oLEDqsfiOIWl",NA,1987,"Yes","35810","Black or African American","No","Female","$50,001-60,000","Graduate or Professional School","Yes","No","No","","No","10-20 years","Research","Research","","Academic/Research Institution","Academic/Research Institution","","Weekly",50,"No","No","","Yes","Usually (>75%)","Jackson,Madison","Yes","true","false","false","true","false","true","true","true","bites","i don't know","Disagree","Disagree","Agree","Neutral","Strongly Disagree","Disagree","Neutral","Strongly Agree","Agree","Agree","Agree","Neutral","Agree","Agree","Agree","Neutral","Yes","State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences","","Yes","One day in-person conference","One day in-person conference","","Other","Other","Wide scope of diseases with a focus on more immediate threats like those carried in wild pigs","",10.9666666666667,37,37,"30–39","Madison County",1,0,0,0,1,1,0,0,0,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,7,10,1,1,0,0,"Unfavorable","Unfavorable","Favorable","Neutral","Neutral","Favorable","Favorable","Favorable","Favorable","Neutral","Favorable","Favorable","Favorable","Favorable","Favorable","Neutral",0,0,2,1,1,2,2,2,2,1,2,2,2,2,2,1,24,1,10,4,2,1,1,0,2,2,0,0,0,1,NA,1,0,2,0,3,1,"More","More","Neutral",2,1,0,1,1,0,1,1,2,8,0
"5/21/2024","10:58:00 AM","5/21/2024","11:25:00 AM",100,1673,TRUE,"5/21/2024","11:25:00 AM","R_1kdr4jLs8RtTxKM",1,1964,"Yes","36360","White","No","Male","$100,001+","College Graduate/BA or BS (4-year degree)","Yes","Yes","No","","Yes",">20 years","Other","Administration","Admin fieldwork dealing with public","State/Provincial Government","State/Provincial Government","","Weekly",40,"Yes","No","","Yes","Usually (>75%)","Barbour,Bullock,Coffee,Covington,Crenshaw,Dale,Elmore,Geneva,Henry,Houston,Lee,Macon,Montgomery,Pike,Russell","Yes","true","false","false","true","false","true","true","true","bites","incinerate","Strongly Disagree","Disagree","Agree","Strongly Disagree","Disagree","Neutral","Neutral","Agree","Disagree","Neutral","Neutral","Neutral","Strongly Disagree","Strongly Agree","Agree","Neutral","Yes","State Wildlife Agency","State Wildlife Agency","","Yes","One day in-person conference","One day in-person conference","","Other","All","All","",27.8833333333333,60,60,"60+","Dale County",1,1,1,0,1,1,1,0,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,8,10,1,1,0,0,"Unfavorable","Unfavorable","Favorable","Unfavorable","Neutral","Favorable","Unfavorable","Neutral","Neutral","Neutral","Unfavorable","Favorable","Favorable","Favorable","Neutral","Neutral",0,0,2,0,1,2,0,1,1,1,0,2,2,2,1,1,16,0,5,6,5,0,1,1,15,15,1,0,0,0,NA,1,1,3,1,1,1,"More","More","Neutral",2,1,0,1,1,0,0,1,2,7,0
"5/28/2024","7:54:00 AM","5/28/2024","11:11:00 AM",100,11804,TRUE,"5/28/2024","11:11:00 AM","R_1SkwRCLX6wCGt7y",0.899999976,1989,"Yes","36420","White","No","Male","$60,001-70,000","Graduate or Professional School","Yes","Yes","Yes",">10 years","Yes","10-20 years","Land/Wildlife Management","Land/Wildlife Management","","Federal Government","Federal Government","","Monthly",40,"No","No","","Yes","Usually (>75%)","Covington,Escambia","Yes","true","false","false","true","false","true","true","true","bites","ignore","Strongly Disagree","Disagree","Strongly Agree","Disagree","Disagree","Neutral","Neutral","Strongly Agree","Agree","Agree","Strongly Agree","Neutral","Agree","Strongly Agree","Agree","Neutral","Yes","State Wildlife Agency,News Sources,Conferences","State Wildlife Agency,News Sources,Conferences","","Yes","One day in-person conference,One day virtual conference,Year-long once a month virtual conference","One day in-person conference,One day virtual conference,Year-long once a month virtual conference","","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","","",196.733333333333,35,35,"30–39","Covington County",0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,7,10,1,1,0,0,"Unfavorable","Unfavorable","Favorable","Unfavorable","Neutral","Favorable","Favorable","Favorable","Favorable","Neutral","Favorable","Favorable","Favorable","Favorable","Neutral","Neutral",0,0,2,0,1,2,2,2,2,1,2,2,2,2,1,1,22,1,9,4,3,1,1,0,2,2,0,0,0,0,NA,1,0,1,0,3,3,"More","More","Neutral",2,1,0,8,1,1,1,1,2,9,1
"5/20/2024","4:52:00 AM","5/20/2024","5:13:00 AM",100,1281,TRUE,"5/20/2024","5:13:00 AM","R_1YaTWw2uLsfW24x",1,1976,"Yes","35741","White","No","Female","$80,001-90,000","College Graduate/BA or BS (4-year degree)","Yes","No","No","","Yes",">20 years","Research","Research","","Academic/Research Institution","Academic/Research Institution","","Monthly",50,"No","No","","Yes","Usually (>75%)","Jackson,Lawrence,Limestone,Madison,Winston","Yes","true","false","false","true","false","true","i don't know","true","bites","ignore","Neutral","Agree","Agree","Strongly Disagree","Strongly Disagree","Neutral","Neutral","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Agree","Strongly Agree","Agree","Neutral","Yes","State Wildlife Agency,Academic Publications,News Sources","State Wildlife Agency,Academic Publications,News Sources","","Yes","One day in-person conference,One day virtual conference,Year-long once a month virtual conference","One day in-person conference,One day virtual conference,Year-long once a month virtual conference","","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health,Other","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health,Other","Nongame diseases ie ranavirus SFD etc","I think it would be great as wildlife professionals, if we had better / more training on wildlife disease. I learned most of what I kNow from past field training involving the collection of blood or other tissues and with field necropsies -  typically done when working as a technician (also while working as an assistant in a veterinary office). But a lot of field work, especially involving the handling of Non-game wildlife, in my experience didn't include training on zooNoses.  ",21.35,48,48,"40–49","Madison County",1,1,0,0,1,1,0,0,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,7,10,1,1,0,0,"Neutral","Favorable","Favorable","Unfavorable","Neutral","Favorable","Favorable","Favorable","Favorable","Favorable","Favorable","Favorable","Favorable","Favorable","Neutral","Neutral",1,2,2,0,1,2,2,2,2,2,2,2,2,2,1,1,26,1,11,4,1,1,1,0,5,5,0,0,0,1,NA,1,1,3,1,3,3,"More","More","Neutral",2,1,0,9,1,1,1,1,2,9,1
"5/16/2024","9:32:00 AM","5/29/2024","4:37:00 AM",100,1148659,TRUE,"5/29/2024","4:37:00 AM","R_2k6dOCZXYiJc6Ci",0.899999976,1987,"Yes","36701","White","No","Male","$60,001-70,000","Graduate or Professional School","Yes","No","Yes","5-10 years","No","5-10 years","Other","Land/Wildlife Management","Veterinary Medicine","Private Industry","Private Industry","","Monthly",0,"No","No","","Yes","Usually (>75%)","Dallas","Yes","true","false","false","true","false","true","true","true","bites","bury","Disagree","Neutral","Agree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Strongly Agree","Neutral","Strongly Agree","Agree","Agree","Neutral","Strongly Agree","Disagree","Neutral","Yes","State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences","","Yes","One day in-person conference","One day in-person conference","","Rabies,Influenza,Leptospirosis,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Vector borne diseases,CWD,SarsCoV2,One Health","","",19144.3166666667,37,37,"30–39","Dallas County",1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,7,10,1,1,0,0,"Unfavorable","Neutral","Favorable","Unfavorable","Unfavorable","Favorable","Neutral","Favorable","Favorable","Favorable","Neutral","Favorable","Unfavorable","Favorable","Favorable","Neutral",0,1,2,0,0,2,1,2,2,2,1,2,0,2,2,1,20,0,8,4,4,0,1,0,1,1,0,0,0,0,NA,1,0,1,0,3,1,"More","Less","Neutral",2,1,2,7,1,1,1,1,2,11,1
"5/15/2024","9:40:00 AM","5/15/2024","9:50:00 AM",100,591,TRUE,"5/15/2024","9:50:00 AM","R_2r7q83LSdX6JMc1",0.899999976,1984,"Yes","35555","White","No","Male","$90,001-100,000","College Graduate/BA or BS (4-year degree)","Yes","No","Yes",">10 years","Yes","10-20 years","Land/Wildlife Management","Land/Wildlife Management","","Private Industry","Private Industry","","Weekly",90,"No","No","","Yes","Usually (>75%)","Bibb,Colbert,Cullman,Fayette,Franklin,Greene,Jefferson,Lamar,Lawrence,Limestone,Marion,Pickens,Shelby,Sumter,Tuscaloosa,Walker,Winston","Yes","true","false","false","true","false","true","true","true","bites","bury","Disagree","Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Strongly Agree","Neutral","Agree","Agree","Disagree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Yes","Academic Publications","Academic Publications","","Yes","One day in-person conference","One day in-person conference","","Rabies,Influenza,Vector borne diseases,CWD,SarsCoV2","Rabies,Influenza,Vector borne diseases,CWD,SarsCoV2","","",9.85,40,40,"40–49","Fayette County",1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,7,10,1,1,0,0,"Unfavorable","Favorable","Favorable","Unfavorable","Unfavorable","Favorable","Neutral","Favorable","Favorable","Unfavorable","Unfavorable","Favorable","Favorable","Favorable","Favorable","Unfavorable",0,2,2,0,0,2,1,2,2,0,0,2,2,2,2,0,19,0,9,1,6,1,0,1,17,17,0,0,0,1,NA,1,1,3,1,1,1,"More","More","Less",2,0,0,5,1,1,0,1,2,7,0
"5/15/2024","1:17:00 AM","5/15/2024","1:26:00 AM",100,513,TRUE,"5/15/2024","1:26:00 AM","R_2tsAJ8Pc8CX4IGV",0.899999976,1959,"Yes","35475","White","No","Male","$100,001+","College Graduate/BA or BS (4-year degree)","Yes","Yes","No","","Yes",">20 years","Land/Wildlife Management","Land/Wildlife Management","","Private Industry","Private Industry","","Monthly",40,"Yes","No","","Yes","Usually (>75%)","Dallas,Greene,Hale,Marengo,Perry,Pickens,Tuscaloosa","No","true","i don't know","false","true","false","i don't know","i don't know","i don't know","bites","bury","Strongly Disagree","Agree","Neutral","Disagree","Neutral","Neutral","Disagree","Agree","Neutral","Agree","Neutral","Disagree","Neutral","Agree","Agree","Strongly Agree","Yes","Academic Publications,Conferences","Academic Publications,Conferences","","Yes","One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference","","CWD,Other","CWD,Other","LPDV in wild turkeys","",8.55,65,65,"60+","Tuscaloosa County",1,1,1,0,1,1,1,0,1,0,NA,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,5,10,0,0,0,0,"Unfavorable","Favorable","Neutral","Unfavorable","Unfavorable","Favorable","Neutral","Favorable","Neutral","Unfavorable","Neutral","Favorable","Favorable","Neutral","Neutral","Unfavorable",0,2,1,0,0,2,1,2,1,0,1,2,2,1,1,0,16,0,5,6,5,0,1,1,7,7,1,0,0,0,NA,1,1,3,1,2,2,"More","More","Less",2,0,0,2,1,0,0,1,2,6,0
"5/29/2024","10:46:00 AM","5/29/2024","11:07:00 AM",100,1259,TRUE,"5/29/2024","11:07:00 AM","R_30iTTbme947Y9K2",0.899999976,1980,"Yes","36567","White","No","Male","$90,001-100,000","College Graduate/BA or BS (4-year degree)","Yes","No","No","","Yes","10-20 years","Land/Wildlife Management","Land/Wildlife Management","","State/Provincial Government","State/Provincial Government","","Weekly",50,"No","No","","Yes","Usually (>75%)","Baldwin,Clarke,Escambia,Mobile,Monroe,Washington","Yes","true","false","true","true","false","i don't know","i don't know","i don't know","blood","incinerate","Disagree","Neutral","Agree","Disagree","Disagree","Disagree","Neutral","Agree","Agree","Neutral","Neutral","Neutral","Disagree","Agree","Agree","Disagree","No","State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences","","Yes","One day in-person conference,Year-long once a month virtual conference","One day in-person conference,Year-long once a month virtual conference","","Other","All","All","",20.9833333333333,44,44,"40–49","Baldwin County",1,1,1,0,1,1,0,0,1,1,NA,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,5,10,0,0,0,0,"Unfavorable","Neutral","Favorable","Unfavorable","Neutral","Favorable","Favorable","Neutral","Neutral","Neutral","Unfavorable","Favorable","Favorable","Favorable","Favorable","Favorable",0,1,2,0,1,2,2,1,1,1,0,2,2,2,2,2,21,1,8,5,3,0,1,0,6,6,0,0,0,1,NA,1,1,3,1,3,2,"More","More","More",2,2,0,1,1,0,1,0,2,8,0
"5/30/2024","3:44:00 AM","5/30/2024","3:57:00 AM",100,784,TRUE,"5/30/2024","3:57:00 AM","R_5CPVgdf1cSfcoYF",0.899999976,1989,"Yes","36756","White","No","Male","$40,001-50,000","College Graduate/BA or BS (4-year degree)","Yes","No","No","","Yes","<1 year","Land/Wildlife Management","Land/Wildlife Management","","Federal Government","Federal Government","","Daily",80,"No","No","","Yes","Usually (>75%)","Bibb,Perry","No","true","i don't know","true","false","false","true","true","true","bites","incinerate","Disagree","Agree","Agree","Agree","Disagree","Agree","Agree","Strongly Agree","Disagree","Neutral","Neutral","Neutral","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Yes","State Wildlife Agency,Academic Publications,News Sources,I have Not looked for health information","State Wildlife Agency,Academic Publications,News Sources,I have Not looked for health information","","Yes","One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference","","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","","",13.0666666666667,35,35,"30–39","Perry County",0,1,1,0,1,1,0,0,1,0,NA,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,5,10,0,0,0,0,"Unfavorable","Favorable","Favorable","Favorable","Favorable","Favorable","Unfavorable","Neutral","Neutral","Neutral","Favorable","Favorable","Favorable","Favorable","Unfavorable","Unfavorable",0,2,2,2,2,2,0,1,1,1,2,2,2,2,0,0,21,1,9,3,4,1,0,0,2,2,0,0,0,1,NA,1,0,2,0,4,2,"More","More","Less",2,0,0,8,1,1,1,1,2,8,0
"5/22/2024","10:32:00 AM","5/22/2024","10:57:00 AM",100,1505,TRUE,"5/22/2024","10:57:00 AM","R_5LclsanPJAA82MS",0.800000012,1960,"Yes","36104","White","No","Male","$100,001+","Graduate or Professional School","Yes","Yes","No","","Yes",">20 years","Education","Education","","State/Provincial Government","State/Provincial Government","","Rarely",30,"No","No","","Yes","Usually (>75%)","","Yes","true","false","false","true","false","true","i don't know","true","bites","i don't know","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Neutral","Strongly Agree","Disagree","Disagree","Neutral","Disagree","Neutral","Disagree","Agree","Agree","No","State Wildlife Agency,Academic Publications,News Sources","State Wildlife Agency,Academic Publications,News Sources","","Yes","One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference","","Rabies,Influenza,Leptospirosis,CWD","Rabies,Influenza,Leptospirosis,CWD","","",25.0833333333333,64,64,"60+","Montgomery County",1,1,1,0,1,1,1,0,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,7,10,1,1,0,0,"Unfavorable","Favorable","Favorable","Unfavorable","Neutral","Favorable","Unfavorable","Unfavorable","Neutral","Unfavorable","Neutral","Unfavorable","Favorable","Favorable","Favorable","Unfavorable",0,2,2,0,1,2,0,0,1,0,1,0,2,2,2,0,15,0,6,3,7,0,0,1,1,1,0,0,0,0,NA,0,0,0,0,3,2,"Less","More","Less",0,0,0,4,1,1,1,0,2,5,0
"5/28/2024","11:00:00 AM","5/28/2024","11:13:00 AM",100,794,TRUE,"5/28/2024","11:13:00 AM","R_6pFJzSCHqDBWYeP",0.699999988,1966,"Yes","35674","White","No","Male","$100,001+","Some College/AA or AS (2-year degree)","No","No","No","","No","<1 year","Other","Other","","State/Provincial Government","State/Provincial Government","","Monthly",80,"Yes","No","","Yes","Usually (>75%)","Colbert,Franklin,Lauderdale","Yes","true","false","false","true","false","true","true","true","bites","bury","Neutral","Agree","Agree","Disagree","Disagree","Agree","Agree","Strongly Agree","Neutral","Agree","Agree","Neutral","Neutral","Agree","Agree","Agree","Yes","State Wildlife Agency,Academic Publications","State Wildlife Agency,Academic Publications","","Yes","Year-long once a month virtual conference","Year-long once a month virtual conference","","Rabies,Leptospirosis,Vector borne diseases,CWD","Rabies,Leptospirosis,Vector borne diseases,CWD","","",13.2333333333333,58,58,"50–59","Colbert County",1,1,1,0,0,0,0,0,0,1,NA,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,7,10,1,1,0,0,"Neutral","Favorable","Favorable","Unfavorable","Favorable","Favorable","Neutral","Favorable","Favorable","Neutral","Neutral","Favorable","Favorable","Favorable","Unfavorable","Unfavorable",1,2,2,0,2,2,1,2,2,1,1,2,2,2,0,0,22,1,9,4,3,1,1,0,3,3,1,0,0,1,NA,1,0,3,1,2,1,"More","More","Less",2,0,0,4,1,1,0,1,2,7,0
"5/15/2024","11:25:00 AM","5/15/2024","3:54:00 AM",100,16187,TRUE,"5/15/2024","3:54:00 AM","R_7JLqT2RlBR4FhS9",1,1967,"Yes","36532","White","No","Male","$100,001+","Graduate or Professional School","Yes","No","No","","Yes",">20 years","Administration","Administration","","Federal Government","Federal Government","","Daily",20,"Yes","No","","Yes","Usually (>75%)","Baldwin,Bibb,Cleburne,Conecuh,Escambia,Jackson,Lauderdale,Limestone","Yes","true","i don't know","true","true","i don't know","i don't know","true","true","bites","bury","Agree","Agree","Agree","Neutral","Neutral","Strongly Disagree","Disagree","Disagree","Disagree","Agree","Agree","Neutral","Disagree","Strongly Agree","Disagree","Disagree","No","State Wildlife Agency,Academic Publications","State Wildlife Agency,Academic Publications","","Yes","One day virtual conference","One day virtual conference","","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","","",269.783333333333,57,57,"50–59","Baldwin County",1,1,1,0,1,1,0,0,1,1,NA,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,3,10,0,0,0,0,"Favorable","Favorable","Favorable","Neutral","Unfavorable","Unfavorable","Unfavorable","Favorable","Favorable","Neutral","Unfavorable","Favorable","Unfavorable","Neutral","Favorable","Favorable",2,2,2,1,0,0,0,2,2,1,0,2,0,1,2,2,19,0,8,3,5,0,0,1,8,8,1,0,0,0,NA,1,1,3,1,2,1,"More","Less","More",2,2,2,8,1,1,0,0,2,10,1
"5/21/2024","8:20:00 AM","5/21/2024","8:28:00 AM",100,492,TRUE,"5/21/2024","8:28:00 AM","R_7jTc2I9y8QiQuVX",0.899999976,1997,"Yes","36526","White","No","Male","$20,001-30,000","Graduate or Professional School","Yes","No","No","","Yes","1-5 years","Land/Wildlife Management","Land/Wildlife Management","","Federal Government","Federal Government","","Monthly",70,"No","No","","Yes","Usually (>75%)","Conecuh,Covington,Monroe","No","true","false","true","true","false","true","true","true","bites","bury","Disagree","Strongly Disagree","Agree","Strongly Agree","Disagree","Disagree","Neutral","Agree","Disagree","Agree","Agree","Neutral","Agree","Neutral","Agree","Strongly Agree","Yes","State Wildlife Agency,Academic Publications,News Sources","State Wildlife Agency,Academic Publications,News Sources","","Yes","One day in-person conference","One day in-person conference","","Rabies,Leptospirosis,Vector borne diseases,CWD,One Health","Rabies,Leptospirosis,Vector borne diseases,CWD,One Health","","",8.2,27,27,"20–29","Baldwin County",0,1,1,0,1,1,0,0,1,0,NA,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,6,10,0,0,0,0,"Unfavorable","Unfavorable","Favorable","Favorable","Neutral","Favorable","Unfavorable","Favorable","Favorable","Neutral","Favorable","Neutral","Favorable","Favorable","Favorable","Unfavorable",0,0,2,2,1,2,0,2,2,1,2,1,2,2,2,0,21,1,9,3,4,1,0,0,3,3,0,0,0,1,NA,1,0,2,0,3,1,"Neutral","More","Less",1,0,0,5,1,1,1,1,2,7,0
"6/4/2024","3:01:00 AM","6/4/2024","3:10:00 AM",100,533,TRUE,"6/4/2024","3:10:00 AM","R_7KpO52tojefh6mx",1,1963,"Yes","36345","White","No","Male","$100,001+","College Graduate/BA or BS (4-year degree)","Yes","No","Yes",">10 years","Yes","10-20 years","Land/Wildlife Management","Land/Wildlife Management","","Federal Government","Federal Government","","Daily",100,"Yes","No","","Yes","Usually (>75%)","Barbour,Coffee,Dale,Henry,Houston","Yes","true","false","false","true","false","true","i don't know","true","bites","incinerate","Disagree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Neutral","Agree","Agree","Neutral","Disagree","Agree","Agree","Agree","Yes","State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences","","Yes","One day in-person conference","One day in-person conference","","Influenza,Vector borne diseases,CWD,SarsCoV2","Influenza,Vector borne diseases,CWD,SarsCoV2","","",8.88333333333333,61,61,"60+","Henry County",1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,8,10,1,1,0,0,"Unfavorable","Favorable","Favorable","Unfavorable","Favorable","Favorable","Neutral","Favorable","Favorable","Neutral","Unfavorable","Favorable","Favorable","Favorable","Unfavorable","Unfavorable",0,2,2,0,2,2,1,2,2,1,0,2,2,2,0,0,20,0,9,2,5,1,0,1,5,5,1,0,0,1,NA,1,1,4,1,3,1,"More","More","Less",2,0,0,4,1,1,1,1,2,8,0
"5/15/2024","12:57:00 PM","5/16/2024","12:55:00 PM",100,86298,TRUE,"5/16/2024","12:55:00 PM","R_7LONTWAVRb3079Y",1,1999,"Yes","36830","Other","Yes","Male","$0-20,000","College Graduate/BA or BS (4-year degree)","Yes","No","No","","Yes","1-5 years","Research","Research","","Academic/Research Institution","Academic/Research Institution","","Weekly",50,"Yes","No","","Yes","Usually (>75%)","Bullock,Dale,Geneva,Henry,Lee,Russell","Yes","true","false","false","i don't know","false","true","false","false","bites","i don't know","Disagree","Neutral","Strongly Disagree","Agree","Strongly Disagree","Agree","Neutral","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Yes","State Wildlife Agency,Academic Publications","State Wildlife Agency,Academic Publications","","Yes","One day in-person conference","One day in-person conference","","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","","",1438.3,25,25,"20–29","Lee County",0,0,1,0,1,1,0,0,1,1,NA,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,8,10,1,1,0,0,"Unfavorable","Neutral","Unfavorable","Favorable","Neutral","Favorable","Favorable","Favorable","Favorable","Favorable","Favorable","Favorable","Favorable","Favorable","Unfavorable","Unfavorable",0,1,0,2,1,2,2,2,2,2,2,2,2,2,0,0,22,1,10,2,4,1,0,0,6,6,1,0,0,1,NA,1,1,4,1,2,1,"More","More","Less",2,0,0,8,1,1,0,1,2,7,0
"5/16/2024","2:07:00 AM","5/16/2024","2:13:00 AM",100,368,TRUE,"5/16/2024","2:13:00 AM","R_7WSZBSZQFPnYKdj",1,1995,"Yes","35453","White","No","Female","$20,001-30,000","College Graduate/BA or BS (4-year degree)","Yes","No","Yes","5-10 years","Yes","5-10 years","Land/Wildlife Management","Land/Wildlife Management","","State/Provincial Government","State/Provincial Government","","Weekly",80,"No","No","","Yes","Usually (>75%)","Hale,Tuscaloosa","Yes","true","false","false","true","false","true","true","true","bites","bury","Agree","Agree","Agree","Disagree","Disagree","Neutral","Disagree","Agree","Neutral","Disagree","Disagree","Neutral","Agree","Strongly Agree","Disagree","Disagree","Yes","State Wildlife Agency,Academic Publications","State Wildlife Agency,Academic Publications","","Yes","One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference","","Rabies,Leptospirosis,Vector borne diseases","Rabies,Leptospirosis,Vector borne diseases","","",6.13333333333333,29,29,"20–29","Tuscaloosa County",0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,7,10,1,1,0,0,"Favorable","Favorable","Favorable","Unfavorable","Unfavorable","Favorable","Neutral","Unfavorable","Unfavorable","Neutral","Favorable","Favorable","Unfavorable","Favorable","Neutral","Favorable",2,2,2,0,0,2,1,0,0,1,2,2,0,2,1,2,19,0,8,3,5,0,0,1,2,2,0,0,0,1,NA,1,0,2,0,2,2,"More","Less","More",2,2,2,3,1,0,0,1,2,10,1
