"COMPLETE","ID","QSCORE","DOB","AGE","RESIDENT","ZIPCODE","RACE","ETHNICITY","GENDER","INCOME","EDUCATION","DEGREE","TWS","COURSE","COURSETIME","SELFTITLE","BIOTIME","ACTIVITY","AFFILIATE","CONTACT","FIELD","COLLECT","HANDLE","STATE","PPE","PPETIME","COUNTIES","LICENSE","PIGS","BRUCE","CWD","FLUAL","FLU","COVID","COVIDSPILL","RABIESAL","RABIES","TURKEY","CWDAL","BATS","PPEREQ","EHD","DARWIN","POPRED","POPPLAN","SURVEY","VACCINE","PREVAL","DIVERSE","CONSEQ","CLIMATE","EDREQ","INFO","HANDSON","ACCESS","SOURCE","INTEREST","FREEINFO","TOPICS","QSNCS","GENDERb","FREEINFOcount","TOPICScount","SOURCEcount","PIGSp","BRUCEp","CWDp","FLUALp","FLUp","COVIDp","COVIDSPILLp","RABIESALp","RABIESp","TURKEYp","COUNTIEScount"
100,"R_5V3nC8DrfonrTme",0.899999976,1992,"0","Yes",35476,"White","No","Female",0,"1","1","1","0","","1","1","Administration","Nonprofit/Conservation Organization","0","0","0","0",NA,NA,NA,0,"0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","1","0","1","1","0","1","0",1,"1",0,1,"",0,2,8,5,"1","0","1","0","0","0","0","0","1","0",1
100,"R_1azwtLJV7voVg8x",0.400000006,1954,"1","Yes",36830,"White","No","Male",1,"1","1","1","0","","1","1","Education","Professional Societies or Associations","1","0","0","0",NA,"0","0",0,"0","1","1","1","1","1","1","1","0","1","0","0","0","1","0","1","1","1","1","0","1","1","0","1","1","0","1","0",1,"1",1,1,"Zoonotic issues will continue to increase in importance as human populations grow and the speed of human travel increases. ",1,7,8,6,"1","1","1","1","1","1","1","1","1","1",1
100,"R_3lAXApxAqxDaYBA",0.899999976,1999,"0","Yes",36832,"White","No","Female",0,"1","1","1","0","","1","0","Research","Academic/Research Institution","0","0","0","0",NA,"0","0",0,"1","1","0","1","1","1","1","1","0","1","1","0","1","1","0","1","0","1","1","0","1","1","1","1","1","1","1","0",1,"1",0,1,"Asynchronous course",0,2,6,4,"1","0","1","1","1","1","1","1","1","1",5
100,"R_1zqkwwd0mCv9GVn",0.400000006,1991,"0","Yes",35476,"White","No","Female",0,"1","1","1","1","1","1","0","Research","Federal Government","1","0","1","1","0","0","0",0,"1","1","1","1","1","1","1","0","1","1","0","0","1","1","0","1","0","1","1","1","1","1","0","0","1","0","0","1",0,"1",1,1,"",0,7,7,2,"1","1","1","1","1","1","0","1","1","1",8
100,"R_6NVOAbb1f3peHDh",0.699999988,1995,"0","Yes",35071,"White","No","Male",0,"1","1","0","0","","1","0","Research","Academic/Research Institution","1","0","1","1","1","1",NA,0,"1","1","0","0","1","1","1","1","0","1","0","0","0","1","0","1","1","1","1","1","0","1","0","1","0","1","1","0",0,"1",1,0,"",1,4,3,2,"1","0","0","1","1","1","1","0","1","0",1
100,"R_5s4SosItHmjPTlt",0.899999976,1990,"0","Yes",35473,"White","No","Male",1,"1","1","0","0","","1","1","Land/Wildlife Management","State/Provincial Government","1","1","0","1","1","1",NA,1,"0","1","1","0","1","1","0","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","0","1","1","1","1","1",0,"0",0,0,"",1,2,2,3,"1","1","0","1","1","0","0","0","1","0",22
100,"R_5At4RPWPx4LUKm5",1,1968,"1","Yes",35503,"White","No","Male",1,"1","1","0","0","","1","1","Land/Wildlife Management","State/Provincial Government","1","1","1","1","0","0","0",0,"1","1","1","1","1","1","1","0","0","1","0","0","1","1","0","1","1","0","1","0","1","1","0","0","1","1","1","1",0,"1",0,0,"",1,2,3,1,"1","1","1","1","1","1","1","1","1","1",6
100,"R_6NPou7JBRT4b0Td",0.899999976,1992,"0","Yes",36874,"White","No","Female",0,"1","1","0","0","","1","1","Land/Wildlife Management","State/Provincial Government","1","1","1","0",NA,"0","0",0,"1","1","1","1","1","1","1","0","0","1","0","0","1","1","0","0","0","0","1","0","1","1","0","1","1","0","1","1",0,"1",1,1,"",0,4,6,3,"1","1","1","1","1","1","1","1","1","1",4
100,"R_52Oq5ulpq2eBUBP",0.699999988,1982,"1","Yes",36053,"White","No","Male",0,"1","1","0","1","0","0","0","Land/Wildlife Management","State/Provincial Government","1","1","1","1","0","0","0",0,"1","1","1","1","1","1","0","0","0","1","0","0","0","1","0","1","0","1","1","0","0","1","1","0","1","0","0","1",0,"1",1,0,"",1,7,3,3,"1","1","1","1","1","0","1","1","1","1",2
100,"R_1G0UJr2rbRxatfk",0.899999976,1985,"1","Yes",36207,"White","No","Male",1,"1","1","0","0","","1","1","Land/Wildlife Management","State/Provincial Government","1","0","1","1","0","0","0",0,"1","1","1","1","1","1","1","0","0","0","0","0","1","1","0","0","0","0","1","0","1","1","0","0","1","1","0","1",0,"1",0,0,"",1,2,2,1,"1","1","1","1","1","1","0","1","1","1",5
100,"R_7kOoZ6NeP5yYdFo",0.699999988,1973,"1","Yes",36251,"White","No","Male",0,"1","1","0","1","0","1","1","Land/Wildlife Management","State/Provincial Government","1","0","1","1","0","0","0",0,"1","1","1","1","1","1","1","0","0","1","0","0","0","1","0","1","0","0","1","0","1","0","0","0","1","0","1","1",0,"1",1,0,"Lymphoproliferative disease",1,5,1,3,"1","1","1","1","1","1","0","1","1","1",6
100,"R_1kdr4jLs8RtTxKM",1,1964,"1","Yes",36360,"White","No","Male",1,"1","1","1","0","","1","1","Administration","State/Provincial Government","1","0","1","0",NA,"0","0",1,"1","1","1","1","1","1","1","0","0","1","1","0","0","1","0","1","0","0","1","0","0","0","0","0","1","1","0","1",0,"1",0,0,"All diseases",1,2,1,1,"1","1","1","1","1","1","1","1","1","1",15
100,"R_3KeVF91KL8u159I",0.899999976,1997,"0","Yes",35907,"White","No","Male",0,"1","1","0","0","","1","0","Land/Wildlife Management","State/Provincial Government","1","1","1","1","0","0","0",0,"1","1","1","1","1","1","0","0","0","1","0","0","1","0","0","0","0","0","1","1","1","1","0","0","1","1","0","1",0,"1",0,0,"",1,3,3,2,"1","1","1","1","1","0","0","1","1","1",5
100,"R_5H8z55hdlP40wut",0.600000024,1975,"1","Yes",35136,"White","No","Female",1,"1","1","0","1","0","1","1","Education","State/Provincial Government","1","0","0","0",NA,"0","0",0,"1","1","0","1","1","1","1","0","0","1","0","0","1","1","0","1","1","0","1","0","1","0","1","0","1","1","0","1",0,"1",0,1," Parasites, Rabbit hemorrhagic disease",0,2,9,3,"1","1","1","1","1","1","1","1","1","1",5
100,"R_7eLAAMjlKpkcAX9",0.699999988,1976,"1","Yes",35572,"White","No","Female",1,"1","1","1","1","0","1","1","Land/Wildlife Management","Federal Government","1","0","0","0",NA,"0","0",0,"0","1","1","1","1","1","1","0","0","1","0","0","0","1","0","1","1","1","1","1","1","1","0","1","1","0","0","0",0,"1",1,1,"Asynchronous course, Emerging and herp diseases",0,4,6,1,"1","1","1","1","1","1","1","1","1","1",2
100,"R_1fe2ITJlZzQMlqR",0.899999976,1977,"1","Yes",36272,"White","No","Male",1,"1","1","0","0","","1","1","Consulting","Private Industry","1","0","0","0",NA,"1",NA,0,"1","1","1","1","1","1","1","0","0","1","0","0","1","0","0","1","1","0","1","0","0","0","1","1","1","1","1","1",1,"1",0,0,"",1,2,3,6,"1","1","1","1","1","1","1","1","1","1",3
100,"R_5b44fjqG5b3pc1T",0.899999976,1997,"0","Yes",35205,"White","No","Female",0,"1","1","0","1","1","1","0","Research","Academic/Research Institution","1","0","1","1","0","0","0",0,"1","1","1","1","0","1","1","0","0","1","1","0","0","1","0","1","0","0","1","1","1","1","0","1","1","0","0","0",1,"1",1,1,"",0,4,5,4,"1","1","1","1","1","1","0","1","1","1",1
100,"R_7gYt1tKKjLsOHHG",0.899999976,1996,"0","Yes",35963,"White","No","Female",0,"1","1","0","0","","1","0","Land/Wildlife Management","Nonprofit/Conservation Organization","1","0","0","0",NA,NA,NA,1,"0","1","0","1","1","1","0","0","0","1","0","0","0","0","0","1","1","0","1","1","0","1","0","1","1","0","0","1",1,"1",1,1,"",0,7,6,5,"1","0","1","1","1","0","0","1","1","0",12
100,"R_74l1hIqg2EJQCSl",0.899999976,1993,"0","Yes",35216,"White","Yes","Male",1,"1","1","0","0","","1","0","Land/Wildlife Management","Private Industry","1","1","1","1","1","0","0",0,"1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","1","0","0","1","1","1","1","0","1","1","0","0","0",1,"1",1,0,"",1,4,4,4,"1","1","1","1","1","1","1","1","1","1",3
100,"R_7YJKKQuraOk9lWU",0.400000006,1990,"0","Yes",36092,"White","No","Male",0,"1","1","0","0","","1","0","Land/Wildlife Management","State/Provincial Government","0","0","0","0",NA,"0","0",0,"1","1","1","1","1","1","1","0","1","1","0","0","1","1","0","1","0","0","1","0","0","0","1","0","1","0","1","0",0,"1",1,1,"",1,5,5,3,"1","1","1","1","1","1","0","1","1","1",2
100,"R_5sSeoSfekmF7uHo",0.899999976,1998,"0","Yes",35640,"White","No","Male",1,"1","1","0","0","","0","0","Land/Wildlife Management","State/Provincial Government","1","1","1","1","0","0","0",0,"1","1","0","1","1","1","0","0","0","1","0","0","0","0","0","1","1","0","1","1","0","0","0","0","0","1","1","0",0,"1",0,1,"For clarity on my experience, I am not a certified wildlife biologist. I do have a bachelor's degree in biology (focus in ecology and field biology). I am a biologist aide for the state and I collect numerous disease samples from both wild pigs and deer.",1,2,8,1,"1","0","1","1","1","0","0","0","1","1",6
100,"R_69qfOVGxjxEuQJr",0.400000006,1992,"0","Yes",36526,"White","No","Male",1,"1","1","0","1","1","1","0","Land/Wildlife Management","State/Provincial Government","1","1","1","1","0","0","0",0,"0","1","1","1","0","1","0","1","1","1","0","0","0","1","0","1","0","0","1","0","1","0","0","0","1","0","1","1",0,"1",0,1,"",1,2,5,1,"1","1","1","0","1","0","1","1","1","1",3
100,"R_7q4eFMhWd7HhjJy",0.899999976,1975,"1","Yes",36580,"White","No","Male",1,"1","1","0","1","0","1","1","Administration","State/Provincial Government","0","0","0","0",NA,"0","1",0,"1","1","1","1","1","1","0","0","0","1","1","0","0","1","0","1","0","0","1","1","1","1","0","1","1","1","0","1",0,"1",1,1,"",1,5,8,3,"1","1","1","1","1","0","1","1","1","1",2
100,"R_1mbJPBdRHPu1Vol",0.200000003,1997,"0","Yes",36527,"White","No","Male",0,"1","1","0","0","","1","0","Land/Wildlife Management","State/Provincial Government","1","1","1","1","0","0","0",0,"1","1","1","1","1","1","1","0","0","0","0","0","1","1","0","1","1","0","1","0","0","0","0","0","1","1","1","1",0,"1",0,1,"",1,2,5,3,"1","1","1","1","1","1","0","1","1","1",10
100,"R_5Sc7FfWelmrB116",0.200000003,1989,"0","Yes",36732,"White","No","Male",0,"1","1","0","1","0","1","1","Land/Wildlife Management","State/Provincial Government","1","1","1","0",NA,"0","0",0,"1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","0","0","0","1","0","1","1","0","0","1","0","0","1",0,"1",1,1,"",1,4,8,3,"1","1","1","1","1","1","0","1","1","1",5
100,"R_116DfQmDDJ3kHV1",0.5,1991,"0","Yes",35811,"White","No","Male",1,"1","1","0","0","","1","1","Land/Wildlife Management","State/Provincial Government","0","1","0","0",NA,"0","0",0,"1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","1","1","0","1","0","0","0",0,"0",0,1,"",1,2,8,1,"1","1","1","1","1","1","1","0","0","1",3
100,"R_5LclsanPJAA82MS",0.800000012,1960,"1","Yes",36104,"White","No","Male",1,"1","1","1","0","","1","1","Education","State/Provincial Government","0","0","0","0",NA,"0","0",0,"1","1","1","1","1","1","1","0","0","1","0","0","1","1","0","1","1","0","1","0","0","0","0","0","0","1","1","0",0,"1",1,0,"",1,4,4,3,"1","1","1","1","1","1","0","1","1","0",0
100,"R_6I9HnnsrTlnJVN7",0.899999976,1997,"0","Yes",35475,"White","No","Female",0,"1","1","0","0","","1","0","Research","Academic/Research Institution","1","0","1","1","1",NA,NA,0,"0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","1","1","0","1","0","1","1","0","0","0",0,"1",0,1,"I do work in freshwater systems more, but this is still very limited information for me. ",0,2,5,2,"1","0","0","0","0","0","0","0","1","0",3
100,"R_7DNTJuLmczsOduV",0.5,1988,"1","Yes",36360,"White","No","Male",1,"1","1","0","1","0","1","1","Land/Wildlife Management","State/Provincial Government","1","1","1","1","0","0","0",1,"1","1","0","1","1","1","1","0","0","1","1","0","1","0","0","1","0","0","1","0","1","1","1","0","1","0","1","1",1,"1",0,0,"African swine fever",1,2,1,4,"1","1","1","1","1","1","1","1","1","1",19
100,"R_7SM8E6s07qajcMF",0.899999976,1995,"0","Yes",36752,"White","No","Male",1,"1","1","0","1","1","1","1","Land/Wildlife Management","State/Provincial Government","1","1","0","0",NA,"0","0",0,"1","1","1","1","1","1","0","1","0","0","1","0","0","1","0","1","0","0","1","1","1","1","0","0","1","1","1","1",0,"1",1,0,"",1,4,2,2,"1","1","1","1","1","1","1","0","1","1",1
100,"R_60AFWUly7HhCH55",0.899999976,1981,"1","Yes",36863,"White","No","Female",0,"1","1","0","1","1","1","0","Research","Academic/Research Institution","1","0","1","1","0","0","0",0,"1","1","1","1","1","1","1","0","0","1","0","0","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1",0,"1",1,1,"",0,7,8,3,"1","1","1","1","1","1","0","1","1","1",2
100,"R_3erYhs68RZRtqxb",1,1974,"1","Yes",35768,"White","No","Male",1,"1","1","1","1","0","1","1","Land/Wildlife Management","State/Provincial Government","1","0","1","1","0","0","0",1,"1","1","1","1","1","1","1","0","0","1","0","0","0","1","0","1","1","1","1","0","1","1","0","0","1","1","0","1",0,"1",0,1,"",1,2,7,1,"1","1","1","1","1","1","1","1","1","1",16
100,"R_7nTdFn8U8QdBsZz",0.800000012,1993,"0","Yes",35405,"White","No","Male",0,"1","1","0","0","","1","0","Land/Wildlife Management","State/Provincial Government","1","0","0","0",NA,"1",NA,1,"0","1","0","1","1","0","0","0","0","1","0","0","0","1","0","1","0","0","1","1","0","1","1","1","0","1","0","0",0,"1",1,0,"",1,7,4,1,"1","0","1","1","1","0","0","1","1","0",18
100,"R_7mA9FnbkpuWksaB",0.800000012,1995,"0","Yes",35768,"White","No","Male",0,"1","1","0","1","1","1","0","Land/Wildlife Management","State/Provincial Government","1","1","1","1","0","0","0",0,"1","1","1","1","1","1","1","0","0","1","0","0","1","1","0","0","1","0","1","0","1","1","0","0","1","1","1","1",0,"1",0,0,"",1,2,3,3,"1","1","1","1","1","1","0","1","1","1",3
100,"R_6a8NaCJjnWomZse",0.600000024,1968,"1","Yes",36545,"White","No","Male",0,"0","0","0","0","","1","1","Land/Wildlife Management","State/Provincial Government","1","1","1","1","0","0","0",0,"1","1","1","1","1","1","0","0","0","1","0","0","1","1","0","0","0","0","0","1","1","0","0","0","1","1","1","1",0,"1",1,1,"I don’t have any major concerns in this general area.",1,4,6,1,"1","1","1","1","1","0","0","1","1","1",2
100,"R_31CzPCk55kiGSYh",0.5,1961,"1","Yes",36545,"White","No","Male",1,"1","1","1","1","0","1","1","Land/Wildlife Management","State/Provincial Government","0","0","0","0",NA,"0","0",0,"1","1","1","1","1","1","1","0","0","1","0","0","0","1","0","1","1","1","1","1","0","0","0","0","1","1","0","1",0,"1",0,0,"The question regarding the fresh turkey did not offer sufficient information to make an informed decision.",1,2,1,3,"1","1","1","1","1","1","1","1","1","1",4
100,"R_1Sjg1eP9aUqyzMg",0.5,1980,"1","Yes",36317,"White","No","Male",1,"1","1","0","0","","1","1","Land/Wildlife Management","State/Provincial Government","1","0","1","1","0","0","0",0,"1","1","1","1","1","1","1","0","0","1","0","0","1","1","0","0","1","0","1","1","1","1","1","0","1","0","1","1",0,"1",0,0,"",1,3,1,1,"1","1","1","1","1","1","1","1","1","1",6
100,"R_7fvOHU9YoykLuFw",0.699999988,1965,"1","Yes",36752,"White","No","Male",0,"0","0","0","0","","0","1","Land/Wildlife Management","State/Provincial Government","1","1","0","0",NA,"0","0",0,"1","0","0","1","1","1","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0",0,"0",0,1,"",1,2,8,1,"0","1","1","1","1","0","0","1","1","1",1
100,"R_72C5VfcbQdEmLp7",1,1994,"0","Yes",36330,"White","No","Male",1,"1","1","0","0","","1","0","Land/Wildlife Management","State/Provincial Government","1","1","1","1","0","0","0",0,"1","1","1","1","1","1","0","1","0","1","1","0","1","0","0","1","0","0","1","1","1","0","1","0","1","0","1","1",1,"1",0,0,"",1,3,3,4,"1","1","1","1","1","1","1","1","1","1",3
100,"R_1J6oLEDqsfiOIWl",NA,1987,"1","Yes",35810,"Black or African American","No","Female",0,"1","1","0","0","","0","1","Research","Academic/Research Institution","1","0","0","0",NA,"0","0",0,"1","1","1","1","1","1","1","0","0","1","0","0","0","1","0","1","1","0","1","1","1","1","0","1","1","1","0","1",0,"1",0,0,"Wide scope of diseases with a focus on more immediate threats like those carried in wild pigs",0,2,1,3,"1","1","1","1","1","1","1","1","1","0",2
100,"R_5wXky7C3ODFm9GN",0.400000006,1990,"0","Yes",35136,"White","No","Male",1,"0","0","0","0","","0","1","Land/Wildlife Management","State/Provincial Government","1","1","1","1","0","0","0",0,"1","1","1","1","1","1","0","1","0","1","1","0","0","1","0","1","0","0","1","0","1","1","0","0","1","1","1","1",0,"1",0,0,"",1,2,3,1,"1","1","1","1","1","1","1","1","1","1",3
100,"R_6rN0uUoOCYoWkhp",0.800000012,1958,"1","Yes",36567,"White","No","Male",0,"0","0","0","0","","0","1","Land/Wildlife Management","State/Provincial Government","1","1","0","0",NA,"0","0",0,"1","1","1","1","1","0","0","1","0","1","1","0","0","1","0","1","0","1","1","0","0","0","0","0","1","1","0","1",0,"1",0,0,"being observant is a key factor, all diseases",1,2,1,2,"1","1","1","1","0","1","1","1","1","1",5
100,"R_5R8dAcdx8Ls1pHO",0.899999976,1962,"1","Yes",36567,"White","No","Male",0,"0","0","0","0","","0","0","Research","Nonprofit/Conservation Organization","1","1","1","0",NA,"0","0",0,"1","1","1","1","0","1","0","1","0","1","0","0","0","1","1","1","1","0","1","0","1","0","0","0","1","1","1","1",0,"1",0,0,"",1,3,1,1,"1","1","1","0","1","0","1","1","1","1",7
100,"R_6Q5ZWB9e4LDrhHQ",1,1987,"1","Yes",36832,"White","No","Male",1,"1","1","0","1","0","1","1","Consulting","State/Provincial Government","1","0","1","1","0","0","0",1,"1","1","1","1","1","1","1","0","0","1","0","0","1","1","0","1","1","0","1","0","1","1","0","0","1","0","1","0",0,"1",0,0,"",1,2,4,2,"1","1","1","1","1","1","1","1","1","1",15
100,"R_6Gw6dnuRMm4QxWC",1,2004,"0","Yes",36830,"White","No","I prefer not to answer",0,"0","0","0","0","","0","0","Land/Wildlife Management","Academic/Research Institution","1","1","0","0",NA,"0","1",0,"0","1","1","0","1","0","0","0","0","1","1","0","0","0","1","1","1","0","1","1","0","0","1","1","1","0","1","1",0,"1",0,0,"",NA,2,3,2,"1","1","1","1","0","0","0","0","1","1",1
100,"R_58SsHJ4nN41MPbz",1,2003,"0","Yes",36830,"White","No","Female",1,"0","0","0","1","1","1","0","Research","Academic/Research Institution","1","0","1","1","1","0","0",0,"1","1","1","0","0","0","0","0","0","1","0","0","1","1","0","1","1","1","1","1","1","1","1","1","1","0","0","1",0,"1",0,0,"",0,2,3,3,"1","1","0","0","0","0","0","0","1","0",2
100,"R_302jCNSWwGXmxFe",0.899999976,1967,"1","Yes",35616,"White","No","Male",1,"0","0","0","0","","0","0","Land/Wildlife Management","State/Provincial Government","1","1","1","0",NA,"0","0",0,"1","1","1","1","1","1","1","0","0","1","1","0","0","1","0","1","1","0","1","0","1","0","0","0","1","0","1","1",0,"1",0,0,"I have no further questions or concerns.",1,2,3,3,"1","1","1","1","1","1","1","1","1","1",3
100,"R_1SkwRCLX6wCGt7y",0.899999976,1989,"0","Yes",36420,"White","No","Male",0,"1","1","1","1","0","1","1","Land/Wildlife Management","Federal Government","1","0","0","0",NA,"0","0",0,"1","1","1","1","1","1","1","0","0","1","0","0","0","1","0","1","0","0","1","1","1","1","0","1","1","1","0","1",0,"1",1,1,"",1,7,8,3,"1","1","1","1","1","1","1","1","1","1",2
100,"R_6pFJzSCHqDBWYeP",0.699999988,1966,"1","Yes",35674,"White","No","Male",1,"1","0","0","0","","0","0","Other","State/Provincial Government","1","1","1","0",NA,"0","0",0,"1","1","1","1","1","1","1","0","0","1","0","0","1","1","0","1","0","0","1","0","1","1","0","0","1","1","1","1",0,"1",0,0,"",1,3,4,2,"1","1","1","1","1","1","1","1","1","1",3
100,"R_1CUHv1VQVYXTiOI",0.899999976,1977,"1","Yes",35677,"White","No","Male",1,"0","0","0","0","","0","0","Land/Wildlife Management","State/Provincial Government","0","1","0","0",NA,"0","0",0,"1","1","0","1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","1","1","0","0","0","1","1",0,"1",0,0,"",1,3,1,1,"1","0","1","0","0","0","0","1","1","1",1
100,"R_5TAUTsApjaUpcEY",0.899999976,1987,"1","Yes",36830,"White","No","Female",1,"1","1","0","0","","1","0","Research","Academic/Research Institution","1","0","1","1","1","0","1",0,"0","1","0","1","1","1","1","0","0","0","0","0","1","1","0","1","1","0","1","0","0","1","0","1","1","0","0","0",1,"1",1,1,"",0,4,5,4,"1","0","1","1","1","1","0","1","1","0",1
100,"R_5cpwKqkAMG1MVON",0.800000012,2002,"0","Yes",36830,"White","No","Female",0,"1","1","0","1","1","1","0","Education","Academic/Research Institution","1","1","0","1","1",NA,NA,0,"0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","1","1","1","1","1","0","1","0","1","1","0","0","1",0,"1",0,0,"",0,2,4,2,"0","0","1","0","1","0","1","1","1","0",1
100,"R_31r5JaaGXbNDlZL",NA,2001,"0","Yes",36830,"White","No","Female",1,"1","1","0","0","","0","0","Research","Academic/Research Institution","1","0","0","1","1","0","0",0,"0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","1","1","0","1","0","1","1","0","1","1","0","0","0",0,"1",0,1,"Asynchronous course, all diseases",0,2,9,1,"1","0","1","1","1","0","0","0","1","0",1
100,"R_5eO09ZzdLfuoXgR",0.800000012,1971,"1","Yes",36109,"White","No","Female",1,"1","1","0","0","","1","1","Education","Nonprofit/Conservation Organization","1","0","0","1","1","1",NA,0,"0","0","0","1","1","1","0","0","0","1","0","0","0","0","0","1","1","1","1","0","0","1","0","1","1","0","0","0",0,"1",1,1,"",0,4,5,3,"0","0","1","1","1","0","1","0","1","0",1
100,"R_30iTTbme947Y9K2",0.899999976,1980,"1","Yes",36567,"White","No","Male",1,"1","1","0","0","","1","1","Land/Wildlife Management","State/Provincial Government","1","0","0","0",NA,"0","0",0,"1","1","1","0","1","1","0","0","0","0","1","0","0","1","0","1","1","0","1","1","0","0","0","0","1","1","0","0",0,"1",1,0,"all diseases",1,5,1,3,"1","1","1","1","1","0","0","0","1","1",6
100,"R_6EARznQTyvLUbGj",0.899999976,1984,"1","Yes",35072,"White","No","Male",0,"1","0","0","1","1","0","1","Land/Wildlife Management","State/Provincial Government","1","1","1","1","0","0","0",0,"1","1","0","1","1","1","0","0","0","1","1","0","0","1","0","1","0","0","1","0","1","1","1","1","1","0","1","1",0,"1",1,0,"",1,7,3,1,"1","0","1","1","1","0","0","1","1","1",6
100,"R_3SDqXbhQK9ZApoZ",0.899999976,1987,"1","Yes",36022,"White","No","Male",1,"1","1","0","0","","1","1","Administration","State/Provincial Government","1","0","1","1","1","1",NA,0,"1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","1","0","1",1,"1",0,1,"",1,2,8,4,"1","1","1","1","1","1","0","1","1","1",11
100,"R_5kFXfaUZucvwtqw",0.899999976,1975,"1","Yes",35633,"White","No","Male",0,"0","0","0","0","","0","1","Land/Wildlife Management","State/Provincial Government","0","1","1","1","0","0","0",0,"0","1","1","1","1","1","1","0","0","1","0","0","1","1","0","0","1","0","1","0","0","0","0","0","1","1","0","1",0,"0",0,0,"",1,2,1,3,"1","1","1","1","1","1","1","1","1","0",2
100,"R_51cGvNNDe5jEYY4",0.800000012,1984,"1","Yes",35226,"White","No","Female",0,"1","1","0","0","","1","1","Research","Nonprofit/Conservation Organization","1","0","1","1","1","1",NA,0,"0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","1","1","1","1","1",0,"1",0,0,"",0,2,4,3,"1","0","1","1","1","0","0","1","1","0",2
100,"R_3r81aYgbL2njnXZ",1,1983,"1","Yes",36507,"White","No","Male",0,"1","0","0","0","","0","0","Land/Wildlife Management","Nonprofit/Conservation Organization","1","0","0","0",NA,"0","1",0,"1","1","1","1","1","1","0","0","0","1","1","0","0","1","0","1","0","1","1","1","1","1","1","1","1","1","1","0",0,"1",0,0,"I'm no bioligist, but a friend of mine who is told me to take this also, after I sent the link to him.  Hopefully everyone in District 5 has participated by now.",1,2,3,3,"1","1","1","1","1","1","0","1","1","1",3
100,"R_2k6dOCZXYiJc6Ci",0.899999976,1987,"1","Yes",36701,"White","No","Male",0,"1","1","0","1","1","0","1","Consulting","Private Industry","1","0","0","0",NA,"0","0",0,"1","1","1","1","1","1","1","0","0","1","0","0","0","1","0","1","1","1","1","0","1","1","1","0","1","0","0","1",0,"1",0,1,"",1,2,7,3,"1","1","1","1","1","1","1","1","1","1",1
100,"R_53DEjlgAgVasJtD",1,1991,"0","Yes",36576,"White","No","Male",1,"1","1","0","0","","1","1","Land/Wildlife Management","State/Provincial Government","1","1","1","0",NA,"0","0",0,"1","1","1","1","1","1","1","0","0","1","0","0","1","1","0","1","1","0","1","0","1","1","0","0","1","1","1","1",0,"1",1,0,"",1,4,4,3,"1","1","1","1","1","1","0","0","1","1",2
100,"R_5PzBd9SbA62THMd",NA,1992,"0","Yes",35466,"White","No","Male",0,"1","0","0","1","1","1","1","Land/Wildlife Management","Federal Government","1","1","1","0",NA,"0","1",0,"1","1","1","1","1","1","0","0","0","1","1","1","1","0","0","0","1","1","1","0","1","0","1","0","0","1","1","1",1,"1",0,1,"",1,2,5,5,"1","1","1","1","1","0","0","1","1","1",10
100,"R_5CPVgdf1cSfcoYF",0.899999976,1989,"0","Yes",36756,"White","No","Male",0,"1","1","0","0","","1","0","Land/Wildlife Management","Federal Government","1","1","0","0",NA,"0","0",0,"0","1","0","0","0","1","1","0","0","1","1","0","1","1","1","1","0","0","1","0","0","0","0","1","1","1","1","1",1,"1",1,1,"",1,4,8,4,"1","0","1","1","1","1","1","1","1","1",2
100,"R_17UMLxYj6hrWFYO",0.899999976,2003,"0","Yes",36832,"White","No","Female",0,"0","0","0","0","","1","0","Research","Academic/Research Institution","1","0","1","1","1","0","1",0,"0","1","0","0","1","1","1","0","0","1","0","1","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1",1,"1",1,1,"",0,4,8,4,"1","0","1","1","1","1","1","1","1","0",1
100,"R_6fixWsyJaJZbBLL",0.899999976,2004,"0","Yes",36870,"White","No","Female",1,"1","0","0","0","","1","0","Research","Academic/Research Institution","1","0","0","0",NA,NA,NA,0,"0","0","1","1","1","1","0","0","0","1","0","0","0","1","0","1","1","0","1","0","0","1","0","1","1","1","0","1",0,"1",1,0,"",0,5,4,2,"0","1","1","1","1","0","0","1","1","1",1
100,"R_1fqGHH0Qy6ixjP4",0.899999976,2002,"0","Yes",36830,"White","No","Female",0,"1","0","0","1","1","0","0","Research","Academic/Research Institution","1","1","1","1","0","1",NA,0,"0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","1","1","1","1","1","0","1","0","1","1","0","0","1",0,"1",1,1,"",0,5,7,2,"0","0","1","1","1","0","1","1","0","1",2
