COMPLETE,ID,QSCORE,DOB,AGE,RESIDENT,ZIPCODE,RACE,ETHNICITY,GENDER,INCOME,EDUCATION,DEGREE,TWS,COURSE,COURSETIME,SELFTITLE,BIOTIME,ACTIVITY,AFFILIATE,CONTACT,FIELD,COLLECT,HANDLE,STATE,PPE,PPETIME,COUNTIES,LICENSE,PIGS,BRUCE,CWD,FLUAL,FLU,COVID,COVIDSPILL,RABIESAL,RABIES,TURKEY,CWDAL,BATS,PPEREQ,EHD,DARWIN,POPRED,POPPLAN,SURVEY,VACCINE,PREVAL,DIVERSE,CONSEQ,CLIMATE,EDREQ,INFO,HANDSON,ACCESS,SOURCE,INTEREST,FREEINFO,TOPICS,QSNCS
23,FS_5pgppfhU8ejlJfO,0.899999976,2002,,Yes,36173,White,No,Male,"$100,001+",High school graduate/GED,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,FS_6EWLhlADQxmJtTp,0.800000012,2004,,Yes,36117,White,No,I prefer not to answer,"$100,001+",High school graduate/GED,No,No,Yes,<5 years,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,FS_7TZSdvqaSJgu24d,1,2004,,Yes,35173,White,No,Other,"$80,001-90,000",Some College/AA or AS (2-year degree),No,No,No,,Yes,<1 year,Research,Academic/Research Institution,Daily,40,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,FS_5f5tSH6XhjYbwGd,0.899999976,2002,,Yes,36830,White,No,Female,"$0-20,000",Some College/AA or AS (2-year degree),Yes,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,FS_3mqGuVLtQMcDMYW,1,1997,,Yes,36830,White,No,Other,"$0-20,000",Some College/AA or AS (2-year degree),No,No,Yes,<5 years,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,FS_5YR5Cs7A18PCHPa,0.899999976,2005,,Yes,36830,White,No,Male,"$90,001-100,000",High school graduate/GED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,FS_1UzyJ6AwPFXZQGt,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,FS_769bSuKn8OauAN3,0.800000012,2005,,Yes,36832,White,No,Female,"$50,001-60,000",High school graduate/GED,No,No,No,,No,,,Academic/Research Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,FS_5jNrwJzcICci8wN,1,2002,,Yes,35173,White,No,Male,"$90,001-100,000",Some College/AA or AS (2-year degree),No,No,No,,No,<1 year,Other,Academic/Research Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,FS_7peQrBfXfCAcfsu,0.899999976,2001,,Yes,36832,White,Yes,Female,"$50,001-60,000",College Graduate/BA or BS (4-year degree),Yes,No,No,,No,<1 year,Land/Wildlife Management,Academic/Research Institution,Monthly,50,No,Yes,Alive - Not Sedated,Yes,Sometimes (25%-75%),Lee,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,FS_74Iz38PZwldJo3E,0.899999976,1988,,Yes,36064,White,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),Yes,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,FS_7cMaBs7hGVwKqUF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,FS_5KdqVY6wYSWwQLp,1,2003,,Yes,36830,White,No,Female,"$0-20,000",High school graduate/GED,No,No,Yes,<5 years,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
